Título	link	data	tipo	doi	issn	ISSN	Periódico	Qualis	FI (JCR)	H-index	media_citacao_3_anos	Resumo_antigo	Categorias	categories	Resumo	PUBMEDID	Periódico	ISSN	DOI	Tradução do título	Tradução do resumo
Transfusion reactions associated with COVID-19 convalescent plasma therapy for SARS-CoV-2.	https://onlinelibrary.wiley.com/doi/full/10.1111/trf.16177	30/10/2020	Artigo completo publicado em periódico científico	10.1111/trf.16177	0041-1132	411132	TRANSFUSION (ARLINGTON, VA.)	A3	0.919	138	2.44	-	['Plasma convalescente']	['Convalescent Plasma']	-	-	-	-	-	Reações transfusionais associadas à terapia com plasma convalescente COVID-19 para SARS-CoV-2. 	-
Hydroxychloroquine in the treatment of outpatients with mildly symptomatic COVID-19: a multi-center observational study.	https://doi.org/10.1186/s12879-021-05773-w	14/01/2021	Artigo completo publicado em periódico científico	10.1186/s12879-021-05773-w	1471-2334	14712334	BMC INFECTIOUS DISEASES (ONLINE)	A3	1.042	112	3.75	 Abstract                  Background                 Hydroxychloroquine has not been associated with improved survival among hospitalized COVID-19 patients in the majority of observational studies and similarly was not identified as an effective prophylaxis following exposure in a prospective randomized trial. We aimed to explore the role of hydroxychloroquine therapy in mildly symptomatic patients diagnosed in the outpatient setting.                                Methods                 We examined the association between outpatient hydroxychloroquine exposure and the subsequent progression of disease among mildly symptomatic non-hospitalized patients with documented SARS-CoV-2 infection. The primary outcome assessed was requirement of hospitalization. Data was obtained from a retrospective review of electronic health records within a New Jersey USA multi-hospital network. We compared outcomes in patients who received hydroxychloroquine with those who did not applying a multivariable logistic model with propensity matching.                                Results                 Among 1274 outpatients with documented SARS-CoV-2 infection 7.6% were prescribed hydroxychloroquine. In a 1067 patient propensity matched cohort, 21.6% with outpatient exposure to hydroxychloroquine were hospitalized, and 31.4% without exposure were hospitalized. In the primary multivariable logistic regression analysis with propensity matching there was an association between exposure to hydroxychloroquine and a decreased rate of hospitalization from COVID-19 (OR 0.53; 95% CI, 0.29, 0.95). Sensitivity analyses revealed similar associations. QTc prolongation events occurred in 2% of patients prescribed hydroxychloroquine with no reported arrhythmia events among those with data available.                                Conclusions                 In this retrospective observational study of SARS-CoV-2 infected non-hospitalized patients hydroxychloroquine exposure was associated with a decreased rate of subsequent hospitalization. Additional exploration of hydroxychloroquine in this mildly symptomatic outpatient population is warranted.              	['Hidroxicloroquina']	['Hydroxychloroquine']	In this retrospective observational study of SARS-CoV-2 infected non-hospitalized patients hydroxychloroquine exposure was associated with a decreased rate of subsequent hospitalization. Additional exploration of hydroxychloroquine in this mildly symptomatic outpatient population is warranted.	33446136	BMC infectious diseases	1471-2334	10.1186/s12879-021-05773-w	Hidroxicloroquina no tratamento de pacientes ambulatoriais com COVID-19 levemente sintomático: um estudo observacional multicêntrico. 	Neste estudo observacional retrospectivo de pacientes não hospitalizados infectados com SARS-CoV-2, a exposição à hidroxicloroquina foi associada a uma diminuição da taxa de hospitalização subsequente. A exploração adicional de hidroxicloroquina nesta população ambulatorial levemente sintomática é justificada.
Corticosteroid treatment has no efect on hospital mortality in COVID‐19 patients.	https://doi.org/10.1038/s41598-020-80654-x	13/01/2021	Artigo completo publicado em periódico científico	10.1038/s41598-020-80654-x	2045-2322	20452322	SCIENTIFIC REPORTS	A2	1.005	242	4.81	 Abstract Since the start of the novel coronavirus 2019 (COVID-19) pandemic, corticosteroid use has been the subject of debate. The available evidence is uncertain, and knowledge on the subject is evolving. The aim of our cohort study was to evaluate the association between corticosteroid therapy and hospital mortality, in patients hospitalized with COVID-19 after balancing for possible confounders. One thousand four hundred forty four patients were admitted to our hospital with a positive RT-PCR test for SARS-CoV-2, 559 patients (39%) were exposed to corticosteroids during hospital stay, 844 (61%) were not exposed to corticosteroids. In the cohort of patients exposed to corticosteroids, 171 (30.6%) died. In the cohort of patients not exposed to corticosteroids, 183 (21.7%) died (unadjusted  p &lt; 0.001). Nonetheless, exposure to corticosteroids was not associated with in-hospital mortality after balancing with overlap weight propensity score (adjusted  p = 0.25). Patients in the corticosteroids cohort had a reduced risk of ICU admission (adjusted  p &lt; 0.001). Treatment with corticosteroids did not affect hospital mortality in patients with COVID-19 after balancing for confounders. A possible advantage of corticosteroid therapy was to reduce Intensive Care Unit admission, which could be useful in reducing pressure on Intensive Care Units in times of limited resources, as during the COVID-19 pandemic.	['Corticosteroides']	['Corticosteroids']	-	-	-	-	-	O tratamento com corticosteroides não tem efeito na mortalidade hospitalar em pacientes com COVID-19. 	-
Interim Results of a Phase 1–2a Trial of Ad26.COV2.S Covid-19 Vaccine.	https://www.nejm.org/doi/full/10.1056/NEJMoa2034201	13/01/2021	Artigo completo publicado em periódico científico	10.1056/NEJMoa2034201	0028-4793	284793	New England Journal of Medicine	A1	24.907	1079	31.87	-	['Vacina (Ad26.COV2.S)', 'Vacina (Ad26.COV2.S)']	['Vaccine (Ad26.COV2.S)', 'Vaccine (Ad26.COV2.S)']	The safety and immunogenicity profiles of Ad26.COV2.S support further development of this vaccine candidate. (Funded by Johnson & Johnson and the Biomedical Advanced Research and Development Authority of the Department of Health and Human Services; COV1001 ClinicalTrials.gov number, NCT04436276.).	33440088	The New England journal of medicine	1533-4406	10.1056/NEJMoa2034201	Resultados provisórios de um estudo de fase 1-2a da vacina Ad26.COV2.S Covid-19. 	Os perfis de segurança e imunogenicidade de Ad26.COV2.S apoiam o desenvolvimento desta vacina candidata. (Financiado pela Johnson & Johnson e pela Autoridade de Pesquisa e Desenvolvimento Biomédico Avançado do Departamento de Saúde e Serviços Humanos; número COV1001 ClinicalTrials.gov, NCT04436276.).
The use of methylprednisolone in COVID-19 patients: A propensity score matched retrospective cohort study.	https://doi.org/10.1371/journal.pone.0244128	31/12/2020	Artigo completo publicado em periódico científico	10.1371/journal.pone.0244128	1932-6203	19326203	PLOS ONE	A1	0.852	367	3.8	<jats:sec id="sec001"> Purpose To evaluate the efficacy and safety of methylprednisolone in treating the coronavirus disease 2019 (COVID-19) patients.<jats:sec id="sec002"> Methods A retrospective cohort study was conducted, and all COVID-19 patients were recruited who were admitted to the Yichang Third People’s Hospital from February 1 st to March 31 st, 2020. One-to-one propensity score matching (PSM) was used for minimizing confounding effects. The primary outcome was hospital mortality, with the secondary outcomes being the time needed for a positive SARS-CoV-2 nucleic acid test to turn negative and the length of hospital stay.<jats:sec id="sec003"> Results Totaling 367 patients with COVID-19 hospitalized at the Yichang Third People’s Hospital were identified, of whom 276 were mild or stable COVID-19, and 67 were serious or critically ill. Among them, 255 patients were treated using methylprednisolone, and 188 did not receive any corticosteroid-related treatment. After PSM, no statistically significant difference was found in the baseline characteristics between the two groups. Regarding the outcomes, there also were no statistically significant difference between the two groups. Patients without the use of methylprednisolone were more quickly to obtain negative results of their nasopharyngeal swab tests of SARS-CoV-2 nucleic acid after treatment, compared to those receiving methylprednisolone.<jats:sec id="sec004"> Conclusion Methylprednisolone could not improve the prognosis of patients with COVID-19, and the efficacy and safety of the use of methylprednisolone in patients with COVID-19 still remain uncertain, thus the use of corticosteroids clinically in patients with COVID-19 should be with cautions.	['Prednisona']	['Prednisone']	-	-	-	-	-	O uso de metilprednisolona em pacientes com COVID-19: um estudo de coorte retrospectivo combinado com escore de propensão. 	-
Efficacy Evaluation of Intravenous Immunoglobulin in Non-severe Patients with COVID-19: A Retrospective Cohort Study Based on Propensity Score Matching.	https://doi.org/10.1016/j.ijid.2021.01.009	09/01/2021	Artigo completo publicado em periódico científico	10.1016/j.ijid.2021.01.009	1201-9712	12019712	INTERNATIONAL JOURNAL OF INFECTIOUS DISEASES	A3	2.433	104	9.39	-	['Imunoglobulina']	['Immunoglobulin']	In non-severe patients with COVID-19, no benefit was observed with IVIG therapy beyond standard therapy.	33434674	International journal of infectious diseases : IJID : official publication of the International Society for Infectious Diseases	1878-3511	10.1016/j.ijid.2021.01.009	Avaliação da eficácia da imunoglobulina intravenosa em pacientes não graves com COVID-19: um estudo de coorte retrospectivo baseado na correspondência de pontuação de propensão. 	Em pacientes não graves com COVID-19, nenhum benefício foi observado com a terapia IVIG além da terapia padrão.
Convalescent Plasma Transfusion for the Treatment of COVID-19—Experience from Poland: A Multicenter Study.	https://dx.doi.org/10.3390/jcm10010028	24/12/2020	Artigo completo publicado em periódico científico	https://dx.doi.org/10.3390/jcm10010028	2077-0383	20770383	JOURNAL OF CLINICAL MEDICINE	A1	1.040	75	4.84	 Because the optimal treatment for COVID-19 is still unknown, it is important to explore every potential way of improving the chances of survival for COVID-19 patients. The aim of the study was to analyze the effectiveness of convalescent plasma on COVID-19 patients. The study population consisted of 78 patients diagnosed with COVID-19, selected from the SARSTer national database, who received convalescent plasma. The impact on clinical and laboratory parameters was assessed. A clinical improvement was observed in 62 (79%) patients, and 10 (13%) patients died from COVID-19. No side effects of the convalescent plasma treatment were observed. When plasma was administered earlier than 7 days from diagnosis, the total hospitalization time was shorter (p &lt; 0.05). Plasma efficacy was inferior to remdesivir in endpoints such as the necessity and duration of oxygen therapy, the duration of hospitalization, and mortality rate, and inferior to other drugs in the case of the duration of hospitalization and the necessity of constant oxygen therapy, but comparable in most other measured endpoints. A comparison of a 30-day mortality rate in patients who received plasma and remdesivir (4/25, 16%) and who received only plasma (6/53, 11%) showed no significant difference. Convalescent plasma efficacy is inferior to remdesivir when treating COVID-19 patients but the addition of remdesivir to plasma does not improve the treatment effectiveness. In most endpoints, plasma was comparable to other treatment options. In our opinion, convalescent plasma may be used as a supportive treatment in COVID-19 patients because of the low frequency of adverse effects and availability, but must be given as early from the diagnosis as possible.	['Plasma convalescente']	['Convalescent Plasma']	Because the optimal treatment for COVID-19 is still unknown, it is important to explore every potential way of improving the chances of survival for COVID-19 patients. The aim of the study was to analyze the effectiveness of convalescent plasma on COVID-19 patients. The study population consisted of 78 patients diagnosed with COVID-19, selected from the SARSTer national database, who received convalescent plasma. The impact on clinical and laboratory parameters was assessed. A clinical improvement was observed in 62 (79%) patients, and 10 (13%) patients died from COVID-19. No side effects of the convalescent plasma treatment were observed. When plasma was administered earlier than 7 days from diagnosis, the total hospitalization time was shorter (	33374333	Journal of clinical medicine	2077-0383	10.3390/jcm10010028	Transfusão de plasma convalescente para o tratamento de COVID-19 - experiência da Polônia: um estudo multicêntrico. 	Como o tratamento ideal para o COVID-19 ainda é desconhecido, é importante explorar todas as formas potenciais de melhorar as chances de sobrevivência dos pacientes com COVID-19. O objetivo do estudo foi analisar a eficácia do plasma convalescente em pacientes com COVID-19. A população do estudo foi composta por 78 pacientes diagnosticados com COVID-19, selecionados do banco de dados nacional SARSTer, que receberam plasma convalescente. O impacto nos parâmetros clínicos e laboratoriais foi avaliado. Uma melhora clínica foi observada em 62 (79%) pacientes e 10 (13%) pacientes morreram de COVID-19. Não foram observados efeitos colaterais do tratamento com plasma convalescente. Quando o plasma foi administrado antes de 7 dias do diagnóstico, o tempo total de internação foi menor (
Impact of oral anticoagulation on clinical outcomes of COVID‐19: a nationwide cohort study of hospitalized patients in Germany.	https://doi.org/10.1007/s00392-020-01783-x	08/01/2021	Artigo completo publicado em periódico científico	10.1007/s00392-020-01783-x	1861-0684	18610684	CLINICAL RESEARCH IN CARDIOLOGY (PRINT)	A2	1.772	75	4.86	-	['Antagonistas da vitamina K (AVK)', 'Anticoagulantes']	['Vitamin K antagonists (VKA)', 'Anticoagulants']	In a multivariable analysis, a therapy with both direct oral anticoagulants or vitamin-K antagonists-but not with antiplatelet therapy-was associated with improved clinical outcomes. ACE inhibitors did not impact outcomes. Prospective randomized trials are needed to verify this hypothesis.	33416918	Clinical research in cardiology : official journal of the German Cardiac Society	1861-0692	10.1007/s00392-020-01783-x	Impacto da anticoagulação oral nos resultados clínicos do COVID-19: um estudo de coorte nacional de pacientes hospitalizados na Alemanha. 	Em uma análise multivariada, uma terapia com anticoagulantes orais diretos ou antagonistas da vitamina K, mas não com terapia antiplaquetária, foi associada a melhores resultados clínicos. Os inibidores da ECA não afetaram os resultados. Ensaios prospectivos randomizados são necessários para verificar essa hipótese.
Cardiovascular Comorbidities and Pharmacological Treatments of COVID-19 Patients Not Requiring Hospitalization.	https://dx.doi.org/10.3390/ijerph18010102	25/12/2020	Artigo completo publicado em periódico científico	https://dx.doi.org/10.3390/ijerph18010102	1660-4601	16604601	INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH	A2	0.814	138	4.7	 Introduction: The Coronavirus disease 2019 (COVID-19) outbreak is a whole Earth health emergency related to a highly pathogenic human coronavirus responsible for severe acute respiratory syndrome (SARS-CoV-2). Despite the fact that the majority of infected patients were managed in outpatient settings, little is known about the clinical characteristics of COVID-19 patients not requiring hospitalization. The aim of our study was to describe the clinical comorbidity and the pharmacological therapies of COVID-19 patients managed in outpatient settings. Materials and Methods: We performed an observational, retrospective analysis of laboratory-confirmed COVID-19 patients managed in outpatient settings in Naples, Italy between 9 March and 1 May 2020. Data were sourced from the prospectively maintained Health Search (HS)/Thales database, shared by 128 primary care physicians (PCPs) in Naples, Italy. The clinical features and pharmacological therapies of COVID-19 patients not requiring hospitalization and managed in outpatient settings have been described. Results: A total of 351 laboratory-confirmed COVID-19 patients (mean age 54 ± 17 years; 193 males) with outpatient management were evaluated. Hypertension was the most prevalent comorbidity (35%). The distribution of cardiovascular comorbidities showed no gender-related differences. A total of 201 patients (57.3%) were treated with at least one experimental drug for COVID-19. Azithromycin, alone (42.78%) or in combination (27.44%), was the most widely used experimental anti-COVID drug in outpatient settings. Low Molecular Weight Heparin and Cortisone were prescribed in 24.87% and 19.4% of the study population, respectively. At multivariate regression model, diabetes (risk ratio (RR): 3.74; 95% CI 1.05 to 13.34; p = 0.04) and hypertension (RR: 1.69; 95% CI 1.05 to 2.7; p = 0.03) were significantly associated with the experimental anti-COVID drug administration. Moreover, only diabetes (RR: 2.43; 95% CI 1.01 to 5.8; p = 0.03) was significantly associated with heparin administration. Conclusions: Our data show a high prevalence of hypertension, more likely treated with renin–angiotensin–aldosterone system (RASS) inhibitors, among COVID-19 patients not requiring hospitalization. Experimental COVID-19 therapies have been prescribed to COVID-19 patients considered at risk for increased venous thromboembolism based on concomitant comorbidities, in particular diabetes and hypertension.	['Azitromicina', 'Corticosteroides', 'Heparina', 'Inibidores do Sistema Renina-Angiotensina-Aldosterona (ISRAA)']	['Azithromycin', 'Corticosteroids', 'Heparin', 'Inhibitors of the Renin-Angiotensin-Aldosterone System (ISRAA)']	-	-	-	-	-	Comorbidades cardiovasculares e tratamentos farmacológicos de pacientes com COVID-19 que não requerem hospitalização. 	-
Matched cohort study on the efficacy of tocilizumab in patients with COVID-19.	https://doi.org/10.1016/j.onehlt.2021.100214	05/01/2021	Artigo completo publicado em periódico científico	10.1016/j.onehlt.2021.100214	2352-7714	23527714	ONE HEALTH	A4	1.149	29	7.65	-	['Tocilizumabe']	['Tocilizumab']	-	-	-	-	-	Estudo de coorte pareado sobre a eficácia do tocilizumabe em pacientes com COVID-19. 	-
Therapeutic plasma exchange for coronavirus disease-2019 triggered cytokine release syndrome; a retrospective propensity matched control study.	https://doi.org/10.1371/journal.pone.0244853	07/01/2021	Artigo completo publicado em periódico científico	10.1371/journal.pone.0244853	1932-6203	19326203	PLOS ONE	A1	0.852	367	3.8	<jats:sec id="sec001"> Background Cytokine release syndrome (CRS) plays a pivotal role in the pathophysiology and progression of Coronavirus disease-2019 (COVID-19). Therapeutic plasma exchange (TPE) by removing the pathogenic cytokines is hypothesized to dampen CRS.<jats:sec id="sec002"> Objective To evaluate the outcomes of the patients with COVID-19 having CRS being treated with TPE compared to controls on the standard of care.<jats:sec id="sec003"> Methodology Retrospective propensity score-matched analysis in a single centre from 1st April to 31st July 2020. We retrospectively analyzed data of 280 hospitalized patients developing CRS initially. PSM was used to minimize bias from non-randomized treatment assignment. Using PSM 1:1, 90 patients were selected and assigned to 2 equal groups. Forced matching was done for disease severity, routine standard care and advanced supportive care. Many other Co-variates were matched. Primary outcome was 28 days overall survival. Secondary outcomes were duration of hospitalization, CRS resolution time and timing of viral clearance on Polymerase chain reaction testing.<jats:sec id="sec004"> Results After PS-matching, the selected cohort had a median age of 60 years (range 32–73 in TPE, 37–75 in controls), p = 0.325 and all were males. Median symptoms duration was 7 days (range 3–22 days’ TPE and 3–20 days controls), p = 0.266. Disease severity in both groups was 6 (6.6%) moderate, 40 (44.4%) severe and 44 (49%) critical. Overall, 28-day survival was significantly superior in the TPE group (91.1%), 95% CI 78.33–97.76; as compared to PS-matched controls (61.5%), 95% CI 51.29–78.76 (log rank 0.002), p&lt;0.001. Median duration of hospitalization was significantly reduced in the TPE treated group (10 days vs 15 days) (p&lt; 0.01). CRS resolution time was also significantly reduced in the TPE group (6 days vs. 12 days) (p&lt; 0.001). In 71 patients who underwent TPE, the mortality was 0 (n = 43) if TPE was done within the first 12 days of illness while it was 17.9% (deaths 5, n = 28 who received it after 12 th day (p = 0.0045).<jats:sec id="sec005"> Conclusion An earlier use of TPE was associated with improved overall survival, early CRS resolution and time to discharge compared to SOC for COVID-19 triggered CRS in this selected cohort of PS-matched male patients from one major hospital in Pakistan.	['Plasma convalescente']	['Convalescent Plasma']	-	-	-	-	-	A troca de plasma terapêutica para a doença de coronavírus-2019 desencadeou a síndrome de liberação de citocinas; um estudo de controle retrospectivo com correspondência de propensão. 	-
A single center cohort of 40 severe COVID-19 patients who were treated with convalescent plasma.	https://pubmed.ncbi.nlm.nih.gov/33078604/	17/12/2020	Artigo completo publicado em periódico científico	PUBMED_ID:33078604/	-	-	-	-	-	-	-	-	['Plasma convalescente']	['Convalescent Plasma']	According  to  the  results  of  this  study,  CP  is  an  efficient  conjunct  to  conventional  therapy  against  COVID-19  with  a  favorable safety profile.	33078604	Turkish journal of medical sciences	1303-6165	10.3906/sag-2009-77	Uma coorte de centro único de 40 pacientes graves com COVID-19 que foram tratados com plasma convalescente. 	De acordo com os resultados deste estudo, a CP é um conjunto eficiente à terapia convencional contra a COVID-19 com perfil de segurança favorável.
Remdesivir for the treatment of COVID-19: A systematic review and meta-analysis of randomized controlled trials.	https://doi.org/10.1016/j.cct.2021.106272	07/01/2021	Artigo completo publicado em periódico científico	10.1016/j.cct.2021.106272	1551-7144	15517144	CONTEMPORARY CLINICAL TRIALS	A3	0.867	65	2.26	-	['Remdesivir', 'Remdesivir']	['Remdesivir', 'Remdesivir']	-	-	-	-	-	Remdesivir para o tratamento de COVID-19: Uma revisão sistemática e meta-análise de ensaios clínicos randomizados. 	-
Clinical outcome, viral response and safety profile of chloroquine in COVID-19 patients—initial experience.	10.5603/ARM.a2020.0139	11/01/2020	Artigo completo publicado em periódico científico	10.5603/ARM.a2020.0139	2543-6031	25436031	Advances in Respiratory Medicine	-	0.251	20	0.87	-	['Cloroquina']	['Chloroquine']	The duration of symptoms among the treated group (with chloroquine) was significantly lower than that of the control group. RT-PCR conversion was not significantly different between the 2 groups.	33393643	Advances in respiratory medicine	2543-6031	10.5603/ARM.a2020.0139	Resultado clínico, resposta viral e perfil de segurança da cloroquina em pacientes com COVID-19 - experiência inicial. 	A duração dos sintomas no grupo tratado (com cloroquina) foi significativamente menor do que no grupo controle. A conversão RT-PCR não foi significativamente diferente entre os 2 grupos.
Treatment of severe acute respiratory syndrome (SARS), Middle East respiratory syndrome (MERS), and coronavirus disease 2019 (COVID-19): a systematic review of in vitro, in vivo, and clinical trials.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7738873/	01/01/2021	Artigo completo publicado em periódico científico	PMC:PMC7738873/	-	-	-	-	-	-	-	-	['colchicina', 'daclastavir', 'interferon', 'plasma convalescente', 'Sofosbuvir']	['colchicine', 'daclastavir', 'interferon', 'convalescent plasma', 'Sofosbuvir']	-	33391531	Theranostics	1838-7640	10.7150/thno.48342	Tratamento da síndrome respiratória aguda grave (SARS), síndrome respiratória do Oriente Médio (MERS) e doença de coronavírus 2019 (COVID-19): uma revisão sistemática de ensaios in vitro, in vivo e clínicos. 	-
Early corticosteroids are associated with lower mortality in critically ill patients with COVID-19: a cohort study.	https://doi.org/10.1186/s13054-020-03422-3	04/01/2021	Artigo completo publicado em periódico científico	10.1186/s13054-020-03422-3	1364-8535	13648535	CRITICAL CARE (LONDON. PRINT)	A1	3.218	185	8.76	 Abstract                  Background                 Critically ill patients with coronavirus disease 19 (COVID-19) have a high fatality rate likely due to a dysregulated immune response. Corticosteroids could attenuate this inappropriate response, although there are still some concerns regarding its use, timing, and dose.                                Methods                 This is a nationwide, prospective, multicenter, observational, cohort study in critically ill adult patients with COVID-19 admitted into Intensive Care Units (ICU) in Spain from 12th March to 29th June 2020. Using a multivariable Cox model with inverse probability weighting, we compared relevant outcomes between patients treated with early corticosteroids (before or within the first 48 h of ICU admission) with those who did not receive early corticosteroids (delayed group) or any corticosteroids at all (never group). Primary endpoint was ICU mortality. Secondary endpoints included 7-day mortality, ventilator-free days, and complications.                                Results                 A total of 691 patients out of 882 (78.3%) received corticosteroid during their hospital stay. Patients treated with early-corticosteroids (n = 485) had lower ICU mortality (30.3% vs. never 36.6% and delayed 44.2%) and lower 7-day mortality (7.2% vs. never 15.2%) compared to non-early treated patients. They also had higher number of ventilator-free days, less length of ICU stay, and less secondary infections than delayed treated patients. There were no differences in medical complications between groups. Of note, early use of moderate-to-high doses was associated with better outcomes than low dose regimens.                                Conclusion                 Early use of corticosteroids in critically ill patients with COVID-19 is associated with lower mortality than no or delayed use, and fewer complications than delayed use.              	['Corticosteroides']	['Corticosteroids']	-	-	-	-	-	Corticosteroides precoces estão associados a menor mortalidade em pacientes críticos com COVID-19: um estudo de coorte. 	-
The Role of Vitamin C as Adjuvant Therapy in COVID-19.	https://www.cureus.com/articles/45284-the-role-of-vitamin-c-as-adjuvant-therapy-in-covid-19	30/11/2020	Artigo completo publicado em periódico científico	https://www.cureus.com/articles/45284-the-role-of-vitamin-c-as-adjuvant-therapy-in-covid-19	-	-	-	-	-	-	-	-	['Ácido ascórbico']	['Ascorbic acid']	-	-	-	-	-	O papel da vitamina C como terapia adjuvante no COVID-19. 	-
Continuation versus discontinuation of renin–angiotensin system inhibitors in patients admitted to hospital with COVID-19: a prospective, randomised, open-label trial.	https://www.thelancet.com/journals/lanres/article/PIIS2213-2600(20)30558-0/fulltext	07/01/2021	Artigo completo publicado em periódico científico	https://www.thelancet.com/journals/lanres/article/PIIS2213-2600(20)30558-0/fulltext	-	-	-	-	-	-	-	-	['Antagonistas do Receptor da Angiotensina II', 'Antagonistas do Receptor da Angiotensina II', 'Antagonistas do Receptor da Angiotensina II', 'Antagonistas do Receptor da Angiotensina II', 'Antagonistas do Receptor da Angiotensina II', 'Antagonistas do Receptor da Angiotensina II', 'Inibidores da Enzima Conversora da Angiotensina 2 (IECA 2)', 'Inibidores da Enzima Conversora da Angiotensina 2 (IECA 2)', 'Inibidores da Enzima Conversora da Angiotensina 2 (IECA 2)', 'Inibidores da Enzima Conversora da Angiotensina 2 (IECA 2)', 'Inibidores da Enzima Conversora da Angiotensina 2 (IECA 2)', 'Inibidores da Enzima Conversora da Angiotensina 2 (IECA 2)']	['Angiotensin II Receptor Antagonists', 'Angiotensin II Receptor Antagonists', 'Angiotensin II Receptor Antagonists', 'Angiotensin II Receptor Antagonists', 'Angiotensin II Receptor Antagonists', 'Angiotensin II Receptor Antagonists' 'Angiotensin Converting Enzyme 2 (ACEI 2) Inhibitors', 'Angiotensin Converting Enzyme 2 (ACEI 2) Inhibitors', 'Angiotensin Converting Enzyme 2 (ACEI 2) Inhibitors', 'Angiotensin Converting Enzyme 2 (ACEI 2) Inhibitors' Angiotensin Converting Enzyme 2 (ACEI 2)', 'Angiotensin Converting Enzyme 2 (ACEI 2) Inhibitors', 'Angiotensin Converting Enzyme 2 (ACEI 2) Inhibitors']	REPLACE COVID Investigators, REPLACE COVID Trial Social Fundraising Campaign, and FastGrants.	33422263	The Lancet. Respiratory medicine	2213-2619	10.1016/S2213-2600(20)30558-0	Continuação versus descontinuação de inibidores do sistema renina-angiotensina em pacientes internados com COVID-19: um estudo prospectivo, randomizado e aberto. 	REPLACE COVID Investigators, REPLACE COVID Trial Social Fundraising Campaign e FastGrants.
Combination therapy of IFNβ1 with lopinavir–ritonavir, increases oxygenation, survival and discharging of sever COVID-19 infected inpatients.	https://doi.org/10.1016/j.intimp.2020.107329	26/12/2020	Artigo completo publicado em periódico científico	10.1016/j.intimp.2020.107329	1567-5769	15675769	INTERNATIONAL IMMUNOPHARMACOLOGY (PRINT)	A2	1.059	119	5.61	-	['Interferon', 'Lopinavir', 'Ritonavir']	['Interferon', 'Lopinavir', 'Ritonavir']	Interferon Beta-1a (IFN-β1-a), an immunomodulatory mediator with antiviral effects, has shown in vivo and in vitro activities especially on coronavirus including SARS-CoV-2. COVID-19 defined as the disease caused by infection with SARS-CoV-2. The virus has been illustrated inhibits the production of IFN-β1-a from inflammatory cells. We conducted a retrospective study of all adult confirmed COVID-19 hospitalized patients who received combination of three doses of 12 million international units of IFN-β1-a and Lopinavir 400 mg and Ritonavir 100 mg every 12 h (case group) for 14 days besides standard care and age- and sex- matched COVID-19 patients with receiving lopinavir/ritonavir (control group) at Masih Daneshvari Hospital as a designated hospital for COVID-19 between Feb 19 and Apr 30, 2020. Multivariate analysis was done to determine the impact of IFN-β1-a on outcome and all-cause mortality. 152 cases in IFN-β1-a group and 304 cases as control group were included. IFN-β1-a group stayed at hospital longer and required noninvasive ventilation more than control group (13 vs. 6 days, p = 0.001) and (34% vs. 24%, p = 0.04), respectively. During treatment, 57 (12.5%) patients died. The death rate in case and control groups was 11% and 13% respectively. In multivariate analysis, not receiving IFN-β1-a (HR 5.12, 95% CI: 2.77-9.45), comorbidity (HR 2.28, 95% CI: 1.13-4.60) and noninvasive ventilation (HR 2.77, 95% CI: 1.56-4.93) remained significantly associated with all-cause mortality. In this study, risk of death decreased by using IFN-β1-a in COVID-19 patients. More clinical study will be necessary to measure efficacy of IFN-β1-a in COVID-19 treatment.	33412395	International immunopharmacology	1878-1705	10.1016/j.intimp.2020.107329	A terapia combinada de IFNβ1 com lopinavir-ritonavir aumenta a oxigenação, a sobrevida e a alta de pacientes internados infectados com COVID-19. 	O interferon beta-1a (IFN-β1-a), um mediador imunomodulador com efeitos antivirais, mostrou atividades in vivo e in vitro, especialmente em coronavírus, incluindo SARS-CoV-2. A COVID-19 é definida como a doença causada pela infecção pelo SARS-CoV-2. O vírus foi ilustrado inibe a produção de IFN-β1-a a partir de células inflamatórias. Realizamos um estudo retrospectivo de todos os pacientes adultos hospitalizados confirmados com COVID-19 que receberam a combinação de três doses de 12 milhões de unidades internacionais de IFN-β1-a e Lopinavir 400 mg e Ritonavir 100 mg a cada 12 h (grupo caso) por 14 dias além atendimento padrão e pacientes com COVID-19 pareados por idade e sexo que receberam lopinavir/ritonavir (grupo controle) no Hospital Masih Daneshvari como hospital designado para COVID-19 entre 19 de fevereiro e 30 de abril de 2020. A análise multivariada foi feita para determinar o impacto do IFN-β1-a no desfecho e na mortalidade por todas as causas. 152 casos no grupo IFN-β1-a e 304 casos como grupo controle foram incluídos. O grupo IFN-β1-a permaneceu mais tempo no hospital e necessitou de ventilação não invasiva mais do que o grupo controle (13 vs. 6 dias, p = 0,001) e (34% vs. 24%, p = 0,04), respectivamente. Durante o tratamento, 57 (12,5%) pacientes morreram. A taxa de mortalidade nos grupos caso e controle foi de 11% e 13%, respectivamente. Na análise multivariada, não receber IFN-β1-a (HR 5,12, IC 95%: 2,77-9,45), comorbidade (HR 2,28, IC 95%: 1,13-4,60) e ventilação não invasiva (HR 2,77, IC 95%: 1,56- 4,93) permaneceu significativamente associado à mortalidade por todas as causas. Neste estudo, o risco de morte diminuiu com o uso de IFN-β1-a em pacientes com COVID-19. Mais estudos clínicos serão necessários para medir a eficácia do IFN-β1-a no tratamento com COVID-19.
