Título	link	data	tipo	doi	issn	ISSN	Periódico	Qualis	FI (JCR)	H-index	media_citacao_3_anos	Resumo_antigo	Categorias	categories	Resumo	PUBMEDID	Periódico	ISSN	DOI	Tradução do título	Tradução do resumo
Remdesivir Use in Patients Requiring Mechanical Ventilation due to COVID-19.	https://doi.org/10.1093/ofid/ofaa481	13/10/2020	Artigo completo publicado em periódico científico	10.1093/ofid/ofaa481	2328-8957	23288957	OPEN FORUM INFECTIOUS DISEASES	A3	1.317	45	3.66	 Abstract                                   Background                   Remdesivir has been associated with accelerated recovery of severe coronavirus disease 2019 (COVID-19). However, whether it is also beneficial in patients requiring mechanical ventilation is uncertain.                                                  Methods                   All consecutive intensive care unit (ICU) patients requiring mechanical ventilation due to COVID-19 were enrolled. Univariate and multivariable Cox models were used to explore the possible association between in-hospital death or hospital discharge, considered competing-risk events, and baseline or treatment-related factors, including the use of remdesivir. The rate of extubation and the number of ventilator-free days were also calculated and compared between treatment groups.                                                  Results                   One hundred thirteen patients requiring mechanical ventilation were observed for a median of 31 days of follow-up; 32% died, 69% were extubated, and 66% were discharged alive from the hospital. Among 33 treated with remdesivir (RDV), lower mortality (15.2% vs 38.8%) and higher rates of extubation (88% vs 60%), ventilator-free days (median [interquartile range], 11 [0–16] vs 5 [0–14.5]), and hospital discharge (85% vs 59%) were observed. Using multivariable analysis, RDV was significantly associated with hospital discharge (hazard ratio [HR], 2.25; 95% CI, 1.27–3.97; P = .005) and with a nonsignificantly lower mortality (HR, 0.73; 95% CI, 0.26–2.1; P = .560). RDV was also independently associated with extubation (HR, 2.10; 95% CI, 1.19–3.73; P = .011), which was considered a competing risk to death in the ICU in an additional survival model.                                                  Conclusions                   In our cohort of mechanically ventilated patients, RDV was not associated with a significant reduction of mortality, but it was consistently associated with shorter duration of mechanical ventilation and higher probability of hospital discharge, independent of other risk factors.               	['Remdesivir']	['Remdesivir']	-	-	-	-	-	Uso de remdesivir em pacientes que necessitam de ventilação mecânica devido ao COVID-19. 	-
Mortality and other adverse outcomes in patients with type 2 diabetes mellitus admitted for COVID-19 in association with glucose-lowering drugs: a nationwide cohort study.	https://doi.org/10.1186/s12916-020-01832-2	16/11/2020	Artigo completo publicado em periódico científico	10.1186/s12916-020-01832-2	1741-7015	17417015	BMC MEDICINE	A1	3.405	155	10.07	 Abstract  Background Limited evidence exists on the role of glucose-lowering drugs in patients with COVID-19. Our main objective was to examine the association between in-hospital death and each routine at-home glucose-lowering drug both individually and in combination with metformin in patients with type 2 diabetes mellitus admitted for COVID-19. We also evaluated their association with the composite outcome of the need for ICU admission, invasive and non-invasive mechanical ventilation, or in-hospital death as well as on the development of in-hospital complications and a long-time hospital stay.  Methods We selected all patients with type 2 diabetes mellitus in the Spanish Society of Internal Medicine’s registry of COVID-19 patients (SEMI-COVID-19 Registry). It is an ongoing, observational, multicenter, nationwide cohort of patients admitted for COVID-19 in Spain from March 1, 2020. Each glucose-lowering drug user was matched with a user of other glucose-lowering drugs in a 1:1 manner by propensity scores. In order to assess the adequacy of propensity score matching, we used the standardized mean difference found in patient characteristics after matching. There was considered to be a significant imbalance in the group if a standardized mean difference &gt; 10% was found. To evaluate the association between treatment and study outcomes, both conditional logit and mixed effect logistic regressions were used when the sample size was ≥ 100.  Results A total of 2666 patients were found in the SEMI-COVID-19 Registry, 1297 on glucose-lowering drugs in monotherapy and 465 in combination with metformin. After propensity matching, 249 patients on metformin, 105 on dipeptidyl peptidase-4 inhibitors, 129 on insulin, 127 on metformin/dipeptidyl peptidase-4 inhibitors, 34 on metformin/sodium-glucose cotransporter 2 inhibitor, and 67 on metformin/insulin were selected. No at-home glucose-lowering drugs showed a significant association with in-hospital death; the composite outcome of the need of intensive care unit admission, mechanical ventilation, or in-hospital death; in-hospital complications; or long-time hospital stays.  Conclusions In patients with type 2 diabetes mellitus admitted for COVID-19, at-home glucose-lowering drugs showed no significant association with mortality and adverse outcomes. Given the close relationship between diabetes and COVID-19 and the limited evidence on the role of glucose-lowering drugs, prospective studies are needed.	['Metformina']	['Metformin']	In patients with type 2 diabetes mellitus admitted for COVID-19, at-home glucose-lowering drugs showed no significant association with mortality and adverse outcomes. Given the close relationship between diabetes and COVID-19 and the limited evidence on the role of glucose-lowering drugs, prospective studies are needed.	33190637	BMC medicine	1741-7015	10.1186/s12916-020-01832-2	Mortalidade e outros resultados adversos em pacientes com diabetes mellitus tipo 2 admitidos por COVID-19 em associação com medicamentos hipoglicemiantes: um estudo de coorte nacional. 	Em pacientes com diabetes mellitus tipo 2 admitidos por COVID-19, os medicamentos para baixar a glicose em casa não mostraram associação significativa com mortalidade e resultados adversos. Dada a estreita relação entre diabetes e COVID-19 e as evidências limitadas sobre o papel dos medicamentos para baixar a glicose, são necessários estudos prospectivos.
Effectiveness and safety of intravenous tocilizumab to treat COVID-19-associated hyperinflammatory syndrome: Covizumab-6 observational cohort.	https://doi.org/10.1016/j.clim.2020.108631	12/11/2020	Artigo completo publicado em periódico científico	10.1016/j.clim.2020.108631	1521-6616	15216616	CLINICAL IMMUNOLOGY (ORLANDO, FLA. PRINT)	A3	1.609	130	6.8	-	['Tocilizumabe']	['Tocilizumab']	Although the starting event in COVID-19 is a viral infection some patients present with an over-exuberant inflammatory response, leading to acute lung injury (ALI) and adult respiratory distress syndrome (ARDS). Since IL-6 plays a critical role in the inflammatory response, we assessed the efficacy and safety of tocilizumab (TCZ) in this single-centre, observational study in all Covid-19 in-patient with a proven SARS-CoV-2 rapidly progressing infection to prevent ALI and ARDS. 104 patients with COVID-19 treated with TCZ had a lower mortality rate (5·8%) compared with the regional mortality rate (11%), hospitalized patient's mortality (10%), and slightly lower than hospitalized patients treated with our standard of care alone (6%). We found that TCZ rapidly decreased acute phase reactants, ferritin and liver release of proteins. D-Dimer decreased slowly. We did not observe specific safety concerns. Early administration of IL6-R antagonists in COVID-19 patients with impending hyperinflammatory response, may be safe and effective treatment to prevent, ICU admission and further complications.	33189888	Clinical immunology (Orlando, Fla.)	1521-7035	10.1016/j.clim.2020.108631	Eficácia e segurança do tocilizumab intravenoso no tratamento da síndrome hiperinflamatória associada ao COVID-19: coorte observacional do Covizumab-6. 	Embora o evento inicial no COVID-19 seja uma infecção viral, alguns pacientes apresentam uma resposta inflamatória excessivamente exuberante, levando à lesão pulmonar aguda (LPA) e à síndrome do desconforto respiratório do adulto (SDRA). Como a IL-6 desempenha um papel crítico na resposta inflamatória, avaliamos a eficácia e a segurança do tocilizumabe (TCZ) neste estudo observacional de centro único em todos os pacientes internados com Covid-19 com SARS-CoV-2 comprovado em rápida progressão infecção para prevenir ALI e SDRA. 104 pacientes com COVID-19 tratados com TCZ tiveram uma taxa de mortalidade menor (5,8%) em comparação com a taxa de mortalidade regional (11%), mortalidade de pacientes hospitalizados (10%) e um pouco menor do que pacientes hospitalizados tratados com nosso padrão de cuidar sozinho (6%). Descobrimos que o TCZ diminuiu rapidamente os reagentes de fase aguda, a ferritina e a liberação hepática de proteínas. D-dímero diminuiu lentamente. Não observamos preocupações específicas de segurança. A administração precoce de antagonistas de IL6-R em pacientes com COVID-19 com resposta hiperinflamatória iminente pode ser um tratamento seguro e eficaz para prevenir, admissão na UTI e outras complicações.
Letter: severe COVID‐19 infection and biologic therapies—a cohort study of 7808 patients in France.	https://onlinelibrary.wiley.com/doi/10.1111/apt.16040	09/09/2020	Artigo completo publicado em periódico científico	10.1111/apt.16040	-	-	-	-	-	-	-	-	['Adalimumabe', 'Etanercepte', 'Infliximabe', 'Ustekinumabe', 'Vedolizumab']	['Adalimumab', 'Etanercept', 'Infliximab', 'Ustekinumab', 'Vedolizumab']	Recently the coronavirus disease (COVID-19) outbreak has been declared a pandemic. Despite its aggressive extension and significant morbidity and mortality, risk factors are poorly characterized outside China. We designed a registry, HOPE COVID-19 (NCT04334291), assessing data of 1021 patients discharged (dead or alive) after COVID-19, from 23 hospitals in 4 countries, between 8 February and 1 April. The primary end-point was all-cause mortality aiming to produce a mortality risk score calculator. The median age was 68 years (IQR 52-79), and 59.5% were male. Most frequent comorbidities were hypertension (46.8%) and dyslipidemia (35.8%). A relevant heart or lung disease were depicted in 20%. And renal, neurological, or oncological disease, respectively, were detected in nearly 10%. Most common symptoms were fever, cough, and dyspnea at admission. 311 patients died and 710 were discharged alive. In the death-multivariate analysis, raised as most relevant: age, hypertension, obesity, renal insufficiency, any immunosuppressive disease, 02 saturation < 92% and an elevated C reactive protein (AUC = 0.87; Hosmer-Lemeshow test, p > 0.999; bootstrap-optimist: 0.0018). We provide a simple clinical score to estimate probability of death, dividing patients in four grades (I-IV) of increasing probability. Hydroxychloroquine (79.2%) and antivirals (67.6%) were the specific drugs most commonly used. After a propensity score adjustment, the results suggested a slight improvement in mortality rates (adjusted-OR	33016549	Alimentary pharmacology & therapeutics	1365-2036	10.1111/apt.16055	Carta: infecção grave por COVID-19 e terapias biológicas - um estudo de coorte de 7.808 pacientes na França. 	Recentemente, o surto de doença por coronavírus (COVID-19) foi declarado uma pandemia. Apesar de sua extensão agressiva e morbidade e mortalidade significativas, os fatores de risco são pouco caracterizados fora da China. Projetamos um registro, HOPE COVID-19 (NCT04334291), avaliando dados de 1.021 pacientes que receberam alta (vivos ou mortos) após COVID-19, de 23 hospitais em 4 países, entre 8 de fevereiro e 1 de abril. O desfecho primário foi a mortalidade por todas as causas com o objetivo de produzir uma calculadora de pontuação de risco de mortalidade. A idade mediana foi de 68 anos (IQR 52-79), e 59,5% eram do sexo masculino. As comorbidades mais frequentes foram hipertensão (46,8%) e dislipidemia (35,8%). Uma doença cardíaca ou pulmonar relevante foi descrita em 20%. E doença renal, neurológica ou oncológica, respectivamente, foram detectadas em quase 10%. Os sintomas mais comuns foram febre, tosse e dispneia na admissão. 311 pacientes morreram e 710 receberam alta vivos. Na análise multivariada de óbito, levantaram como mais relevantes: idade, hipertensão, obesidade, insuficiência renal, qualquer doença imunossupressora, saturação 02 < 92% e proteína C reativa elevada (AUC = 0,87; teste de Hosmer-Lemeshow, p > 0,999; bootstrap-otimista: 0,0018). Fornecemos um escore clínico simples para estimar a probabilidade de morte, dividindo os pacientes em quatro graus (I-IV) de probabilidade crescente. Hidroxicloroquina (79,2%) e antivirais (67,6%) foram os medicamentos específicos mais utilizados. Após um ajuste do escore de propensão, os resultados sugeriram uma ligeira melhora nas taxas de mortalidade (OR ajustado
Clinical characteristics in 545 patients with severe asthma on biological treatment during the COVID-19 outbreak.	https://covid19.elsevierpure.com/en/publications/clinical-characteristics-in-545-patients-with-severe-asthma-on-bi	01/01/2021	Artigo completo publicado em periódico científico	https://covid19.elsevierpure.com/en/publications/clinical-characteristics-in-545-patients-with-severe-asthma-on-bi	-	-	-	-	-	-	-	-	['Benralizumabe', 'Dupilumabe', 'Mepolizumabe', 'Omalizumabe', 'Reslizumabe']	['Benralizumab', 'Dupilumab', 'Mepolizumab', 'Omalizumab', 'Reslizumab']	In high-risk COVID-19 patients with severe pneumonia, granulocyte-macrophage colony-stimulating factor neutralization with lenzilumab was safe and associated with faster improvement in clinical outcomes, including oxygenation, and greater reductions in inflammatory markers compared with a matched control cohort of patients hospitalized with severe COVID-19 pneumonia. A randomized, placebo-controlled clinical trial to validate these findings is ongoing (NCT04351152).	33045398	The journal of allergy and clinical immunology. In practice	2213-2201	10.1016/j.jaip.2020.09.050	Características clínicas em 545 pacientes com asma grave em tratamento biológico durante o surto de COVID-19. 	Em pacientes de alto risco com COVID-19 com pneumonia grave, a neutralização do fator estimulador de colônias de granulócitos-macrófagos com lenzilumab foi segura e associada a melhora mais rápida nos resultados clínicos, incluindo oxigenação e maiores reduções nos marcadores inflamatórios em comparação com uma coorte de pacientes de controle pareado hospitalizado com pneumonia grave por COVID-19. Um ensaio clínico randomizado controlado por placebo para validar esses achados está em andamento (NCT04351152).
Corticosteroid therapy for coronavirus disease 2019‑related acute respiratory distress syndrome: a cohort study with propensity score analysis.	https://doi.org/10.1186/s13054-020-03340-4	10/11/2020	Artigo completo publicado em periódico científico	10.1186/s13054-020-03340-4	1364-8535	13648535	CRITICAL CARE (LONDON. PRINT)	A1	3.218	185	8.76	 Abstract  Background The impact of corticosteroid therapy on outcomes of patients with coronavirus disease 2019 (COVID-19) is highly controversial. We aimed to compare the risk of death between COVID-19-related ARDS patients with corticosteroid treatment and those without.  Methods In this single-center retrospective observational study, patients with ARDS caused by COVID-19 between January 20, 2020, and February 24, 2020, were enrolled. The primary outcome was 60-day in-hospital death. The exposure was prescribed systemic corticosteroids or not. Time-dependent Cox regression models were used to calculate hazard ratios (HRs) and 95% confidence intervals (CIs) for 60-day in-hospital mortality.  Results A total of 382 patients [60.7 ± 14.1 years old (mean ± SD), 61.3% males] were analyzed. The median of sequential organ failure assessment (SOFA) score was 2.0 (IQR 2.0–3.0). Of these cases, 94 (24.6%) patients had invasive mechanical ventilation. The number of patients received systemic corticosteroids was 226 (59.2%), and 156 (40.8%) received standard treatment. The maximum dose of corticosteroids was 80.0 (IQR 40.0–80.0) mg equivalent methylprednisolone per day, and duration of corticosteroid treatment was 7.0 (4.0–12.0) days in total. In Cox regression analysis using corticosteroid treatment as a time-varying variable, corticosteroid treatment was associated with a significant reduction in risk of in-hospital death within 60 days after adjusting for age, sex, SOFA score at hospital admission, propensity score of corticosteroid treatment, comorbidities, antiviral treatment, and respiratory supports (HR 0.42; 95% CI 0.21, 0.85;  p = 0.0160). Corticosteroids were not associated with delayed viral RNA clearance in our cohort.  Conclusion In this clinical practice setting, low-dose corticosteroid treatment was associated with reduced risk of in-hospital death within 60 days in COVID-19 patients who developed ARDS.	['Dexametasona', 'Prednisolona', 'Prednisona']	['Dexamethasone', 'Prednisolone', 'Prednisone']	In this clinical practice setting, low-dose corticosteroid treatment was associated with reduced risk of in-hospital death within 60 days in COVID-19 patients who developed ARDS.	33172477	Critical care (London, England)	1466-609X	10.1186/s13054-020-03340-4	Terapia com corticosteroides para síndrome do desconforto respiratório agudo relacionado à doença de coronavírus 2019: um estudo de coorte com análise de escore de propensão. 	Neste cenário de prática clínica, o tratamento com baixas doses de corticosteroides foi associado à redução do risco de morte hospitalar em 60 dias em pacientes com COVID-19 que desenvolveram SDRA.
Significantly decreased mortality in a large cohort of COVID-19 patients transfused early with convalescent plasma containing high titer anti-SARS-CoV-2 spike protein IgG.	https://www.sciencedirect.com/science/article/pii/S0002944020304892	04/11/2020	Artigo completo publicado em periódico científico	https://www.sciencedirect.com/science/article/pii/S0002944020304892	-	-	-	-	-	-	-	-	['Plasma convalescente']	['Convalescent Plasma']	-	-	-	-	-	Diminuição significativa da mortalidade em uma grande coorte de pacientes com COVID-19 transfundidos precocemente com plasma convalescente contendo IgG de proteína de pico anti-SARS-CoV-2 de alto título. 	-
Asociación entre el tratamiento esteroideo a dosis alta, la función respiratoria y el tiempo hasta el alta en pacientes con COVID-19: Estudio de cohortes.	https://www.x-mol.com/paper/1309585002089123840	25/09/2020	Artigo completo publicado em periódico científico	https://www.x-mol.com/paper/1309585002089123840	-	-	-	-	-	-	-	-	['Corticosteroides']	['Corticosteroids']	-	-	-	-	-	Associação entre o tratamento de esteróides em dose alta, a função respiratória e o tempo de duração da alta em pacientes com COVID-19: Estúdio de coortes. 	-
Outcome of patients hospitalized for COVID-19 and exposure to angiotensin-converting enzyme inhibitors and angiotensin-receptor blockers in France: results of the ACE-CoV study.	https://onlinelibrary.wiley.com/doi/10.1111/fcp.12613	28/10/2020	Artigo completo publicado em periódico científico	10.1111/fcp.12613	0767-3981	7673981	FUNDAMENTAL & CLINICAL PHARMACOLOGY	A4	0.534	77	2.61	-	['Antagonistas do Receptor da Angiotensina II', 'Inibidores da Enzima Conversora da Angiotensina 2 (IECA 2)']	['Angiotensin II Receptor Antagonists', 'Angiotensin Converting Enzyme 2 (ACEI 2) Inhibitors']	Data are lacking on the impact of ACEI/ARB exposure on unfavorable outcome in the population of patients hospitalized for COVID-19 with hypertension/cardiovascular disease, particularly in Europe. The ACE-CoV study was designed to assess this question. The study was conducted in the Covid-Clinic-Toul cohort, which contains data about all patients hospitalized at Toulouse University hospital, France with a SARS-CoV-2 infection since March, 2020. We selected the patients with a history of cardiovascular disease (heart failure or coronary disease) and/or arterial hypertension. We conducted a subgroup analysis in patients with arterial hypertension. ACEI/ARB exposures at admission were assessed. The outcome was composite: admission to intensive care unit, need of mechanical ventilation or death during the 14 days after admission to hospital. We used logistic regression models with propensity scores (PS) weighted by overlap weighting (OW) and inverse probability of treatment weighting (IPTW). Between March 2020 and April 20, 2020, the Covid-Clinic-Toul included 263 patients. Among them, 111 were included in the ACE-CoV study population. In OW-PS-adjusted analyses, the association of exposure to ACEIs or ARBs with outcome occurrence was OR: 1.56 (95% CI: 0.73-3.33). It was 0.99 (95% CI: 0.68-1.45) for ACEIs and 1.64 (95% CI: 0.77-3.50) for ARBs. Analyses with weighting by the IPTW-PS method gave similar results. Results were similar when considering the subgroup of patients with arterial hypertension. The ACE-CoV study found no association between exposure to ACEIs or ARBs and unfavorable outcome in hospitalized patients for COVID-19 with a history of cardiovascular disease/arterial hypertension.	33111329	Fundamental & clinical pharmacology	1472-8206	10.1111/fcp.12613	Resultado de pacientes hospitalizados por COVID-19 e exposição a inibidores da enzima conversora de angiotensina e bloqueadores dos receptores de angiotensina na França: resultados do estudo ACE-CoV. 	Faltam dados sobre o impacto da exposição a IECA/BRA no desfecho desfavorável na população de pacientes hospitalizados por COVID-19 com hipertensão/doença cardiovascular, particularmente na Europa. O estudo ACE-CoV foi projetado para avaliar essa questão. O estudo foi realizado na coorte Covid-Clinic-Toul, que contém dados sobre todos os pacientes internados no hospital da Universidade de Toulouse, França, com infecção por SARS-CoV-2 desde março de 2020. Selecionamos os pacientes com histórico de doença cardiovascular ( insuficiência cardíaca ou doença coronária) e/ou hipertensão arterial. Realizamos uma análise de subgrupo em pacientes com hipertensão arterial. As exposições de IECA/BRA na admissão foram avaliadas. O desfecho foi composto: admissão em unidade de terapia intensiva, necessidade de ventilação mecânica ou óbito durante os 14 dias após a admissão no hospital. Usamos modelos de regressão logística com escores de propensão (PS) ponderados por ponderação de sobreposição (OW) e probabilidade inversa de ponderação de tratamento (IPTW). Entre março de 2020 e 20 de abril de 2020, a Covid-Clinic-Toul incluiu 263 pacientes. Entre eles, 111 foram incluídos na população do estudo ACE-CoV. Nas análises ajustadas por OW-PS, a associação da exposição a IECAs ou BRAs com a ocorrência do desfecho foi OR: 1,56 (IC 95%: 0,73-3,33). Foi 0,99 (IC 95%: 0,68-1,45) para IECA e 1,64 (IC 95%: 0,77-3,50) para BRA. As análises com ponderação pelo método IPTW-PS apresentaram resultados semelhantes. Os resultados foram semelhantes ao considerar o subgrupo de pacientes com hipertensão arterial. O estudo ACE-CoV não encontrou associação entre exposição a IECAs ou BRAs e desfecho desfavorável em pacientes hospitalizados por COVID-19 com histórico de doença cardiovascular/hipertensão arterial.
Ibuprofen and NSAID Use in COVID-19 Infected Patients Is Not Associated with Worse Outcomes:  Prospective Cohort Study.	https://link.springer.com/article/10.1007/s40121-020-00363-w	02/11/2020	Artigo completo publicado em periódico científico	https://link.springer.com/article/10.1007/s40121-020-00363-w	2193-8229	21938229	INFECTIOUS DISEASES AND THERAPY	A4	1.141	33	4.82	-	['Anti-inflamatórios não esteroidais', 'Anti-inflamatórios não esteroidais', 'Ibuprofeno', 'Ibuprofeno']	['Non-steroidal anti-inflammatory drugs', 'Non-steroidal anti-inflammatory drugs', 'Ibuprofen', 'Ibuprofen']	-	-	-	-	-	O uso de ibuprofeno e AINE em pacientes infectados com COVID-19 não está associado a piores resultados: estudo de coorte prospectivo. 	-
Tocilizumab use in patients with moderate to severe COVID-19: A retrospective cohort study	https://onlinelibrary.wiley.com/doi/10.1111/jcpt.13303	24/10/2020	Artigo completo publicado em periódico científico	10.1111/jcpt.13303	0269-4727	2694727	JOURNAL OF CLINICAL PHARMACY AND THERAPEUTICS (PRINT)	B1	0.517	76	2.22	-	['Tocilizumabe']	['Tocilizumab']	-	-	-	-	-	Uso de tocilizumabe em pacientes com COVID-19 moderado a grave: um estudo de coorte retrospectivo 	-
Inhaled Corticosteroids and COVID-19 Risk and Mortality: A Nationwide Cohort Study	https://www.mdpi.com/2077-0383/9/11/3406	23/10/2020	Artigo completo publicado em periódico científico	https://www.mdpi.com/2077-0383/9/11/3406	-	-	-	-	-	-	-	-	['Corticosteroides']	['Corticosteroids']	Inhaled corticosteroids (ICS) could increase both the risk of coronavirus disease 2019 (COVID-19) and experiencing poor outcomes. To compare the clinical outcomes between ICS users and nonusers, COVID-19-related claims in the Korean Health Insurance Review and Assessment database were evaluated. To evaluate susceptibility to COVID-19 among patients with COPD or asthma, a nested case-control study was performed using the same database. In total, 7341 patients were confirmed to have COVID-19, including 114 ICS users and 7227 nonusers. Among 5910 patients who were hospitalized, death was observed for 9% of ICS users and 4% of nonusers. However, this association was not significant when adjusted for age, sex, region, comorbidities, and hospital type (aOR, 0.94; 95% CI, 0.43-2.07). The case-control analysis of COPD compared 640 cases with COVID-19 to 2560 matched controls without COVID-19, and the analysis of asthma compared 90 cases with COVID-19 to 360 matched controls without COVID-19. Use of ICS was not significantly associated with COVID-19 among patients with COPD (aOR, 1.02; 95% CI, 0.46-2.25) or asthma (aOR, 0.38; 95% CI, 0.13-1.17). Prior ICS use was not significantly associated with COVID-19 in patients with COPD or asthma, nor with clinical outcomes among patients with COVID-19.	33114246	Journal of clinical medicine	2077-0383	10.3390/jcm9113406	Corticosteroides inalados e risco e mortalidade por COVID-19: um estudo de coorte nacional 	Os corticosteroides inalados (ICS) podem aumentar o risco de doença por coronavírus 2019 (COVID-19) e apresentar resultados ruins. Para comparar os resultados clínicos entre usuários e não usuários de ICS, foram avaliadas as reivindicações relacionadas ao COVID-19 no banco de dados Korean Health Insurance Review and Assessment. Para avaliar a suscetibilidade à COVID-19 entre pacientes com DPOC ou asma, foi realizado um estudo de caso-controle aninhado usando o mesmo banco de dados. No total, 7.341 pacientes foram confirmados como portadores de COVID-19, incluindo 114 usuários de ICS e 7.227 não usuários. Entre 5.910 pacientes que foram internados, o óbito foi observado para 9% dos usuários de ICS e 4% dos não usuários. No entanto, essa associação não foi significativa quando ajustada para idade, sexo, região, comorbidades e tipo de hospital (aOR, 0,94; IC 95%, 0,43-2,07). A análise caso-controle da DPOC comparou 640 casos com COVID-19 a 2.560 controles pareados sem COVID-19, e a análise de asma comparou 90 casos com COVID-19 a 360 controles pareados sem COVID-19. O uso de CI não foi significativamente associado à COVID-19 entre pacientes com DPOC (aOR, 1,02; 95% CI, 0,46-2,25) ou asma (aOR, 0,38; 95% CI, 0,13-1,17). O uso prévio de ICS não foi significativamente associado com COVID-19 em pacientes com DPOC ou asma, nem com desfechos clínicos entre pacientes com COVID-19.
Influenza Vaccination and Risk of SARS-CoV-2 Infection in a Cohort of HealthWorkers	https://www.mdpi.com/2076-393X/8/4/611	15/10/2020	Artigo completo publicado em periódico científico	https://www.mdpi.com/2076-393X/8/4/611	-	-	-	-	-	-	-	-	['Vacina influenza']	['Influenza vaccine']	-	-	-	-	-	Vacinação contra a gripe e risco de infecção por SARS-CoV-2 em uma coorte de trabalhadores da saúde 	-
VITAMIN D TREATMENT IS ASSOCIATED WITH REDUCED RISK OF MORTALITY IN PATIENTS WITH COVID-19: A CROSS-SECTIONAL MULTI-CENTRE OBSERVATIONAL STUDY	https://ssrn.com/abstract=3690902	20/10/2020	Artigo completo publicado em periódico científico	https://ssrn.com/abstract=3690902	-	-	-	-	-	-	-	-	['Vitamina D (25-hidroxivitamina D)']	['Vitamin D (25-hydroxyvitamin D)']	The worldwide pandemic of 2019 novel coronavirus disease (COVID-19) has posed the most substantial and severe public health issue for several generations, and therapeutic options have not yet been optimised. Vitamin D (in its "parent" form, cholecalciferol) has been proposed in the pharmacological management of COVID-19 by various sources. We aimed to determine whether COVID-19 mortality was affected by serum 25-hydroxyvitamin D (25(OH)D) levels, vitamin D status, or cholecalciferol therapy, and to elucidate any other predictors of COVID-19 mortality. Patients hospitalised with COVID-19 were opportunistically recruited from three UK hospitals, and their data were collected retrospectively. Logistic regression was used to determine any relationships between COVID-19 mortality and potential predictors, including 25(OH)D levels and cholecalciferol booster therapy. A total of 986 participants with COVID-19 were studied, of whom 151 (16.0%) received cholecalciferol booster therapy. In the primary cohort of 444 patients, cholecalciferol booster therapy was associated with a reduced risk of COVID-19 mortality, following adjustment for potential confounders (OR	33322317	Nutrients	2072-6643	10.3390/nu12123799	OBSERVACIONAL MULTI-CENTRO TRANSVERSAL 	várias gerações, e as opções terapêuticas ainda não foram otimizadas. A vitamina D (em sua forma "pai", colecalciferol) foi proposta no manejo farmacológico do COVID-19 por várias fontes. Nosso objetivo foi determinar se a mortalidade por COVID-19 foi afetada pelos níveis séricos de 25-hidroxivitamina D (25(OH)D), status de vitamina D ou terapia com colecalciferol e elucidar quaisquer outros preditores de mortalidade por COVID-19. Pacientes hospitalizados com COVID-19 foram recrutados de forma oportunista em três hospitais do Reino Unido e seus dados foram coletados retrospectivamente. A regressão logística foi usada para determinar quaisquer relações entre a mortalidade por COVID-19 e potenciais preditores, incluindo níveis de 25(OH)D e terapia de reforço com colecalciferol. Um total de 986 participantes com COVID-19 foram estudados, dos quais 151 (16,0%) receberam terapia de reforço com colecalciferol. Na coorte primária de 444 pacientes, a terapia de reforço com colecalciferol foi associada a um risco reduzido de mortalidade por COVID-19, após ajuste para possíveis fatores de confusão (OR
