Título	link	data	tipo	doi	issn	ISSN	Periódico	Qualis	FI (JCR)	H-index	media_citacao_3_anos	Resumo_antigo	Categorias	categories	Resumo	PUBMEDID	Periódico	ISSN	DOI	Tradução do título	Tradução do resumo
Successful recovery from COVID-19 pneumonia after receiving baricitinib, tocilizumab, and remdesivir. A case report: Review of treatments and clinical role of computed tomography analysis	https://doi.org/10.1016/j.rmcr.2020.101115	27/06/2020	Artigo completo publicado em periódico científico	10.1016/j.rmcr.2020.101115	2213-0071	22130071	RESPIRATORY MEDICINE CASE REPORTS	B2	0.354	19	1.23	-	['Remdesivir', 'Tocilizumabe']	['Remdesivir', 'Tocilizumab']	The novel coronavirus disease 2019 (COVID-19) caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) has caused a pandemic, threatening global public health. In the current paper, we describe our successful treatment of one COVID-19 pneumonia patient case with high mortality risk factors. Our experience underlines the importance of the use of a multidisciplinary therapeutic approach in order to achieve a favorable clinical outcome. Further, enhancing the capability of the COVID-19 diagnosis with the use of the chest imaging modalities is discussed.	32670785	Respiratory medicine case reports	2213-0071	10.1016/j.rmcr.2020.101115	Recuperação bem-sucedida da pneumonia por COVID-19 após receber baricitinibe, tocilizumabe e remdesivir. Um relato de caso: Revisão de tratamentos e papel clínico da análise de tomografia computadorizada 	A doença do novo coronavírus 2019 (COVID-19) causada pelo coronavírus 2 da síndrome respiratória aguda grave (SARS-CoV-2) causou uma pandemia, ameaçando a saúde pública global. No artigo atual, descrevemos nosso tratamento bem-sucedido de um caso de paciente com pneumonia por COVID-19 com fatores de risco de alta mortalidade. A nossa experiência sublinha a importância da utilização de uma abordagem terapêutica multidisciplinar para alcançar um resultado clínico favorável. Além disso, é discutido o aprimoramento da capacidade do diagnóstico de COVID-19 com o uso das modalidades de imagem do tórax.
Cardiac Dysfunction and Shock in Pediatric Patients With COVID-19	https://doi.org/10.1016/j.jaccas.2020.05.082	18/06/2020	Artigo completo publicado em periódico científico	10.1016/j.jaccas.2020.05.082	2666-0849	26660849	JACC: Case Reports	-	0.196	5	0.48	-	['Hidroxicloroquina', 'Tocilizumabe']	['Hydroxychloroquine', 'Tocilizumab']	-	-	-	-	-	Disfunção Cardíaca e Choque em Pacientes Pediátricos com COVID-19 	-
COVID-19 in a patient with active tuberculosis: A rare case-report	https://doi.org/10.1016/j.rmcr.2020.101146	04/07/2020	Artigo completo publicado em periódico científico	10.1016/j.rmcr.2020.101146	2213-0071	22130071	RESPIRATORY MEDICINE CASE REPORTS	B2	0.354	19	1.23	-	['Dexametasona', 'Lopinavir', 'Ribavirina', 'Ritonavir']	['Dexamethasone', 'Lopinavir', 'Ribavirin', 'Ritonavir']	-	-	-	-	-	COVID-19 em paciente com tuberculose ativa: relato de caso raro 	-
Multiple Acute Ischemic Strokes in a COVID-19 Patient: a Case Report	http://link.springer.com/10.1007/s42399-020-00388-9	04/07/2020	Artigo completo publicado em periódico científico	http://link.springer.com/10.1007/s42399-020-00388-9	2523-8973	25238973	-	-	-	-	-	-	['Ganciclovir', 'Linezolida', 'Meropenem', 'Oseltamivir', 'Rezolsta']	['Ganciclovir', 'Linezolid', 'Meropenem', 'Oseltamivir', 'Rezolsta']	-	-	-	-	-	Múltiplos AVCs Isquêmicos Agudos em Paciente com COVID-19: Relato de Caso 	-
Covid-19: A systemic disease treated with a wide-ranging approach: A case report	https://pubmed.ncbi.nlm.nih.gov/32650356/	03/07/2020	Artigo completo publicado em periódico científico	PUBMED_ID:32650356/	-	-	-	-	-	-	-	-	['Darunavir', 'Dexametasona', 'Enoxaparina', 'Hidroxicloroquina', 'Ritonavir', 'Tocilizumabe']	['Darunavir', 'Dexamethasone', 'Enoxaparin', 'Hydroxychloroquine', 'Ritonavir', 'Tocilizumab']	At the end of December 2019, the Health Commission of the city of Wuhan, China, alerted the World Health Organization (WHO) to a pneumonia cluster in the city. The cause was identified as being a new virus, later named SARS-CoV-2. We can distinguish three clinical phases of the disease with a distinct pathogenesis, manifestations and prognosis. Here, we describe the case of a 45-year-old male, successfully treated for Coronavirus disease (COVID-19). The patient was feeling sick in early April 2020; he had a fever and pharyngodynia. When he came to our COVID hospital, his breathing was normal. The nasopharyngeal swab specimen turned out positive. High-resolution computed tomography (HRCT) showed mild interstitial pneumonia. The patient was admitted to our department and treated with hydroxychloroquine, ritonavir, darunavir, azithromycin and enoxaparin. On day seven of the disease, the patient's respiratory condition got worse as he was developing acute respiratory distress syndrome (ARDS). He was given tocilizumab and corticosteroids and was immediately treated with non-invasive mechanical ventilation (NIMV). His condition improved, and in the ensuing days, the treatment gradually switched to a high-flow nasal cannula (HFNC); after 18 days, the patient's clinical condition was good.The successful results we have been able to obtain are closely associated with avoidance of invasive ventilation that may lead to intensive care unit (ICU)-related superinfections. In our opinion, it is fundamental to understand that COVID-19 is a systemic disease that is a consequence of an overwhelming inflammatory response, which can cause severe medical conditions, even in young patients.	32650356	Journal of population therapeutics and clinical pharmacology = Journal de la therapeutique des populations et de la pharmacologie clinique	2561-8741	10.15586/jptcp.v27iSP1.691	Covid-19: Uma doença sistêmica tratada com ampla abordagem: Relato de caso 	No final de dezembro de 2019, a Comissão de Saúde da cidade de Wuhan, China, alertou a Organização Mundial da cidade. A causa foi identificada como sendo um novo vírus, mais tarde denominado SARS-CoV-2. Podemos distinguir três fases clínicas da doença com patogênese, manifestações e prognóstico distintos. Aqui, descrevemos o caso de um homem de 45 anos, tratado com sucesso para a doença de Coronavírus (COVID-19). O paciente estava passando mal no início de abril de 2020; ele teve febre e faringodinia. Quando ele veio ao nosso hospital COVID, sua respiração estava normal. A amostra de swab nasofaríngeo revelou-se positiva. A tomografia computadorizada de alta resolução (TCAR) mostrou pneumonia intersticial leve. O paciente foi admitido em nosso serviço e tratado com hidroxicloroquina, ritonavir, darunavir, azitromicina e enoxaparina. No sétimo dia da doença, a condição respiratória do paciente piorou, pois ele estava desenvolvendo síndrome do desconforto respiratório agudo (SDRA). Ele recebeu tocilizumabe e corticosteróides e foi imediatamente tratado com ventilação mecânica não invasiva (VMNI). Sua condição melhorou e, nos dias seguintes, o tratamento mudou gradualmente para uma cânula nasal de alto fluxo (CNAF); após 18 dias, a condição clínica do paciente era boa. Os bons resultados que conseguimos obter estão intimamente associados à prevenção da ventilação invasiva que pode levar a superinfecções relacionadas à unidade de terapia intensiva (UTI). Em nossa opinião, é fundamental entender que o COVID-19 é uma doença sistêmica que é consequência de uma resposta inflamatória avassaladora, que pode causar condições médicas graves, mesmo em pacientes jovens.
Management of the first severe case of COVID-19 in the small islands of Maldives	https://www.sciencedirect.com/science/article/pii/S2213007120302082	07/06/2020	Artigo completo publicado em periódico científico	https://www.sciencedirect.com/science/article/pii/S2213007120302082	-	-	-	-	-	-	-	-	['Lopinavir', 'Oseltamivir', 'Ritonavir']	['Lopinavir', 'Oseltamivir', 'Ritonavir']	The first cases of COVID19 in the Maldives was reported on 7th March 2020 with a total of 13 cases by 27th March from number of resort islands and were confined to the islands in which the cases were detected. This report describes the clinical course and management of the first severe case that required intensive care. Treatment strategy adopted was supportive and patient improved wit timely symptomatic management. This case highlights the importance of epidemiological surveillance and active case finding to detect and diagnose the case at an early stage for appropriate clinical management for positive outcomes in high risk groups.	32550127	Respiratory medicine case reports	2213-0071	10.1016/j.rmcr.2020.101118	Gestão do primeiro caso grave de COVID-19 nas pequenas ilhas das Maldivas 	Os primeiros casos de COVID19 nas Maldivas foram relatados em 7 de março de 2020 com um total de 13 casos até 27 de março do número de ilhas resort e confinados às ilhas em que os casos foram detectados. Este relato descreve o curso clínico e o manejo do primeiro caso grave que necessitou de cuidados intensivos. A estratégia de tratamento adotada foi de suporte e o paciente melhorou com manejo sintomático oportuno. Este caso destaca a importância da vigilância epidemiológica e busca ativa de casos para detectar e diagnosticar o caso em um estágio inicial para o manejo clínico adequado para resultados positivos em grupos de alto risco.
Efficacy and safety of tocilizumab in critically ill adults with COVID-19 infection in Bahrain: A report of 5 cases	https://doi.org/10.1016/j.rmcr.2020.101139	23/06/2020	Artigo completo publicado em periódico científico	10.1016/j.rmcr.2020.101139	2213-0071	22130071	RESPIRATORY MEDICINE CASE REPORTS	B2	0.354	19	1.23	-	['Tocilizumabe']	['Tocilizumab']	Tocilizumab has been recognized as one of the few existing biologic useful for combating COVID-19 infections especially in critically ill patient. We had experience in treating five critically ill patients with severe lung injury who were COVID-19 positive with tocilizumab. In the present case series, we have attempted to summarize their clinical profile, changes in laboratory biomarkers and outcomes.	32632355	Respiratory medicine case reports	2213-0071	10.1016/j.rmcr.2020.101139	Eficácia e segurança do tocilizumab em adultos gravemente doentes com infecção por COVID-19 no Bahrein: um relato de 5 casos O 	tocilizumab foi reconhecido como um dos poucos biológicos existentes úteis para combater infecções por COVID-19, especialmente em pacientes graves. Tínhamos experiência no tratamento de cinco pacientes graves com lesão pulmonar grave que foram positivos para COVID-19 com tocilizumabe. Na presente série de casos, tentamos resumir seu perfil clínico, alterações nos biomarcadores laboratoriais e desfechos.
Coronavirus disease 2019 (COVID-19) pneumonia in a hemodialysis patient: A case report	https://journals.lww.com/md-journal/fulltext/2020/07020/coronavirus_disease_2019__covid_19__pneumonia_in_a.82.aspx	02/07/2020	Artigo completo publicado em periódico científico	https://journals.lww.com/md-journal/fulltext/2020/07020/coronavirus_disease_2019__covid_19__pneumonia_in_a.82.aspx	-	-	-	-	-	-	-	-	['Cateter nasal de oxigênio', 'Cloridrato de ambroxol', 'Ganciclovir', 'Interferon alfa', 'Moxifloxacina', 'Prednisona']	['Oxygen nasal catheter', 'Ambroxol hydrochloride', 'Ganciclovir', 'Interferon alpha', 'Moxifloxacin', 'Prednisone']	-	-	-	-	-	Pneumonia da doença de coronavírus 2019 (COVID-19) em paciente em hemodiálise: relato de caso 	-
Treatment of severe COVID-19 with tocilizumab mitigates cytokine storm and averts mechanical ventilation during acute respiratory distress: a case report and literature review	https://doi.org/10.3390/tropicalmed5030112	03/07/2020	Artigo completo publicado em periódico científico	10.3390/tropicalmed5030112	2414-6366	24146366	TROPICAL MEDICINE AND INFECTIOUS DISEASE	C	0.924	24	3.61	 COVID-19, caused by the novel severe acute respiratory coronavirus 2 (SARS-CoV-2), emerged in Wuhan, China, in 2019 and has resulted in the current pandemic. The disease continues to pose a major therapeutic challenge. Patient mortality is ultimately caused by acute respiratory distress syndrome (ARDS). Cytokine release syndrome (or “cytokine storm”) is likely to be a contributing factor to ARDS in many patients. Because interleukin 6 (IL-6) is known to play a key role in inflammation, IL-6 receptor inhibitors such as tocilizumab may potentially treat COVID-19 by attenuating cytokine release. We present the case of a 48-year-old male with severe COVID-19, on the verge of meeting intubation requirements, who needed progressive oxygen support for respiratory distress. The patient was treated with a non-weight-based dosage of tocilizumab to prevent the onset of a cytokine storm. We chose to administer an IL-6 inhibitor because of the gradually increasing levels of acute phase reactants identified on serial blood draws, as well as his declining respiratory status. The treatment was well-tolerated in conjunction with standard drug therapies for COVID-19 (hydroxychloroquine, azithromycin, and zinc). The patient subsequently experienced marked improvements in his respiratory symptoms and overall clinical status over the following days. We believe that tocilizumab played a substantial role in his ability to avert clinical decline, particularly the need for mechanical ventilation. Ultimately, the patient was downgraded from the ICU and discharged within days. We highlight the potential of IL-6 inhibitors to prevent the progression of respiratory disease to a point requiring ventilator support. This case underscores the potential importance of early serial measurements of IL-6 and cytokine storm-associated acute phase reactants, such as ferritin, D-dimer, and C-reactive protein, in guiding clinical decision-making in the management of patients with suspected COVID-19. Conclusion: The early, proactive identification of serum acute phase reactants should be implemented in the treatment of COVID-19 in order to screen for a primary contributor to mortality—the cytokine storm. This screening, when followed by aggressive early treatment for cytokine storm, may have optimal therapeutic benefits and obviate the need for mechanical ventilation, thereby decreasing mortality. Additionally, we review current evidence regarding cytokine release syndrome in COVID-19 and the use of IL-6 receptor inhibition as a therapeutic strategy, and examine other reported cases in the literature describing IL-6 antagonist treatment for patients with COVID-19.	['Tocilizumabe']	['Tocilizumab']	COVID-19, caused by the novel severe acute respiratory coronavirus 2 (SARS-CoV-2), emerged in Wuhan, China, in 2019 and has resulted in the current pandemic. The disease continues to pose a major therapeutic challenge. Patient mortality is ultimately caused by acute respiratory distress syndrome (ARDS). Cytokine release syndrome (or "cytokine storm") is likely to be a contributing factor to ARDS in many patients. Because interleukin 6 (IL-6) is known to play a key role in inflammation, IL-6 receptor inhibitors such as tocilizumab may potentially treat COVID-19 by attenuating cytokine release. We present the case of a 48-year-old male with severe COVID-19, on the verge of meeting intubation requirements, who needed progressive oxygen support for respiratory distress. The patient was treated with a non-weight-based dosage of tocilizumab to prevent the onset of a cytokine storm. We chose to administer an IL-6 inhibitor because of the gradually increasing levels of acute phase reactants identified on serial blood draws, as well as his declining respiratory status. The treatment was well-tolerated in conjunction with standard drug therapies for COVID-19 (hydroxychloroquine, azithromycin, and zinc). The patient subsequently experienced marked improvements in his respiratory symptoms and overall clinical status over the following days. We believe that tocilizumab played a substantial role in his ability to avert clinical decline, particularly the need for mechanical ventilation. Ultimately, the patient was downgraded from the ICU and discharged within days. We highlight the potential of IL-6 inhibitors to prevent the progression of respiratory disease to a point requiring ventilator support. This case underscores the potential importance of early serial measurements of IL-6 and cytokine storm-associated acute phase reactants, such as ferritin, D-dimer, and C-reactive protein, in guiding clinical decision-making in the management of patients with suspected COVID-19. 	32635353	Tropical medicine and infectious disease	2414-6366	10.3390/tropicalmed5030112	O tratamento de COVID-19 grave com tocilizumab mitiga a tempestade de citocinas e evita a ventilação mecânica durante o desconforto respiratório agudo: relato de caso e revisão da literatura 	COVID-19, causado pelo novo coronavírus respiratório agudo grave 2 (SARS-CoV-2), surgiu em Wuhan , China, em 2019 e resultou na atual pandemia. A doença continua a representar um grande desafio terapêutico. A mortalidade do paciente é, em última análise, causada pela síndrome do desconforto respiratório agudo (SDRA). A síndrome de liberação de citocinas (ou "tempestade de citocinas") provavelmente é um fator que contribui para a SDRA em muitos pacientes. Como a interleucina 6 (IL-6) é conhecida por desempenhar um papel fundamental na inflamação, os inibidores do receptor de IL-6, como o tocilizumabe, podem tratar o COVID-19 atenuando a liberação de citocinas. Apresentamos o caso de um homem de 48 anos com COVID-19 grave, prestes a atender aos requisitos de intubação, que necessitou de suporte progressivo de oxigênio para desconforto respiratório. O paciente foi tratado com uma dosagem não baseada no peso de tocilizumabe para evitar o início de uma tempestade de citocinas. Optamos por administrar um inibidor de IL-6 devido aos níveis gradualmente crescentes de reagentes de fase aguda identificados em coletas seriadas de sangue, bem como seu estado respiratório em declínio. O tratamento foi bem tolerado em conjunto com terapias medicamentosas padrão para COVID-19 (hidroxicloroquina, azitromicina e zinco). O paciente posteriormente experimentou melhorias acentuadas em seus sintomas respiratórios e estado clínico geral nos dias seguintes. Acreditamos que o tocilizumabe tenha desempenhado um papel substancial em sua capacidade de evitar o declínio clínico, particularmente a necessidade de ventilação mecânica. Em última análise, o paciente foi rebaixado da UTI e recebeu alta em poucos dias. Destacamos o potencial dos inibidores de IL-6 para prevenir a progressão da doença respiratória a ponto de exigir suporte ventilatório. Este caso ressalta a importância potencial de medições seriadas precoces de IL-6 e reagentes de fase aguda associados à tempestade de citocinas, como ferritina, dímero D e proteína C reativa, na orientação da tomada de decisão clínica no manejo de pacientes com suspeita COVID-19.
Successful Treatment of Covid-19 Associated Cytokine Release Syndrome with Colchicine. A Case Report and Review of Literature	https://www.tandfonline.com/doi/full/10.1080/08820139.2020.1789655	07/07/2020	Artigo completo publicado em periódico científico	10.1080/08820139.2020.1789655	0882-0139	8820139	IMMUNOLOGICAL INVESTIGATIONS	B2	0.570	50	2.76	-	['Colchicina', 'Colchicina']	['Colchicine', 'Colchicine']	We describe the case of a 42 year old, healthy patient with Covid-19 who despite improvement in his respiratory symptoms developed a mild to moderate cytokine release syndrome (CRS) and an associated monoarticular gout flare. Since the patient refused admission to the hospital and had stable vital signs, we chose to treat him with a safe anti-inflammatory and non-immunosuppressive therapy. To hit two birds with one stone, we considered colchicine, as it has systemic anti-inflammatory effects and is also effective in gout flare. Unexpectedly, 48 hours after treatment, not only did his ongoing fever and toe pain disappear, he also had significant improvements in his general state of health and all his inflammatory markers including fibrinogen, ferritin, D-dimer, and IL-6 levels normalized. To our knowledge, the use of colchicine in Covid-19 and CRS has not been reported. This observation merits the consideration of colchicine as a safe, inexpensive and oral medication for the treatment of mild to moderate CRS in Covid-19 patients. More importantly, in Covid-19 patients with early lung involvement colchicine may be an appropriate candidate to prevent CRS in adjunction with routine antiviral agents. Indeed, multicenter, randomized controlled studies are required to evaluate the benefits of this therapy.	32633162	Immunological investigations	1532-4311	10.1080/08820139.2020.1789655	Tratamento bem-sucedido da síndrome de liberação de citocinas associada ao Covid-19 com colchicina. Relato de caso e revisão da literatura 	Descrevemos o caso de um paciente saudável de 42 anos com Covid-19 que, apesar da melhora em seus sintomas respiratórios, desenvolveu uma síndrome de liberação de citocinas (SRC) leve a moderada e um surto de gota monoarticular associado. Como o paciente recusou admissão no hospital e apresentava sinais vitais estáveis, optamos por tratá-lo com terapia anti-inflamatória e não imunossupressora segura. Para acertar dois coelhos com uma cajadada só, consideramos a colchicina, pois tem efeitos anti-inflamatórios sistêmicos e também é eficaz no surto de gota. Inesperadamente, 48 horas após o tratamento, não apenas a febre e a dor no dedo do pé desapareceram, ele também teve melhorias significativas em seu estado geral de saúde e todos os seus marcadores inflamatórios, incluindo fibrinogênio, ferritina, dímero D e níveis de IL-6 normalizados. Até onde sabemos, o uso de colchicina em Covid-19 e SRC não foi relatado. Essa observação merece a consideração da colchicina como um medicamento oral seguro, barato e para o tratamento de RSC leve a moderada em pacientes com Covid-19. Mais importante ainda, em pacientes com Covid-19 com envolvimento pulmonar precoce, a colchicina pode ser um candidato apropriado para prevenir a RSC em conjunto com agentes antivirais de rotina. De fato, estudos multicêntricos, controlados e randomizados são necessários para avaliar os benefícios dessa terapia.
Is serological response to SARS-CoV-2 preserved in MS patients on ocrelizumab treatment? A case report	https://doi.org/10.1016/j.msard.2020.102323	21/06/2020	Artigo completo publicado em periódico científico	10.1016/j.msard.2020.102323	2211-0348	22110348	MULTIPLE SCLEROSIS AND RELATED DISORDERS	A3	1.006	45	3.6	-	['Ocrelizumabe']	['Ocrelizumab']	The emergency represented by the COVID-19 pandemic represents a new challenge for clinicians who deal with autoimmune diseases because of patients undergoing immunosuppressive therapy. Few cases of Multiple Sclerosis (MS) patients receiving ocrelizumab who contracted COVID-19 with a benign course have recently been published. We present the case of a MS patient with mild COVID-19 who developed SARS-CoV-2 specific IgA without IgG ten weeks after infection. Patients on B-cell depleting drugs have a reduced antibody immune response to viral neoantigens. A relative sparing of mucosal-associated lymphoid tissues (MALT) could be responsible for IgA response in our patient.	32593961	Multiple sclerosis and related disorders	2211-0356	10.1016/j.msard.2020.102323	A resposta sorológica ao SARS-CoV-2 é preservada em pacientes com EM em tratamento com ocrelizumabe? Relato de caso 	A emergência representada pela pandemia de COVID-19 representa um novo desafio para os clínicos que lidam com doenças autoimunes por causa de pacientes submetidos à terapia imunossupressora. Poucos casos de pacientes com esclerose múltipla (EM) recebendo ocrelizumabe que contraíram COVID-19 com curso benigno foram publicados recentemente. Apresentamos o caso de um paciente com EM com COVID-19 leve que desenvolveu IgA específica para SARS-CoV-2 sem IgG dez semanas após a infecção. Pacientes em uso de drogas depletoras de células B têm uma resposta imune de anticorpos reduzida aos neoantígenos virais. Uma relativa preservação de tecidos linfoides associados à mucosa (MALT) pode ser responsável pela resposta de IgA em nosso paciente.
Convalescent Plasma Therapy in Coronavirus Disease 2019: a Case Report and Suggestions to Overcome Obstacles	https://jkms.org/DOIx.php?id=10.3346/jkms.2020.35.e239	06/07/2020	Artigo completo publicado em periódico científico	https://jkms.org/DOIx.php?id=10.3346/jkms.2020.35.e239	-	-	-	-	-	-	-	-	['Plasma convalescente']	['Convalescent Plasma']	Coronavirus disease 2019 (COVID-19) is rapidly spreading around the world, causing much morbidity and mortality everywhere. However, effective treatments or vaccines are still not available. Although convalescent plasma (CP) therapy can be useful in the treatment of COVID-19, it has not been widely used in Korea because of the concerns about adverse effects and the difficulty in matching patients to donors. The use of ABO-incompatible plasma is not contraindicated in treatment, but can be hesitated due to the lack of experience of physicians. Here, we describe a 68-year old man with COVID-19 who was treated ABO-incompatible plasma therapy; additionally, we comment on the acute side effects associated with ABO mismatch transfusion. To overcome the obstacles of donor-recipient connections (schedule and distance), we propose the storage of frozen plasma, modification of the current Blood Management Law, and the establishment of a CP bank. We suggest that experience gained in CP therapy will be useful for not only the treatment of COVID-19, but also for coping with new emerging infectious diseases.	32627442	Journal of Korean medical science	1598-6357	10.3346/jkms.2020.35.e239	Terapia de plasma convalescente na doença de coronavírus 2019: um relato de caso e sugestões para superar obstáculos 	A doença de coronavírus 2019 (COVID-19) está se espalhando rapidamente pelo mundo, causando muita morbidade e mortalidade em todos os lugares. No entanto, tratamentos eficazes ou vacinas ainda não estão disponíveis. Embora a terapia com plasma convalescente (CP) possa ser útil no tratamento da COVID-19, ela não tem sido amplamente utilizada na Coréia devido às preocupações com os efeitos adversos e a dificuldade de combinar pacientes com doadores. O uso de plasma incompatível com ABO não é contraindicado no tratamento, mas pode ser hesitado pela falta de experiência dos médicos. Aqui, descrevemos um homem de 68 anos com COVID-19 que foi tratado com terapia de plasma incompatível com ABO; além disso, comentamos os efeitos colaterais agudos associados à transfusão de incompatibilidade ABO. Para superar os obstáculos das conexões doador-receptor (horário e distância), propomos o armazenamento do plasma congelado, a modificação da atual Lei de Manejo do Sangue e a criação de um banco de CP. Sugerimos que a experiência adquirida na terapia de CP será útil não apenas para o tratamento do COVID-19, mas também para o enfrentamento de novas doenças infecciosas emergentes.
Case reports study of the first five patients COVID-19 treated with remdesivir in France	https://www.sciencedirect.com/science/article/pii/S1201971220305282	30/06/2020	Artigo completo publicado em periódico científico	https://www.sciencedirect.com/science/article/pii/S1201971220305282	-	-	-	-	-	-	-	-	['Remdesivir']	['Remdesivir']	Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) has been identified as the virus responsible for the coronavirus disease 2019 (COVID-19) outbreak worldwide. Data on treatment are scare and parallels have been made between SARS-CoV-2 and other coronaviruses. Remdesivir is a broad-spectrum antiviral with efficient in vitro activity against SARS-CoV-2. Evidence of clinical improvement in patients with severe COVID-19 treated with remdesivir is controversial. The aim of this study was to describe the clinical outcomes and virological monitoring of the first five COVID-19 patients admitted to the intensive care unit of Bichat-Claude Bernard University Hospital, Paris, France, for severe pneumonia related to SARS-CoV-2 and treated with remdesivir. Quantitative reverse transcription PCR was used to monitor SARS-CoV-2 in blood plasma and the lower and upper respiratory tract. Among the five patients treated, two needed mechanical ventilation and one needed high-flow cannula oxygen. A significant decrease in SARS-CoV-2 viral load in the upper respiratory tract was observed in most cases, but two patients died with active SARS-CoV-2 replication in the lower respiratory tract. Plasma samples were positive for SARS-CoV-2 in only one patient. Remdesivir was interrupted before the initialy planned duration in four patients, two because of alanine aminotransferase elevations (3 to 5 normal range) and two because of renal failure requiring renal replacement. This case series of five COVID-19 patients requiring intensive care unit treatment for respiratory distress and treated with remdesivir, highlights the complexity of remdesivir use in such critically ill patients.	32619764	International journal of infectious diseases : IJID : official publication of the International Society for Infectious Diseases	1878-3511	10.1016/j.ijid.2020.06.093	Estudo de relatos de caso dos primeiros cinco pacientes COVID-19 tratados com remdesivir na França 	Síndrome respiratória aguda grave coronavírus 2 (SARS-CoV-2) foi identificado como o vírus responsável pelo surto da doença de coronavírus 2019 (COVID-19) em todo o mundo. Os dados sobre o tratamento são assustadores e foram feitos paralelos entre o SARS-CoV-2 e outros coronavírus. O remdesivir é um antiviral de amplo espectro com atividade in vitro eficiente contra o SARS-CoV-2. A evidência de melhora clínica em pacientes com COVID-19 grave tratados com remdesivir é controversa. O objetivo deste estudo foi descrever os resultados clínicos e o monitoramento virológico dos primeiros cinco pacientes com COVID-19 admitidos na unidade de terapia intensiva do Hospital Universitário Bichat-Claude Bernard, Paris, França, por pneumonia grave relacionada ao SARS-CoV-2 e tratados com remdesivir. A PCR de transcrição reversa quantitativa foi usada para monitorar SARS-CoV-2 no plasma sanguíneo e no trato respiratório inferior e superior. Entre os cinco pacientes atendidos, dois necessitaram de ventilação mecânica e um de oxigênio de alto fluxo por cânula. Uma diminuição significativa na carga viral do SARS-CoV-2 no trato respiratório superior foi observada na maioria dos casos, mas dois pacientes morreram com replicação ativa do SARS-CoV-2 no trato respiratório inferior. As amostras de plasma foram positivas para SARS-CoV-2 em apenas um paciente. O remdesivir foi interrompido antes da duração inicialmente planejada em quatro pacientes, dois por causa de elevações da alanina aminotransferase (3 a 5 intervalo normal) e dois por causa de insuficiência renal com necessidade de substituição renal. Esta série de casos de cinco pacientes com COVID-19 que necessitam de tratamento em unidade de terapia intensiva por desconforto respiratório e tratados com remdesivir destaca a complexidade do uso de remdesivir nesses pacientes graves.
A Recovered Case of COVID-19 Myocarditis and ARDS Treated With Corticosteroids, Tocilizumab, and Experimental AT-001	https://doi.org/10.1016/j.jaccas.2020.04.025	03/05/2020	Artigo completo publicado em periódico científico	10.1016/j.jaccas.2020.04.025	2666-0849	26660849	JACC: Case Reports	-	0.196	5	0.48	-	['Corticosteroides', 'Fármaco inibidor da aldose redutase (AT-001)', 'Tocilizumabe']	['Corticosteroids', 'Aldose reductase inhibitor drug (AT-001)', 'Tocilizumab']	We describes a case of a critically ill patient with myocarditis and severe acute respiratory distress syndrome related to coronavirus disease-2019. This case highlights management strategies, including the use of corticosteroids, an interleukin-6 inhibitor, and an aldose reductase inhibitor, resulting in complete clinical recovery. (	32368755	JACC. Case reports	2666-0849	10.1016/j.jaccas.2020.04.025	por COVID-19 e SDRA tratado com corticosteróides, tocilizumabe e AT-001 experimental 	Este caso destaca as estratégias de manejo, incluindo o uso de corticosteroides, um inibidor da interleucina-6 e um inibidor da aldose redutase, resultando em recuperação clínica completa. (
Imatinib for COVID-19: A case report	https://doi.org/10.1016/j.clim.2020.108518	27/06/2020	Artigo completo publicado em periódico científico	10.1016/j.clim.2020.108518	1521-6616	15216616	CLINICAL IMMUNOLOGY (ORLANDO, FLA. PRINT)	A3	1.609	130	6.8	-	['Imatinibe']	['Imatinib']	-	-	-	-	-	Imatinibe para COVID-19: Relato de caso 	-
