Título	link	data	tipo	doi	issn	ISSN	Periódico	Qualis	FI (JCR)	H-index	media_citacao_3_anos	Resumo_antigo	Categorias	categories	Resumo	PUBMEDID	Periódico	ISSN	DOI	Tradução do título	Tradução do resumo
A randomized clinical trial of the efficacy and safety of interferon β-1a in treatment of severe COVID-19.	https://doi.org/10.1128/AAC.01061-20	20/08/2020	Artigo completo publicado em periódico científico	10.1128/AAC.01061-20	0066-4804	664804	Antimicrobial Agents and Chemotherapy	-	1.546	269	5.16	 To the best of our knowledge, there is no published study on the use of interferon β-1a (IFN β-1a) in the treatment of severe COVID-19. In this randomized clinical trial, the efficacy and safety of IFN β-1a were evaluated in patients with severe COVID-19. Forty-two patients in the interferon group received IFN β-1a in addition to the national protocol medications (hydroxychloroquine plus lopinavir-ritonavir or atazanavir-ritonavir). Each 44-μg/ml (12 million IU/ml) dose of interferon β-1a was subcutaneously injected three times weekly for two consecutive weeks.	['Atazanavir', 'Hidroxicloroquina', 'Interferon', 'Lopinavir', 'Ritonavir']	['Atazanavir', 'Hydroxychloroquine', 'Interferon', 'Lopinavir', 'Ritonavir']	For the French translation of the abstract see Supplementary Materials section.	34534511	The Lancet. Infectious diseases	1474-4457	10.1016/S1473-3099(21)00485-0	Um ensaio clínico randomizado da eficácia e segurança do interferon β-1a no tratamento de COVID-19 grave. 	Para a tradução francesa do resumo veja a seção de Materiais Suplementares.
Randomized, double-blinded and placebo-controlled phase II trial of an inactivated SARS-CoV-2 vaccine in healthy adults.	https://doi.org/10.1093/cid/ciaa1703	09/11/2020	Artigo completo publicado em periódico científico	10.1093/cid/ciaa1703	1058-4838	10584838	CLINICAL INFECTIOUS DISEASES	A1	4.394	353	8.72	 Abstract                                   Background                   We evaluated an inactivated severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) vaccine for immunogenicity and safety in adults aged 18–59 years.                                                  Methods                   In this randomized, double-blinded, controlled trial, healthy adults received a medium dose (MD) or a high dose (HD) of the vaccine at an interval of either 14 days or 28 days. Neutralizing antibody (NAb) and anti-S and anti-N antibodies were detected at different times, and adverse reactions were monitored for 28 days after full immunization.                                                  Results                   A total of 742 adults were enrolled in the immunogenicity and safety analysis. Among subjects in the 0, 14 procedure, the seroconversion rates of NAb in MD and HD groups were 89% and 96% with geometric mean titers (GMTs) of 23 and 30, respectively, at day 14 and 92% and 96% with GMTs of 19 and 21, respectively, at day 28 after immunization. Anti-S antibodies had GMTs of 1883 and 2370 in the MD group and 2295 and 2432 in the HD group. Anti-N antibodies had GMTs of 387 and 434 in the MD group and 342 and 380 in the HD group. Among subjects in the 0, 28 procedure, seroconversion rates for NAb at both doses were both 95% with GMTs of 19 at day 28 after immunization. Anti-S antibodies had GMTs of 937 and 929 for the MD and HD groups, and anti-N antibodies had GMTs of 570 and 494 for the MD and HD groups, respectively. No serious adverse events were observed during the study period.                                                  Conclusions                   Adults vaccinated with inactivated SARS-CoV-2 vaccine had NAb as well as anti-S/N antibody and had a low rate of adverse reactions.                                                  Clinical Trials Registration                   NCT04412538.               	['Vacina de vírus inativado']	['Inactivated virus vaccine']	-	-	-	-	-	Ensaio de fase II randomizado, duplo-cego e controlado por placebo de uma vacina inativada SARS-CoV-2 em adultos saudáveis. 	-
Clinical characteristics in 545 patients with severe asthma on biological treatment during the COVID-19 outbreak.	https://covid19.elsevierpure.com/en/publications/clinical-characteristics-in-545-patients-with-severe-asthma-on-bi	01/01/2021	Artigo completo publicado em periódico científico	https://covid19.elsevierpure.com/en/publications/clinical-characteristics-in-545-patients-with-severe-asthma-on-bi	-	-	-	-	-	-	-	-	['Benralizumabe', 'Dupilumabe', 'Mepolizumabe', 'Omalizumabe', 'Reslizumabe']	['Benralizumab', 'Dupilumab', 'Mepolizumab', 'Omalizumab', 'Reslizumab']	In high-risk COVID-19 patients with severe pneumonia, granulocyte-macrophage colony-stimulating factor neutralization with lenzilumab was safe and associated with faster improvement in clinical outcomes, including oxygenation, and greater reductions in inflammatory markers compared with a matched control cohort of patients hospitalized with severe COVID-19 pneumonia. A randomized, placebo-controlled clinical trial to validate these findings is ongoing (NCT04351152).	33045398	The journal of allergy and clinical immunology. In practice	2213-2201	10.1016/j.jaip.2020.09.050	Características clínicas em 545 pacientes com asma grave em tratamento biológico durante o surto de COVID-19. 	Em pacientes de alto risco com COVID-19 com pneumonia grave, a neutralização do fator estimulador de colônias de granulócitos-macrófagos com lenzilumab foi segura e associada a melhora mais rápida nos resultados clínicos, incluindo oxigenação e maiores reduções nos marcadores inflamatórios em comparação com uma coorte de pacientes de controle pareado hospitalizado com pneumonia grave por COVID-19. Um ensaio clínico randomizado controlado por placebo para validar esses achados está em andamento (NCT04351152).
Remdesivir Use Compared With Supportive Care in Hospitalized Patients With Severe COVID-19: A Single-Center Experience	https://doi.org/10.1093/ofid/ofaa319	08/06/2020	Artigo completo publicado em periódico científico	10.1093/ofid/ofaa319	2328-8957	23288957	OPEN FORUM INFECTIOUS DISEASES	A3	1.317	45	3.66	 Abstract  Background The US Food and Drug Administration issued an Emergency Use Authorization for remdesivir use in patients with severe COVID-19.  Methods We utilized data from 2 quaternary acute care hospitals. The outcomes of interest were the impact of remdesivir on in-hospital death by day 28 and time to recovery, clinical improvement, and discharge. We utilized Cox proportional hazards models and stratified log-rank tests.  Results Two hundred twenty-four patients were included in the study. The median age was 59 years; 67.0% were male; 17/125 patients (13.6%) who received supportive care and 7/99 patients (7.1%) who received remdesivir died. The unadjusted risk for 28-day in-hospital death was lower for patients who received remdesivir compared with patients who received supportive care (hazard ratio [HR], 0.42; 95% CI, 0.16–1.08). Although this trend remained the same after adjusting for age, sex, race, and oxygen requirements on admission (adjusted HR [aHR], 0.49; 95% CI, 0.19–1.28), as well as chronic comorbidities and use of corticosteroids (aHR, 0.44; 95% CI, 0.16–1.23), it did not reach statistical significance. The use of remdesivir was not associated with an increased risk of acute kidney injury (AKI) or liver test abnormalities. Although not statistically significant, the rate ratios for time to recovery, clinical improvement, and discharge were higher in women and black or African American patients.  Conclusions Patients on remdesivir had lower, albeit not significant, all-cause in-hospital mortality, and the use of remdesivir did not increase the risk for AKI. Promising signals from this study need to be confirmed by future placebo-controlled randomized clinical trials.	['Remdesivir']	['Remdesivir']	Patients on remdesivir had lower, albeit not significant, all-cause in-hospital mortality, and the use of remdesivir did not increase the risk for AKI. Promising signals from this study need to be confirmed by future placebo-controlled randomized clinical trials.	33117850	Open forum infectious diseases	2328-8957	10.1093/ofid/ofaa319	remdesivir em comparação com cuidados de suporte em pacientes hospitalizados com COVID-19 grave: uma experiência em um único 	centro . Sinais promissores deste estudo precisam ser confirmados por futuros ensaios clínicos randomizados controlados por placebo.
Fluvoxamine vs Placebo and Clinical Deterioration in Outpatients With Symptomatic COVID-19 A Randomized Clinical Trial.	https://jamanetwork.com/journals/jama/fullarticle/2773108	12/11/2020	Artigo completo publicado em periódico científico	https://jamanetwork.com/journals/jama/fullarticle/2773108	-	-	-	-	-	-	-	-	['Fluvoxamina']	['Fluvoxamine']	ClinicalTrials.gov Identifier: NCT04342663.	33180097	JAMA	1538-3598	10.1001/jama.2020.22760	Fluvoxamina vs Placebo e Deterioração Clínica em Pacientes Ambulatoriais com COVID-19 Sintomático Um Ensaio Clínico Randomizado. 	Identificador ClinicalTrials.gov: NCT04342663.
Cardiac adverse events associated with chloroquine and hydroxychloroquine exposure in 20 years of drug safety surveillance reports.	https://doi.org/10.1038/s41598-020-76258-0	05/11/2020	Artigo completo publicado em periódico científico	10.1038/s41598-020-76258-0	2045-2322	20452322	SCIENTIFIC REPORTS	A2	1.005	242	4.81	 Abstract               Chloroquine (CQ) and hydroxychloroquine (HCQ) are on the World Health Organization’s List of Essential Medications for treating non-resistant malaria, rheumatoid arthritis (RA) and systemic lupus erythematosus (SLE). In addition, both drugs are currently used off-label in hospitals worldwide and in numerous clinical trials for the treatment of SARS-CoV-2 infection. However, CQ and HCQ use has been associated with cardiac side effects, which is of concern due to the higher risk of COVID-19 complications in patients with heart related disorders, and increased mortality associated with COVID-19 cardiac complications. In this study we analyzed over thirteen million adverse event reports form the United States Food and Drug Administration Adverse Event Reporting System to confirm and quantify the association of cardiac side effects of CQ and HCQ. Additionally, we identified several confounding factors, including male sex, NSAID coadministration, advanced age, and prior diagnoses contributing to drug related cardiotoxicity. These findings may help guide therapeutic decision making and ethical trial design for COVID-19 treatment.	['Cloroquina', 'Hidroxicloroquina']	['Chloroquine', 'Hydroxychloroquine']	Chloroquine (CQ) and hydroxychloroquine (HCQ) are on the World Health Organization's List of Essential Medications for treating non-resistant malaria, rheumatoid arthritis (RA) and systemic lupus erythematosus (SLE). In addition, both drugs are currently used off-label in hospitals worldwide and in numerous clinical trials for the treatment of SARS-CoV-2 infection. However, CQ and HCQ use has been associated with cardiac side effects, which is of concern due to the higher risk of COVID-19 complications in patients with heart related disorders, and increased mortality associated with COVID-19 cardiac complications. In this study we analyzed over thirteen million adverse event reports form the United States Food and Drug Administration Adverse Event Reporting System to confirm and quantify the association of cardiac side effects of CQ and HCQ. Additionally, we identified several confounding factors, including male sex, NSAID coadministration, advanced age, and prior diagnoses contributing to drug related cardiotoxicity. These findings may help guide therapeutic decision making and ethical trial design for COVID-19 treatment.	33154498	Scientific reports	2045-2322	10.1038/s41598-020-76258-0	Eventos adversos cardíacos associados à exposição à cloroquina e hidroxicloroquina em 20 anos de relatórios de vigilância de segurança de medicamentos. 	A cloroquina (CQ) e a hidroxicloroquina (HCQ) estão na Lista de Medicamentos Essenciais da Organização Mundial da Saúde para o tratamento da malária não resistente, artrite reumatoide (AR) e lúpus eritematoso sistêmico (LES). Além disso, ambos os medicamentos são atualmente usados off-label em hospitais em todo o mundo e em vários ensaios clínicos para o tratamento da infecção por SARS-CoV-2. No entanto, o uso de CQ e HCQ tem sido associado a efeitos colaterais cardíacos, o que é preocupante devido ao maior risco de complicações do COVID-19 em pacientes com distúrbios relacionados ao coração e ao aumento da mortalidade associada às complicações cardíacas do COVID-19. Neste estudo, analisamos mais de treze milhões de notificações de eventos adversos do Sistema de Notificação de Eventos Adversos da Food and Drug Administration dos Estados Unidos para confirmar e quantificar a associação de efeitos colaterais cardíacos de CQ e HCQ. Além disso, identificamos vários fatores de confusão, incluindo sexo masculino, coadministração de AINEs, idade avançada e diagnósticos anteriores que contribuem para a cardiotoxicidade relacionada à droga. Esses achados podem ajudar a orientar a tomada de decisões terapêuticas e o design de ensaios éticos para o tratamento com COVID-19.
Clinical predictors of donor antibody titer and correlation with recipient antibody response in a COVID-19 convalescent plasma clinical trial	https://onlinelibrary.wiley.com/doi/full/10.1111/joim.13185	09/10/2020	Artigo completo publicado em periódico científico	10.1111/joim.13185	0954-6820	9546820	JOURNAL OF INTERNAL MEDICINE (PRINT)	A1	3.193	170	9.41	-	['Plasma convalescente']	['Convalescent Plasma']	-	-	-	-	-	Preditores clínicos do título de anticorpos do doador e correlação com a resposta do anticorpo do receptor em um ensaio clínico de plasma convalescente COVID-19 	-
A Case Control Study to Evaluate the Impact of Colchicine on Patients Admitted to the Hospital with Moderate to Severe COVID-19 Infection	https://doi.org/10.1155/2020/8865954	27/10/2020	Artigo completo publicado em periódico científico	10.1155/2020/8865954	1918-1493	19181493	Canadian Journal of Infectious Diseases and Medical Microbiology	-	0.590	41	2.59	 Background. Colchicine has been used in conditions such as periodic febrile illness, acute pericarditis, and gouty arthritis, all having a common hyperinflammatory response as seen in moderate to severe forms of coronavirus disease 2019 (COVID-19). This project was carried out during the rapid surge of cases in New York City, and the goal was to assess the efficacy of colchicine in treating patients with COVID-19. Methods. Patients admitted to two distinct pulmonary oriented floors of the BronxCare Hospital Center were compared. Patients on one floor were given colchicine in addition to standard of care, while control patients from another floor received only standard of care. Patients who had at least two separate timepoint measurements for at least two out of four serum inflammatory markers (C-reactive protein (CRP), D-dimer, ferritin, or lactate dehydrogenase (LDH)) were selected for the final comprehensive analysis. Results. An initial analysis performed on all patients, irrespective of the availability of two timepoint inflammatory markers, revealed a lower mortality (49.1% versus 72.9%, <jats:inline-formula>                     <math xmlns="http://www.w3.org/1998/Math/MathML" id="M1">                        <mi>P</mi>                        <mo>=</mo>                        <mn>0.002</mn>                     </math>                  </jats:inline-formula>), a lower percentage of intubations (52.8% versus 73.6%, <jats:inline-formula>                     <math xmlns="http://www.w3.org/1998/Math/MathML" id="M2">                        <mi>P</mi>                        <mo>=</mo>                        <mn>0.006</mn>                     </math>                  </jats:inline-formula>), and a higher discharge rate (50.9% versus 27.1%, <jats:inline-formula>                     <math xmlns="http://www.w3.org/1998/Math/MathML" id="M3">                        <mi>P</mi>                        <mo>=</mo>                        <mn>0.002</mn>                     </math>                  </jats:inline-formula>), in the patients who received colchicine. Patients in the final comprehensive analysis groups (34 in the colchicine group and 78 in the control group) had a similar prevalence of comorbid medical conditions, except for renal failure, which was higher in the control group (65.3% versus 35.2%, <jats:inline-formula>                     <math xmlns="http://www.w3.org/1998/Math/MathML" id="M4">                        <mi>P</mi>                        <mo>=</mo>                        <mn>0.015</mn>                     </math>                  </jats:inline-formula>). HTN (71.8% versus 52.9%, <jats:inline-formula>                     <math xmlns="http://www.w3.org/1998/Math/MathML" id="M5">                        <mi>P</mi>                        <mo>=</mo>                        <mn>0.053</mn>                     </math>                  </jats:inline-formula>) and DM (51.3% versus 32.4%, <jats:inline-formula>                     <math xmlns="http://www.w3.org/1998/Math/MathML" id="M6">                        <mi>P</mi>                        <mo>=</mo>                        <mn>0.064</mn>                     </math>                  </jats:inline-formula>) were also more prevalent in the control group, although the difference was not statistically significant. Patients who received colchicine had a lower mortality than the control group (47.1% versus 80.8%, <jats:inline-formula>                     <math xmlns="http://www.w3.org/1998/Math/MathML" id="M7">                        <mi>P</mi>                        <mo>=</mo>                        <mn>0.0003</mn>                     </math>                  </jats:inline-formula>), lower rate of intubations (47.1% versus 87.2%, <jats:inline-formula>                     <math xmlns="http://www.w3.org/1998/Math/MathML" id="M8">                        <mi>P</mi>                        <mo>&lt;</mo>                        <mn>0.0001</mn>                     </math>                  </jats:inline-formula>), and a higher discharge rate (52.9% versus 19.2%, <jats:inline-formula>                     <math xmlns="http://www.w3.org/1998/Math/MathML" id="M9">                        <mi>P</mi>                        <mo>=</mo>                        <mn>0.0003</mn>                     </math>                  </jats:inline-formula>). Patients in the colchicine group also showed a more significant decrease in inflammatory markers for D-dimer (<jats:inline-formula>                     <math xmlns="http://www.w3.org/1998/Math/MathML" id="M10">                        <mi>P</mi>                        <mo>=</mo>                        <mn>0.037</mn>                     </math>                  </jats:inline-formula>), CRP (<jats:inline-formula>                     <math xmlns="http://www.w3.org/1998/Math/MathML" id="M11">                        <mi>P</mi>                        <mo>=</mo>                        <mn>0.014</mn>                     </math>                  </jats:inline-formula>), and ferritin (<jats:inline-formula>                     <math xmlns="http://www.w3.org/1998/Math/MathML" id="M12">                        <mi>P</mi>                        <mo>=</mo>                        <mn>0.012</mn>                     </math>                  </jats:inline-formula>). Conclusions. Our study demonstrates that colchicine improved outcomes in patients with COVID-19 receiving standard of care therapy. Future randomized, placebo-controlled clinical trials to assess the potential benefit of colchicine in COVID-19 are warranted.	['Colchicina']	['Colchicine']	-	-	-	-	-	Um estudo de caso-controle para avaliar o impacto da colchicina em pacientes internados no hospital com infecção moderada a grave por COVID-19 	-
Association Between Early Treatment With Tocilizumab and Mortality Among Critically Ill Patients With COVID-19	https://pubmed.ncbi.nlm.nih.gov/33080002/	20/10/2020	Artigo completo publicado em periódico científico	PUBMED_ID:33080002/	-	-	-	-	-	-	-	-	['Tocilizumabe']	['Tocilizumab']	Among critically ill patients with COVID-19 in this cohort study, the risk of in-hospital mortality in this study was lower in patients treated with tocilizumab in the first 2 days of ICU admission compared with patients whose treatment did not include early use of tocilizumab. However, the findings may be susceptible to unmeasured confounding, and further research from randomized clinical trials is needed.	33080002	JAMA internal medicine	2168-6114	10.1001/jamainternmed.2020.6252	Associação entre tratamento precoce com tocilizumabe e mortalidade entre pacientes 	criticamente doentes com COVID-19 dias de internação na UTI em comparação com pacientes cujo tratamento não incluiu uso precoce de tocilizumabe. No entanto, os resultados podem ser suscetíveis a confusão não mensurada, e mais pesquisas de ensaios clínicos randomizados são necessárias.
Effect of Tocilizumab vs Usual Care in Adults Hospitalized With COVID-19 and Moderate or Severe Pneumonia: A Randomized Clinical Trial	https://jamanetwork.com/journals/jamainternalmedicine/fullarticle/2772187	20/10/2020	Artigo completo publicado em periódico científico	https://jamanetwork.com/journals/jamainternalmedicine/fullarticle/2772187	-	-	-	-	-	-	-	-	['Tocilizumabe']	['Tocilizumab']	-	-	-	-	-	Efeito do Tocilizumabe vs Cuidados Usuais em Adultos Hospitalizados com COVID-19 e Pneumonia Moderada ou Grave: Um Ensaio Clínico Randomizado 	-
Venous thromboembolism in COVID-19: systematic review of reported risks and current guidelines	https://pubmed.ncbi.nlm.nih.gov/32640479/	15/06/2020	Artigo completo publicado em periódico científico	PUBMED_ID:32640479/	-	-	-	-	-	-	-	-	['Fondaparinux', 'Heparina']	['Fondaparinux', 'Heparin']	Venous thromboembolism very commonly complicates the clinical course of inpatients with COVID-19, despite thromboprophylaxis. The risk appears highest among critically ill inpatients. We found no estimates of risks among outpatients. Many questions remain unresolved, as delineated by the heterogeneity of national and international guidelines. This situation calls for fast randomised clinical trials, comparing different schemes of thromboprophylaxis in COVID-19 inpatients.	32640479	Swiss medical weekly	1424-3997	Swiss Med Wkly. 2020;150:w20301	Tromboembolismo venoso no COVID-19: revisão sistemática dos riscos relatados e diretrizes atuais 	O tromboembolismo venoso complica muito comumente o curso clínico de pacientes internados com COVID-19, apesar da tromboprofilaxia. O risco parece maior entre os pacientes críticos internados. Não encontramos estimativas de riscos entre os pacientes ambulatoriais. Muitas questões permanecem sem solução, conforme delineado pela heterogeneidade das diretrizes nacionais e internacionais. Essa situação exige ensaios clínicos randomizados rápidos, comparando diferentes esquemas de tromboprofilaxia em pacientes internados com COVID-19.
Therapeutic versus prophylactic anticoagulation for severe COVID-19: A randomized phase II clinical trial (HESACOVID)	https://www.thrombosisresearch.com/article/S0049-3848(20)30530-2/fulltext	20/09/2020	Artigo completo publicado em periódico científico	https://www.thrombosisresearch.com/article/S0049-3848(20)30530-2/fulltext	-	-	-	-	-	-	-	-	['Enoxaparina']	['Enoxaparin']	REBEC RBR-949z6v.	32977137	Thrombosis research	1879-2472	10.1016/j.thromres.2020.09.026	Anticoagulação terapêutica versus profilática para COVID-19 grave: um ensaio clínico randomizado de fase II (HESACOVID) 	REBEC RBR-949z6v.
Treating Covid-19 With Hydroxychloroquine (TEACH): A Multicenter, Double-Blind, Randomized Controlled Trial in Hospitalized Patients	https://doi.org/10.1093/ofid/ofaa446	23/09/2020	Artigo completo publicado em periódico científico	10.1093/ofid/ofaa446	2328-8957	23288957	OPEN FORUM INFECTIOUS DISEASES	A3	1.317	45	3.66	 Abstract                                   Background                   Effective therapies to combat coronavirus 2019 (COVID-19) are urgently needed. Hydroxychloroquine (HCQ) has in vitro antiviral activity against severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), but the clinical benefit of HCQ in treating COVID-19 is unclear. Randomized controlled trials are needed to determine the safety and efficacy of HCQ for the treatment of hospitalized patients with COVID-19.                                                  Methods                   We conducted a multicenter, double-blind randomized clinical trial of HCQ among patients hospitalized with laboratory-confirmed COVID-19. Subjects were randomized in a 1:1 ratio to HCQ or placebo for 5 days and followed for 30 days. The primary efficacy outcome was a severe disease progression composite end point (death, intensive care unit admission, mechanical ventilation, extracorporeal membrane oxygenation, and/or vasopressor use) at day 14.                                                  Results                   A total of 128 patients were included in the intention-to-treat analysis. Baseline demographic, clinical, and laboratory characteristics were similar between the HCQ (n = 67) and placebo (n = 61) arms. At day 14, 11 (16.4%) subjects assigned to HCQ and 6 (9.8%) subjects assigned to placebo met the severe disease progression end point, but this did not achieve statistical significance (P = .350). There were no significant differences in COVID-19 clinical scores, number of oxygen-free days, SARS-CoV-2 clearance, or adverse events between HCQ and placebo. HCQ was associated with a slight increase in mean corrected QT interval, an increased D-dimer, and a trend toward an increased length of stay.                                                  Conclusions                   In hospitalized patients with COVID-19, our data suggest that HCQ does not prevent severe outcomes or improve clinical scores. However, our conclusions are limited by a relatively small sample size, and larger randomized controlled trials or pooled analyses are needed.               	['Hidroxicloroquina']	['Hydroxychloroquine']	In hospitalized patients with COVID-19, our data suggest that HCQ does not prevent severe outcomes or improve clinical scores. However, our conclusions are limited by a relatively small sample size, and larger randomized controlled trials or pooled analyses are needed.	33134417	Open forum infectious diseases	2328-8957	10.1093/ofid/ofaa446	Tratando Covid-19 com Hidroxicloroquina (TEACH): um estudo multicêntrico, duplo-cego e controlado randomizado em pacientes 	hospitalizados No entanto, nossas conclusões são limitadas por um tamanho de amostra relativamente pequeno, e são necessários ensaios controlados randomizados maiores ou análises agrupadas.
Efficacy and Safety of Hydroxychloroquine vs Placebo for Pre-exposure SARS-CoV-2 Prophylaxis Among Health Care Workers A Randomized Clinical Trial	https://jamanetwork.com/journals/jamainternalmedicine/fullarticle/2771265	30/09/2020	Artigo completo publicado em periódico científico	https://jamanetwork.com/journals/jamainternalmedicine/fullarticle/2771265	-	-	-	-	-	-	-	-	['Hidroxicloroquina']	['Hydroxychloroquine']	-	-	-	-	-	Eficácia e segurança da hidroxicloroquina versus placebo para profilaxia pré-exposição SARS-CoV-2 entre profissionais de saúde Um ensaio clínico randomizado 	-
Famotidine Use Is Associated With Improved Clinical Outcomes in Hospitalized COVID-19 Patients: A Propensity Score Matched Retrospective Cohort Study	https://doi.org/10.1053/j.gastro.2020.05.053	21/05/2020	Artigo completo publicado em periódico científico	10.1053/j.gastro.2020.05.053	0016-5085	165085	GASTROENTEROLOGY (NEW YORK, N.Y. 1943)	A1	7.689	423	10.76	-	['Famotidina']	['Famotidine']	Coronavirus disease 2019 (COVID-19) caused by the novel severe acute respiratory syndrome coronavirus 2 continues to grow and spread throughout the world since being declared a pandemic. Despite extensive scientific research globally including repurposing of several existing drugs, there is no effective or proven therapy for this enigmatic disease which is still largely managed empirically This systematic review evaluated the role of hydroxychloroquine (HCQ) in the treatment of COVID-19 infection and was conducted using Cochrane methodology for systematic reviews of interventional studies including risk of bias assessment and grading of the quality of evidence. Only prospective clinical trials randomly assigning COVID-19 patients to HCQ plus standard of care therapy (test arm) versus placebo/standard of care (control arm) were included. Data were pooled using the random-effects model and expressed as risk ratio (RR) with 95% confidence interval (CI). A total of 10,492 patients from 19 randomised controlled trials were included. The use of HCQ was not associated with higher rates of clinical improvement (RR = 1.00, 95% CI: 0.96-1.03, p = 0.79) or reduction in all-cause mortality by Day14 (RR = 1.07, 95% CI: 0.97-1.19, p = 0.19) or Day28 (RR = 1.08, 95% CI: 0.99-1.19, p = 0.09) compared to placebo/standard of care. There was no significant difference in serious adverse events between the two arms (RR = 1.01, 95% CI: 0.85-1.19, p = 0.95). There is low-to-moderate certainty evidence that HCQ therapy is generally safe but does not reduce mortality or enhance recovery in patients with COVID-19 infection.	32446698	Gastroenterology	1528-0012	10.1053/j.gastro.2020.05.053	O uso de famotidina está associado a melhores resultados clínicos em pacientes hospitalizados com COVID-19: um estudo de coorte retrospectivo com pontuação de propensão A 	doença de coronavírus 2019 (COVID-19) causada pela nova síndrome respiratória aguda grave coronavírus 2 continua a crescer e se espalhar por todo o mundo desde que foi declarou uma pandemia. Apesar da extensa pesquisa científica global, incluindo o reaproveitamento de vários medicamentos existentes, não há terapia eficaz ou comprovada para esta doença enigmática que ainda é amplamente gerenciada empiricamente Esta revisão sistemática avaliou o papel da hidroxicloroquina (HCQ) no tratamento da infecção por COVID-19 e foi conduzido usando a metodologia Cochrane para revisões sistemáticas de estudos de intervenção, incluindo avaliação do risco de viés e classificação da qualidade da evidência. Apenas ensaios clínicos prospectivos que atribuíram aleatoriamente pacientes com COVID-19 a HCQ mais terapia padrão de tratamento (braço de teste) versus placebo/padrão de tratamento (braço de controle) foram incluídos. Os dados foram agrupados usando o modelo de efeitos aleatórios e expressos como razão de risco (RR) com intervalo de confiança de 95% (IC). Um total de 10.492 pacientes de 19 ensaios clínicos randomizados foram incluídos. O uso de HCQ não foi associado a maiores taxas de melhora clínica (RR = 1,00, IC 95%: 0,96-1,03, p = 0,79) ou redução na mortalidade por todas as causas no Dia 14 (RR = 1,07, IC 95%: 0,97- 1,19, p = 0,19) ou Dia 28 (RR = 1,08, IC 95%: 0,99-1,19, p = 0,09) em comparação com placebo/padrão de tratamento. Não houve diferença significativa em eventos adversos graves entre os dois braços (RR = 1,01, IC 95%: 0,85-1,19, p = 0,95). Há evidências de certeza baixa a moderada de que a terapia com HCQ é geralmente segura, mas não reduz a mortalidade ou melhora a recuperação em pacientes com infecção por COVID-19.
Repurposing Immunomodulatory Therapies against Coronavirus Disease 2019 (COVID-19) in the Era of Cardiac Vigilance: A Systematic Review	https://www.mdpi.com/2077-0383/9/9/2935	11/09/2020	Artigo completo publicado em periódico científico	https://www.mdpi.com/2077-0383/9/9/2935	-	-	-	-	-	-	-	-	['Imunomoduladores']	['Immunomodulators']	The ongoing coronavirus disease 2019 (COVID-19) pandemic has resulted in efforts to identify therapies to ameliorate adverse clinical outcomes. The recognition of the key role for increased inflammation in COVID-19 has led to a proliferation of clinical trials targeting inflammation. The purpose of this review is to characterize the current state of immunotherapy trials in COVID-19, and focuses on associated cardiotoxicities, given the importance of pharmacovigilance. The search terms related to COVID-19 were queried in ClinicalTrials.gov. A total of 1621 trials were identified and screened for interventional trials directed at inflammation. Trials (	32932930	Journal of clinical medicine	2077-0383	10.3390/jcm9092935	Redefinindo terapias imunomoduladoras contra a doença de coronavírus 2019 (COVID-19) na era da vigilância cardíaca: uma revisão 	sistemática O reconhecimento do papel fundamental para o aumento da inflamação no COVID-19 levou a uma proliferação de ensaios clínicos direcionados à inflamação. O objetivo desta revisão é caracterizar o estado atual dos ensaios de imunoterapia no COVID-19 e foca nas cardiotoxicidades associadas, dada a importância da farmacovigilância. Os termos de pesquisa relacionados ao COVID-19 foram consultados no ClinicalTrials.gov. Um total de 1.621 ensaios foram identificados e selecionados para ensaios de intervenção direcionados à inflamação. Ensaios (
Double-blind, randomized, placebo-controlled trial with N-acetylcysteine for treatment of severe acute respiratory syndrome caused by COVID-19	https://academic.oup.com/cid/advance-article/doi/10.1093/cid/ciaa1443/5910353	23/09/2020	Artigo completo publicado em periódico científico	10.1093/cid/ciaa1443/5910353	-	-	-	-	-	-	-	-	['N-acetilcisteína']	['N-acetylcysteine']	Brazilian Registry of Clinical Trials (REBEC): U1111-1250-356 (http://www.ensaiosclinicos.gov.br/rg/RBR-8969zg/).	32964918	Clinical infectious diseases : an official publication of the Infectious Diseases Society of America	1537-6591	10.1093/cid/ciaa1443	Ensaio duplo-cego, randomizado, controlado por placebo com N-acetilcisteína para tratamento da síndrome respiratória aguda grave causada por COVID-19 	Registro Brasileiro de Ensaios Clínicos (REBEC): U1111-1250-356 (http://www.ensaiosclinicos.gov) .br/rg/RBR-8969zg/).
