Título	link	data	tipo	doi	issn	ISSN	Periódico	Qualis	FI (JCR)	H-index	media_citacao_3_anos	Resumo_antigo	Categorias	categories	Resumo	PUBMEDID	Periódico	ISSN	DOI	Tradução do título	Tradução do resumo
Corticosteroid use in COVID‑19 patients: a systematic review and meta‑analysis on clinical outcomes.	https://ccforum.biomedcentral.com/articles/10.1186/s13054-020-03400-9	14/12/2020	Artigo completo publicado em periódico científico	https://ccforum.biomedcentral.com/articles/10.1186/s13054-020-03400-9	1364-8535	13648535	CRITICAL CARE (LONDON. PRINT)	A1	3.218	185	8.76	 Abstract                  Background                 In the current SARS-CoV-2 pandemic, there has been worldwide debate on the use of corticosteroids in COVID-19. In the recent RECOVERY trial, evaluating the effect of dexamethasone, a reduced 28-day mortality in patients requiring oxygen therapy or mechanical ventilation was shown. Their results have led to considering amendments in guidelines or actually already recommending corticosteroids in COVID-19. However, the effectiveness and safety of corticosteroids still remain uncertain, and reliable data to further shed light on the benefit and harm are needed.                                Objectives                 The aim of this systematic review and meta-analysis was to evaluate the effectiveness and safety of corticosteroids in COVID-19.                                Methods                 A systematic literature search of RCTS and observational studies on adult patients was performed across Medline/PubMed, Embase and Web of Science from December 1, 2019, until October 1, 2020, according to the PRISMA guidelines. Primary outcomes were short-term mortality and viral clearance (based on RT-PCR in respiratory specimens). Secondary outcomes were: need for mechanical ventilation, need for other oxygen therapy, length of hospital stay and secondary infections.                                Results                 Forty-four studies were included, covering 20.197 patients. In twenty-two studies, the effect of corticosteroid use on mortality was quantified. The overall pooled estimate (observational studies and RCTs) showed a significant reduced mortality in the corticosteroid group (OR 0.72 (95%CI 0.57–0.87). Furthermore, viral clearance time ranged from 10 to 29 days in the corticosteroid group and from 8 to 24 days in the standard of care group. Fourteen studies reported a positive effect of corticosteroids on need for and duration of mechanical ventilation. A trend toward more infections and antibiotic use was present.                                Conclusions                 Our findings from both observational studies and RCTs confirm a beneficial effect of corticosteroids on short-term mortality and a reduction in need for mechanical ventilation. And although data in the studies were too sparse to draw any firm conclusions, there might be a signal of delayed viral clearance and an increase in secondary infections.              	['Corticosteroides']	['Corticosteroids']	-	-	-	-	-	Uso de corticosteróides em pacientes com COVID-19: uma revisão sistemática e meta-análise sobre resultados clínicos. 	-
The Role of Hydroxychloroquine in COVID-19 Treatment: A Systematic Review and Meta-Analysis.	https://doi.org/10.47102/annals-acadmed.sg.2020370	31/10/2020	Artigo completo publicado em periódico científico	10.47102/annals-acadmed.sg.2020370	0304-4602	3044602	Annals of the Academy of Medicine, Singapore	-	0.514	64	2.23	 Objective: A systematic review and meta-analysis was carried out to examine the role of hydroxychloroquine (HCQ) in the treatment of COVID-19. Methods: We performed a systematic search in PubMed, Scopus, Embase, Cochrane- Library, Web of Science, Google-Scholar, and medRxiv pre-print databases using available MeSH terms for COVID-19 and hydroxychloroquine. Data from all studies that focused on the effectiveness of HCQ with or without the addition of azithromycin (AZM) in confirmed COVID-19 patients, which were published up to 12 September 2020, were collated for analysis using CMA v.2.2.064. Results: Our systematic review retrieved 41 studies. Among these, 37 studies including 45,913 participants fulfilled the criteria for subsequent meta-analysis. The data showed no significant difference in treatment efficacy between the HCQ and control groups (RR: 1.02, 95% CI, 0.81–1.27). Combination of HCQ with AZM also did not lead to improved treatment outcomes (RR: 1.26, 95% CI, 0.91–1.74). Furthermore, the mortality difference was not significant, neither in HCQ treatment group (RR: 0.86, 95% CI, 0.71–1.03) nor in HCQ+AZM treatment group (RR: 1.28, 95% CI, 0.76–2.14) in comparison to controls. Meta-regression analysis showed that age was the factor that significantly affected mortality (P&lt;0.00001). Conclusion: The meta-analysis found that there was no clinical benefit of using either HCQ by itself or in combination with AZM for the treatment of COVID-19 patients. Hence, it may be prudent for clinicians and researchers to focus on other therapeutic options that may show greater promise in this disease. Keywords: Azithromycin, coronavirus outbreaks, pandemic, 2019-nCoV disease	['Hidroxicloroquina', 'Hidroxicloroquina']	['Hydroxychloroquine', 'Hydroxychloroquine']	-	-	-	-	-	O papel da hidroxicloroquina no tratamento da COVID-19: uma revisão sistemática e meta-análise. 	-
Systematic review and meta-analysis of effectiveness and safety of favipiravir in the management of novel coronavirus (COVID-19) patients.	https://www.ijp-online.com/text.asp?2020/52/5/414/302510	05/12/2020	Artigo completo publicado em periódico científico	https://www.ijp-online.com/text.asp?2020/52/5/414/302510	-	-	-	-	-	-	-	-	['Favipiravir']	['Favipiravir']	Multiple options are being tried for the management of 2019-nCoV infection since its pandemic started. Favipiravir (FPV) is one of drugs, which is also being tried for the management of 2019-nCoV infection. The present study aimed to evaluate the efficacy and safety of FPV in published literature. Comparative randomized or nonrandomized controlled clinical trials comparing FPV to the standard of care (SOC)/control or other antiviral agent/combinations were included. A total of 12 databases were searched and identify four studies which were further used for final analysis. The data analysis was done as pooled prevalence using a random effect model by "RevMan manager version 5.4.1 and "R" software. The point estimate, odds ratio (OR) with 95% confidence interval (CI) was calculated for dichotomous data. In the present study, the marginal beneficial effect was seen in the FPV group in overall clinical improvement comparison to SOC/control, i.e., (4 studies, log OR [95% CI] (-0.19 [-0.51, 0.13]). However, in all other outcomes, it was found to be comparable to the SOC/control arm namely "clinical improvement on day 7-10" (3 studies, OR [95% CI] 1.63 [1.07, 2.48]) while "clinical improvement on day 10-14" (3 studies, OR [95% CI] 1.37 [0.24, 7.82]) and viral negativity was seen (4 studies, OR [95% CI] 1.91 [0.91, 4.01]). No difference in efficacy was found between FPV versus lopinavir/ritonavir or arbidol groups. Regarding adverse effects, except for the occurrence of rash (higher in the FPV group), safety was comparable to SOC. In our study, there was a marginal difference between the FPV and the SOC arm in terms of "clinical improvement" on day 7-10 or 10-14, and "virological negativity" on day 10-14." However, some benefit was observed in a few studies, but it was also comparable to the control drugs or SOC.	33283773	Indian journal of pharmacology	1998-3751	10.4103/ijp.ijp_998_20	Revisão sistemática e meta-análise da eficácia e segurança do favipiravir no manejo de novos pacientes com coronavírus (COVID-19). 	Várias opções estão sendo tentadas para o gerenciamento da infecção por 2019-nCoV desde o início da pandemia. O favipiravir (FPV) é um dos medicamentos que também está sendo testado para o gerenciamento da infecção por 2019-nCoV. O presente estudo teve como objetivo avaliar a eficácia e segurança do FPV na literatura publicada. Ensaios clínicos controlados randomizados ou não randomizados comparativos comparando FPV ao padrão de atendimento (SOC)/controle ou outro agente antiviral/combinações foram incluídos. Um total de 12 bancos de dados foram pesquisados e identificar quatro estudos que foram posteriormente utilizados para análise final. A análise dos dados foi feita como prevalência agrupada usando um modelo de efeito aleatório pelos softwares "RevMan manager versão 5.4.1 e "R" A estimativa pontual, odds ratio (OR) com intervalo de confiança de 95% (IC) foi calculada para dados dicotômicos. No presente estudo, o efeito benéfico marginal foi observado no grupo FPV na comparação de melhora clínica geral com SOC/controle, ou seja, (4 estudos, log OR [95% CI] (-0,19 [-0,51, 0,13]). , em todos os outros resultados, verificou-se ser comparável ao grupo SOC/controle, ou seja, "melhora clínica no dia 7-10" (3 estudos, OR [IC 95%] 1,63 [1,07, 2,48]) enquanto "melhora clínica em dia 10-14" (3 estudos, OR [95% CI] 1,37 [0,24, 7,82]) e foi observada negatividade viral (4 estudos, OR [95% CI] 1,91 [0,91, 4,01]). Nenhuma diferença na eficácia foi encontrado entre os grupos FPV versus lopinavir/ritonavir ou arbidol. Em relação aos efeitos adversos, exceto pela ocorrência de erupção cutânea (maior no grupo FPV), a segurança foi comparável ao SOC. Em nosso estudo, houve uma margem diferença entre o FPV e o braço SOC em termos de "melhora clínica" no dia 7-10 ou 10-14, e "negatividade virológica" no dia 10-14." No entanto, algum benefício foi observado em alguns estudos, mas também foi comparável aos medicamentos de controle ou SOC.
Efficacy and harms of remdesivir for the treatment of COVID-19: A systematic review and meta-analysis.	https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0243705	10/12/2020	Artigo completo publicado em periódico científico	https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0243705	-	-	-	-	-	-	-	-	['Remdesivir', 'Remdesivir']	['Remdesivir', 'Remdesivir']	There is paucity of adequately powered and fully reported RCTs evaluating effects of remdesivir in hospitalized COVID-19 patients. Until stronger evidence emerges, we cannot conclude that remdesivir is efficacious for treating COVID-19.	33301514	PloS one	1932-6203	10.1371/journal.pone.0243705	Eficácia e danos do remdesivir para o tratamento do COVID-19: uma revisão sistemática e meta-análise. 	Há escassez de RCTs adequadamente alimentados e totalmente relatados avaliando os efeitos do remdesivir em pacientes hospitalizados com COVID-19. Até que surjam evidências mais fortes, não podemos concluir que o remdesivir é eficaz no tratamento do COVID-19.
Mortality in tocilizumab-treated patients with COVID-19: a systematic review and meta-analysis.	https://www.clinexprheumatol.org/abstract.asp?a=16290	03/12/2020	Artigo completo publicado em periódico científico	https://www.clinexprheumatol.org/abstract.asp?a=16290	-	-	-	-	-	-	-	-	['Tocilizumabe']	['Tocilizumab']	This study showed that the mortality pooled prevalence in TCZ-treated patients is lower than the overall mortality reported in patients with severe COVID-19.	33275094	Clinical and experimental rheumatology	0392-856X	10.1016/j.eimce.2020.10.015	Mortalidade em pacientes tratados com tocilizumabe com COVID-19: uma revisão sistemática e meta-análise. 	Este estudo mostrou que a prevalência combinada de mortalidade em pacientes tratados com TCZ é menor do que a mortalidade geral relatada em pacientes com COVID-19 grave.
A systematic review of corticosteroid treatment for noncritically ill patients with COVID‑19.	https://www.nature.com/articles/s41598-020-78054-2	01/12/2020	Artigo completo publicado em periódico científico	https://www.nature.com/articles/s41598-020-78054-2	-	-	-	-	-	-	-	-	['Corticosteroides']	['Corticosteroids']	The World Health Organization (WHO) has published guidance recommending systemic corticosteroids for the treatment of patients with severe or critical COVID-19 and no corticosteroids for those with nonsevere COVID-19. Although their recommendations for critical cases were based on the results from seven randomized controlled trials (RCTs), those for noncritical cases were based on the results from only one RCT, the Randomized Evaluation of COVID-19 Therapy (RECOVERY) trial. In search of additional evidence of corticosteroids' effect on COVID-19, we systematically reviewed controlled observational studies, besides RCTs, that assessed the impact of corticosteroid treatment on any type of mortality and/or other outcomes in noncritical patients. Of the 4037 titles and abstracts screened, we ultimately included the RECOVERY trial and five controlled observational studies using propensity score matching, (accessed on September 8, 2020). Two of the controlled observational studies assessed the association between corticosteroid treatment and in-hospital mortality, without finding statistical significance. Four of the controlled observational studies assessed corticosteroids' effect on other outcomes, demonstrating that they were associated with reduced risk of intubation in patients requiring oxygen and with longer hospitalization and viral shedding in mild or moderate cases. These results support the WHO recommendations not to use corticosteroids for nonsevere COVID-19.	33262415	Scientific reports	2045-2322	10.1038/s41598-020-78054-2	Uma revisão sistemática do tratamento com corticosteroides para pacientes não críticos com COVID-19. 	A Organização Mundial da Saúde (OMS) publicou orientações recomendando corticosteróides sistêmicos para o tratamento de pacientes com COVID-19 grave ou crítico e sem corticosteróides para pacientes com COVID-19 não grave. Embora suas recomendações para casos críticos tenham sido baseadas nos resultados de sete ensaios clínicos randomizados (ECRs), aquelas para casos não críticos foram baseadas nos resultados de apenas um ECR, o estudo Randomized Evaluation of COVID-19 Therapy (RECOVERY). Em busca de evidências adicionais do efeito dos corticosteroides na COVID-19, revisamos sistematicamente estudos observacionais controlados, além de ECRs, que avaliaram o impacto do tratamento com corticosteroides em qualquer tipo de mortalidade e/ou outros desfechos em pacientes não críticos. Dos 4.037 títulos e resumos selecionados, incluímos o estudo RECOVERY e cinco estudos observacionais controlados usando correspondência de pontuação de propensão (acessado em 8 de setembro de 2020). Dois dos estudos observacionais controlados avaliaram a associação entre corticoterapia e mortalidade hospitalar, sem encontrar significância estatística. Quatro dos estudos observacionais controlados avaliaram o efeito dos corticosteróides em outros desfechos, demonstrando que eles estavam associados à redução do risco de intubação em pacientes que necessitavam de oxigênio e com maior tempo de internação e disseminação viral em casos leves ou moderados. Esses resultados apoiam as recomendações da OMS de não usar corticosteroides para COVID-19 não grave.
Systematic review on current antiviral therapy in COVID-19 pandemic.	https://pubmed.ncbi.nlm.nih.gov/33219182/	06/11/2020	Artigo completo publicado em periódico científico	PUBMED_ID:33219182/	-	-	-	-	-	-	-	-	['Lopinavir', 'Oseltamivir', 'Remdesivir', 'Ribavirina', 'Ritonavir']	['Lopinavir', 'Oseltamivir', 'Remdesivir', 'Ribavirin', 'Ritonavir']	-	-	-	-	-	Revisão sistemática sobre a terapia antiviral atual na pandemia de COVID-19. 	-
Therapeutic potential of ivermectin as add-on treatment in COVID 19: A systematic review and meta-analysis.	https://doi.org/10.18433/jpps31457	23/11/2020	Artigo completo publicado em periódico científico	10.18433/jpps31457	1482-1826	14821826	JOURNAL OF PHARMACY & PHARMACEUTICAL SCIENCES	A3	0.547	81	3.2	 The current management of COVID-19 is mostly limited to general supportive care and symptomatic treatment. Ivermectin is a broad-spectrum anti-parasitic drug used widely for the treatment of onchocerciasis and lymphatic filariasis. Apart from its anti-parasitic effect it also exhibits antiviral activity against a number of viruses both in vitro and in vivo. Hence, we conducted this systematic review and meta-analysis to assess the currently available data on the therapeutic potential of ivermectin for the treatment of COVID‐19 as add on therapy. A total of 629 patients were included in the 4 studies and all were COVID-19 RT-PCR positive. Among them, 397 patients received ivermectin along with usual therapy. The random effect model showed the overall pooled OR to be 0.53 (95%CI: 0.29 to0.96) for the primary outcome (all-cause mortality) which was statistically significant (P=0.04). Similarly, the random effect model revealed that adding ivermectin led to significant clinical improvement compared to usual therapy (OR=1.98, 95% CI: 1.11 to 3.53, P=0.02).  However, this should be inferred cautiously as the quality of evidence is very low. Currently, many clinical trials are on-going, and definitive evidence for repurposing this drug for COVID-19 patients will emerge only in the future.	['Ivermectina']	['Ivermectin']	The current management of COVID-19 is mostly limited to general supportive care and symptomatic treatment. Ivermectin is a broad-spectrum anti-parasitic drug used widely for the treatment of onchocerciasis and lymphatic filariasis. Apart from its anti-parasitic effect it also exhibits antiviral activity against a number of viruses both in vitro and in vivo. Hence, we conducted this systematic review and meta-analysis to assess the currently available data on the therapeutic potential of ivermectin for the treatment of COVID-19 as add on therapy. A total of 629 patients were included in the 4 studies and all were COVID-19 RT-PCR positive. Among them, 397 patients received ivermectin along with usual therapy. The random effect model showed the overall pooled OR to be 0.53 (95%CI: 0.29 to0.96) for the primary outcome (all-cause mortality) which was statistically significant (P=0.04). Similarly, the random effect model revealed that adding ivermectin led to significant clinical improvement compared to usual therapy (OR=1.98, 95% CI: 1.11 to 3.53, P=0.02).  However, this should be inferred cautiously as the quality of evidence is very low. Currently, many clinical trials are on-going, and definitive evidence for repurposing this drug for COVID-19 patients will emerge only in the future.	33227231	Journal of pharmacy & pharmaceutical sciences : a publication of the Canadian Society for Pharmaceutical Sciences, Societe canadienne des sciences pharmaceutiques	1482-1826	10.18433/jpps31457	Potencial terapêutico da ivermectina como tratamento complementar no COVID 19: uma revisão sistemática e meta-análise. 	O gerenciamento atual do COVID-19 é principalmente limitado a cuidados gerais de suporte e tratamento sintomático. A ivermectina é um fármaco antiparasitário de amplo espectro amplamente utilizado para o tratamento de oncocercose e filariose linfática. Além de seu efeito antiparasitário, também exibe atividade antiviral contra vários vírus in vitro e in vivo. Portanto, realizamos esta revisão sistemática e meta-análise para avaliar os dados atualmente disponíveis sobre o potencial terapêutico da ivermectina para o tratamento de COVID-19 como terapia complementar. Um total de 629 pacientes foram incluídos nos 4 estudos e todos foram positivos para COVID-19 RT-PCR. Entre eles, 397 pacientes receberam ivermectina junto com a terapia usual. O modelo de efeito aleatório mostrou que o OR geral agrupado foi de 0,53 (IC 95%: 0,29 a 0,96) para o desfecho primário (mortalidade por todas as causas), que foi estatisticamente significativo (P = 0,04). Da mesma forma, o modelo de efeito aleatório revelou que a adição de ivermectina levou a uma melhora clínica significativa em comparação com a terapia usual (OR = 1,98, IC 95%: 1,11 a 3,53, P = 0,02). No entanto, isso deve ser inferido com cautela, pois a qualidade da evidência é muito baixa. Atualmente, muitos ensaios clínicos estão em andamento e evidências definitivas para redirecionar esse medicamento para pacientes com COVID-19 surgirão apenas no futuro.
Comparison of Infection Risks and Clinical Outcomes in Patients with and without SARS-CoV-2 Lung Infection under Renin-Angiotensin-Aldosterone-System Blockade - Systematic Review and Meta-Analysis.	https://bpspubs.onlinelibrary.wiley.com/doi/10.1111/bcp.14660	20/11/2020	Artigo completo publicado em periódico científico	10.1111/bcp.14660	0306-5251	3065251	BRITISH JOURNAL OF CLINICAL PHARMACOLOGY (PRINT)	A1	1.055	153	3.73	-	[]	[]	-	-	-	-	-	Comparação de Riscos de Infecção e Resultados Clínicos em Pacientes com e sem Infecção Pulmonar por SARS-CoV-2 sob Bloqueio do Sistema Renina-Angiotensina-Aldosterona - Revisão Sistemática e Meta-análise. 	-
Chloroquine, hydroxychloroquine, and COVID-19: systematic review and narrative synthesis of efficacy and safety.	https://doi.org/10.1016/j.jsps.2020.11.003	13/11/2020	Artigo completo publicado em periódico científico	10.1016/j.jsps.2020.11.003	1319-0164	13190164	SAUDI PHARMACEUTICAL JOURNAL	A2	0.613	57	4.71	-	['Cloroquina', 'Hidroxicloroquina']	['Chloroquine', 'Hydroxychloroquine']	The COVID-19 pandemic has required clinicians to urgently identify new treatment options or the re-purposing of existing drugs. Of particular interest are chloroquine (CQ) and hydroxychloroquine (HCQ). The aims of this systematic review are to systematically identify and collate 24 studies describing the use of CQ and HCQ in human clinical trials and to provide a detailed synthesis of evidence of its efficacy and safety. Of clinical trials, 100% showed no significant difference in the probability of viral transmission or clearance in prophylaxis or therapy, respectively, compared to the control group. Among observational studies employing an endpoint specific to efficacy, 58% concurred with the finding of no significant difference in the attainment of outcomes. Three-fifths of clinical trials and half of observational studies examining an indicator unique to drug safety discovered a higher probability of adverse events in those treated patients suspected of, and diagnosed with, COVID-19. Of the total papers focusing on cardiac side-effects, 44% found a greater incidence of QTc prolongation and/or arrhythmias, 44% found no evidence of a significant difference, and 11% mixed results. The strongest available evidence points towards the inefficacy of CQ and HCQ in prophylaxis or in the treatment of hospitalised COVID-19 patients.	33204210	Saudi pharmaceutical journal : SPJ : the official publication of the Saudi Pharmaceutical Society	1319-0164	10.1016/j.jsps.2020.11.003	Cloroquina, hidroxicloroquina e COVID-19: revisão sistemática e síntese narrativa de eficácia e segurança. 	A pandemia de COVID-19 exigiu que os médicos identificassem com urgência novas opções de tratamento ou a redefinição de medicamentos existentes. De particular interesse são a cloroquina (CQ) e a hidroxicloroquina (HCQ). Os objetivos desta revisão sistemática são identificar e agrupar sistematicamente 24 estudos que descrevem o uso de CQ e HCQ em ensaios clínicos em humanos e fornecer uma síntese detalhada de evidências de sua eficácia e segurança. Dos ensaios clínicos, 100% não mostraram diferença significativa na probabilidade de transmissão viral ou depuração na profilaxia ou terapia, respectivamente, em relação ao grupo controle. Entre os estudos observacionais que empregam um desfecho específico para eficácia, 58% concordaram com a constatação de que não houve diferença significativa na obtenção de resultados. Três quintos dos ensaios clínicos e metade dos estudos observacionais que examinaram um indicador exclusivo da segurança de medicamentos descobriram uma maior probabilidade de eventos adversos nos pacientes tratados com suspeita e diagnóstico de COVID-19. Do total de artigos com foco nos efeitos colaterais cardíacos, 44% encontraram maior incidência de prolongamento do intervalo QTc e/ou arritmias, 44% não encontraram evidência de diferença significativa e 11% resultados mistos. A evidência mais forte disponível aponta para a ineficácia de CQ e HCQ na profilaxia ou no tratamento de pacientes hospitalizados com COVID-19.
Renin–angiotensin system inhibition and risk of infection and mortality in COVID-19: a systematic review and meta-analysis.	https://onlinelibrary.wiley.com/doi/full/10.1111/imj.15002	16/11/2020	Artigo completo publicado em periódico científico	10.1111/imj.15002	1444-0903	14440903	INTERNAL MEDICINE JOURNAL (PRINT)	A4	0.590	74	1.53	-	['Antagonistas do Receptor da Angiotensina II', 'Antagonistas do Receptor da Angiotensina II', 'Inibidores da Enzima Conversora da Angiotensina 2 (IECA 2)', 'Inibidores da Enzima Conversora da Angiotensina 2 (IECA 2)']	['Angiotensin II Receptor Antagonists', 'Angiotensin II Receptor Antagonists', 'Angiotensin Converting Enzyme 2 (ACEI 2) Inhibitors', 'Angiotensin Converting Enzyme 2 (ACEI 2) Inhibitors']	Use of ACEI or ARB was not associated with a heightened susceptibility for a positive diagnosis of COVID-19. Furthermore, they were not associated with increased illness severity or mortality due to COVID-19. Randomised controlled trials are needed to address definitively the potential benefits or harms of RAS inhibitors in patients with COVID-19.	33191600	Internal medicine journal	1445-5994	10.1111/imj.15002	Inibição do sistema renina-angiotensina e risco de infecção e mortalidade no COVID-19: uma revisão sistemática e meta-análise. 	O uso de IECA ou BRA não foi associado a uma maior suscetibilidade para um diagnóstico positivo de COVID-19. Além disso, eles não foram associados ao aumento da gravidade ou mortalidade da doença devido ao COVID-19. Ensaios controlados randomizados são necessários para abordar definitivamente os potenciais benefícios ou danos dos inibidores do RAS em pacientes com COVID-19.
Efficacy and safety of lopinavir/ritonavir in the treatment of COVID-19: A systematic review.	https://www.tandfonline.com/doi/full/10.1080/14787210.2021.1848545	13/11/2020	Artigo completo publicado em periódico científico	10.1080/14787210.2021.1848545	1478-7210	14787210	EXPERT REVIEW OF ANTI-INFECTIVE THERAPY	A2	1.078	84	5.45	-	['Lopinavir', 'Lopinavir', 'Lopinavir', 'Ritonavir', 'Ritonavir', 'Ritonavir']	['Lopinavir', 'Lopinavir', 'Lopinavir', 'Ritonavir', 'Ritonavir', 'Ritonavir']	-	-	-	-	-	Eficácia e segurança do lopinavir/ritonavir no tratamento do COVID-19: Uma revisão sistemática. 	-
The efficacy of IL-6 inhibitor Tocilizumab in reducing severe COVID-19 mortality: a systematic review.	https://peerj.com/articles/10322/	02/11/2020	Artigo completo publicado em periódico científico	https://peerj.com/articles/10322/	-	-	-	-	-	-	-	-	['Tocilizumabe']	['Tocilizumab']	Important caveats to this research include the lack of prospective randomized control trials and the absence of data from the large COVATA study from the published literature. However, results from this systematic analysis of published research provide positive evidence for the potential efficacy of TCZ to treat severe COVID-19, validating the ethical basis and merit of ongoing randomized controlled clinical trials.	33194450	PeerJ	2167-8359	10.7717/peerj.10322	A eficácia do inibidor de IL-6 Tocilizumab na redução da mortalidade grave por COVID-19: uma revisão sistemática. 	Importantes advertências para esta pesquisa incluem a falta de estudos prospectivos randomizados de controle e a ausência de dados do grande estudo COVATA da literatura publicada. No entanto, os resultados desta análise sistemática de pesquisas publicadas fornecem evidências positivas para a eficácia potencial do TCZ no tratamento de COVID-19 grave, validando a base ética e o mérito dos ensaios clínicos controlados randomizados em andamento.
Therapeutic Management of Coronavirus Disease 2019 (COVID-19): A Systematic Review and Treatment Algorithm.	https://journaljpri.com/index.php/JPRI/article/view/30780	22/09/2020	Artigo completo publicado em periódico científico	https://journaljpri.com/index.php/JPRI/article/view/30780	-	-	-	-	-	-	-	-	['Azitromicina', 'Azitromicina', 'Cloroquina', 'Cloroquina', 'Hidroxicloroquina', 'Hidroxicloroquina', 'Imunoglobulina', 'Imunoglobulina', 'Interferon', 'Interferon', 'Lopinavir', 'Lopinavir', 'Plasma convalescente', 'Plasma convalescente', 'Remdesivir', 'Remdesivir', 'Ribavirina', 'Ribavirina', 'Ritonavir', 'Ritonavir', 'Umifenovir', 'Umifenovir']	['Azithromycin', 'Azithromycin', 'Chloroquine', 'Chloroquine', 'Hydroxychloroquine', 'Hydroxychloroquine', 'Immunoglobulin', 'Immunoglobulin', 'Interferon', 'Interferon', 'Lopinavir', 'Lopinavir', ' Convalescent plasma', 'Convalescent plasma', 'Remdesivir', 'Remdesivir', 'Ribavirin', 'Ribavirin', 'Ritonavir', 'Ritonavir', 'Umifenovir', 'Umifenovir']	-	-	-	-	-	Gerenciamento Terapêutico da Doença de Coronavírus 2019 (COVID-19): Uma Revisão Sistemática e Algoritmo de Tratamento. 	-
The Cardiac Toxicity of Chloroquine or Hydroxychloroquine in COVID-19 Patients: A Systematic Review and Meta-regression Analysis.	https://doi.org/10.1016/j.mayocpiqo.2020.10.005	19/10/2020	Artigo completo publicado em periódico científico	10.1016/j.mayocpiqo.2020.10.005	2542-4548	25424548	-	-	-	-	-	-	['Cloroquina', 'Cloroquina', 'Cloroquina', 'Cloroquina', 'Cloroquina', 'Hidroxicloroquina', 'Hidroxicloroquina', 'Hidroxicloroquina', 'Hidroxicloroquina', 'Hidroxicloroquina']	['Chloroquine', 'Chloroquine', 'Chloroquine', 'Chloroquine', 'Chloroquine', 'Hydroxychloroquine', 'Hydroxychloroquine', 'Hydroxychloroquine', 'Hydroxychloroquine', 'Hydroxychloroquine']	-	-	-	-	-	A toxicidade cardíaca da cloroquina ou hidroxicloroquina em pacientes com COVID-19: uma revisão sistemática e análise de meta-regressão. 	-
Remdesivir: A potential game-changer or just a myth? A systematic review and meta-analysis.	https://doi.org/10.1016/j.lfs.2020.118663	26/10/2020	Artigo completo publicado em periódico científico	10.1016/j.lfs.2020.118663	0024-3205	243205	LIFE SCIENCES (1973)	A1	1.132	174	6.25	-	['Remdesivir', 'Remdesivir']	['Remdesivir', 'Remdesivir']	Remdesivir showed a better 14 days mortality profile, clinical recovery, and discharge rate. Overall clinical improvement and clinical recovery were earlier among the remdesivir group. 10-day remdesivir showed more adverse outcome than 5-day course with no significant benefits.	33121991	Life sciences	1879-0631	10.1016/j.lfs.2020.118663	Remdesivir: Um potencial divisor de águas ou apenas um mito? Uma revisão sistemática e meta-análise. 	O remdesivir apresentou melhor perfil de mortalidade em 14 dias, recuperação clínica e taxa de alta. A melhora clínica geral e a recuperação clínica foram mais precoces no grupo remdesivir. O remdesivir de 10 dias mostrou resultados mais adversos do que o curso de 5 dias, sem benefícios significativos.
The Association between Influenza Vaccination and the Risk of SARS-CoV-2 Infection, Severe Illness, and Death: A Systematic Review of the Literature.	https://www.mdpi.com/1660-4601/17/21/7870	27/10/2020	Artigo completo publicado em periódico científico	https://www.mdpi.com/1660-4601/17/21/7870	-	-	-	-	-	-	-	-	['Vacina influenza', 'Vacina influenza']	['Influenza vaccine', 'Influenza vaccine']	We reviewed the association between seasonal influenza vaccination and the risk of SARS-CoV-2 infection or complicated illness or poor outcome (e.g., severe disease, need for hospitalization or ventilatory support, or death) among COVID-19 patients. None of the studies that were reviewed (	33121070	International journal of environmental research and public health	1660-4601	10.3390/ijerph17217870	A associação entre a vacinação contra a gripe e o risco de infecção por SARS-CoV-2, doença grave e morte: uma revisão sistemática da literatura. 	Revisamos a associação entre a vacinação contra a gripe sazonal e o risco de infecção por SARS-CoV-2 ou doença complicada ou desfecho ruim (por exemplo, doença grave, necessidade de hospitalização ou suporte ventilatório ou morte) entre pacientes com COVID-19. Nenhum dos estudos revisados (
Impact of Hydroxychloroquine on Mortality in Hospitalized Patients with COVID-19: Systematic Review and Meta-Analysis.	https://pubmed.ncbi.nlm.nih.gov/33167571/	05/11/2020	Artigo completo publicado em periódico científico	PUBMED_ID:33167571/	-	-	-	-	-	-	-	-	['Hidroxicloroquina']	['Hydroxychloroquine']	-	-	-	-	-	Impacto da Hidroxicloroquina na Mortalidade de Pacientes Hospitalizados com COVID-19: Revisão Sistemática e Meta-análise. 	-
Efficacy and safety of remdesivir in hospitalized Covid‐19 patients: Systematic review and meta‐analysis including network meta‐analysis	https://doi.org/10.1002/rmv.2187	31/10/2020	Artigo completo publicado em periódico científico	10.1002/rmv.2187	1052-9276	10529276	REVIEWS IN MEDICAL VIROLOGY (PRINT)	A1	2.371	96	9.42	-	['Remdesivir']	['Remdesivir']	Remdesivir can help improve the clinical outcome of hospitalized patients with COVID-19 and a 5 day regimen, instead of a 10 day regimen, may be sufficient for treatment. Moreover, remdesivir appears as tolerable as other comparators or placebo.	33758946	The Journal of antimicrobial chemotherapy	1460-2091	10.1093/jac/dkab093	remdesivir em pacientes hospitalizados com Covid-19: Revisão sistemática e metanálise, incluindo metanálise de rede 	pode ser suficiente para o tratamento. Além disso, o remdesivir parece tão tolerável quanto outros comparadores ou placebo.
