-	REPORTE BREVE Nº 30 USO DE ANAKINRA PARA EL TRATAMIENTO DE PACIENTES CON EL DIAGNOSTICO DE COVID-19, 2020.  SEGURO SOCIAL DE SALUD - ESSALUD INSTITUTO DE EVALUACION DE TECNOLOGIAS EN SALUD E INVESTIGACIÓN
-	Uso de dexametasona en pacientes internados con COVID-19 - Informe de Evaluación de Tecnología Sanitaria
-	DRAFT landscape of COVID-19 candidate vaccines – 10 August 2020
-	Drug vignettes: Remdesivir
-	Drug vignettes: Interferons
-	DRAFT landscape of COVID-19 candidate vaccines – 31 July 2020
-	DRAFT landscape of COVID-19 candidate vaccines – 27 July 2020
-	DRAFT landscape of COVID-19 candidate vaccines – 21 July 2020
-	DRAFT landscape of COVID-19 candidate vaccines – 15 July 2020
-	DRAFT landscape of COVID-19 candidate vaccines – 13 July 2020
-	Eficácia da Ivermectina para o Tratamento da Covid-19. Revisão sistemática rápida
32542211	Emergence of institutional antithrombotic protocols for coronavirus 2019
-	DRAFT landscape of COVID-19 candidate vaccines – 06 July 2020
-	Associação hidroxicloroquina/ cloroquina e azitromicina para Covid-19
-	Tocilizumabe para infecção por SARS-CoV-2 (COVID-19) Revisão sistemática rápida
-	Corticoides para infecção por SARS-CoV-2 (Covid-19) Revisão sistemática rápida.
-	DRAFT landscape of COVID-19 candidate vaccines – 24 June 2020
-	DRAFT landscape of COVID-19 candidate vaccines – 22 June 2020.
-	DRAFT landscape of COVID-19 candidate vaccines – 18 June 2020.
35894360	Targeted Update: Safety and efficacy of hydroxychloroquine or chloroquine for treatment of COVID-19
-	Uso de plasma de pacientes recuperados no tratamento de COVID-19. Revisão sistemática rápida.
-	Heparina para Covid-19. Revisão sistemática rápida.
-	Eficácia, segurança e prognóstico associados ao uso de Inibidores da Enzima Conversora de Angiotensina (IECA) e Bloqueadores do Receptor de Angiotensina 2 (BRA) para COVID-19. Revisão sistemática rápida.
-	DRAFT landscape of COVID-19 candidate vaccines - 16 June 2020
-	DRAFT landscape of COVID-19 candidate vaccines - 9 June 2020
-	Nitazoxanida no tratamento de covid-19. Revisão sistemática rápida.
-	Tocilizumabe para infecção por SARS-CoV-2 (COVID-19) Revisão sistemática rápida.
-	Remdesivir para infecção por SARS-CoV-2 (COVID-19). Revisão sistemática.
-	Hidroxicloroquina e cloroquina para Covid-19. Revisão sistemática rápida
-	Ongoing Living Update of Potential COVID-19 Therapeutics: summary of rapid systematic reviews. Rapid Review, 8 May 2020
33323376	DRAFT landscape of COVID-19 candidate vaccines - 15 May 2020
-	Corticoides para infecção por SARS-CoV-2 (Covid-19) Revisão sistemática rápida
-	Associação hidroxicloroquina/cloroquina e azitromicina para Covid-19.
-	Uso de Tocilizumab para el tratamiento de pacientes con COVID-19. Reporte breve n° 01.
-	Uso de Oseltamivir para el tratamiento de pacientes con COVID-19. Reporte breve n° 01.
-	Uso de atazanavir para el tratamiento de pacientes con diagnóstico de COVID-19. Reporte breve n° 02.
-	Uso de AINES en pacientes con diagnóstico de COVID-19. Reporte breve n° 013.
34586598	Draft landscape of COVID 19 candidate vaccines - 11 May 2020
-	COVID-19 Informal consultation on the dose of chloroquine and hydroxychloroquine for the SOLIDARITY Clinical Trial
33323376	DRAFT landscape of COVID-19 candidate vaccines - 5 May 2020
35894360	What is the evidence for using macrolide antibiotics to treat COVID-19?
-	Drug vignettes: Tocilizumab
-	Heparinas para infecção por SARS-CoV-2 (COVID-19). Revisão sistemática rápida
-	"Remdesivir parainfecção por SARS-CoV-2 (COVID-19). Revisão sistemática"
35905496	Vitamin D: A rapid review of the evidence for treatment or prevention in COVID-19
35905796	A rapid review of the evidence for treatment or prevention in COVID-19
-	DRAFT landscape of COVID-19 candidate vaccines - 20 April 2020
-	Ongoing Living Update of Potential COVID-19 Therapeutics: summary of rapid systematic reviews
-	Infectious Diseases Society of America Guidelines on the Treatment and Management of Patients with COVID-19
-	DRAFT landscape of COVID-19 candidate vaccines - 23 April 2020
-	Nitazoxanida para tratamento de COVID-19: Revisão Sistemática Rápida
-	Atazanavir para COVID-19. Revisão sistemática rápida
-	Uso de plasma de pacientes recuperados no tratamento de COVID-19. Revisão sistemática rápida
-	Inibidores da janus associated kinases para COVID-19.
-	Antagonistas do receptor da endotelina para o tratamento de pacientes com COVID-19
-	Antagonistas do receptor da ivermectina para o tratamento de pacientes com COVID-19
-	DRAFT landscape of COVID-19 candidate vaccines – 4 April 2020
35506263	Remdesivir for severe covid-19: a clinical practice guideline
32667444	Guidelines for the pharmacological treatment of COVID-19. The task force/consensus guideline of the Brazilian Association of Intensive Care Medicine, the Brazilian Society of Infectious Diseases and the Brazilian Society of Pulmonology and Tisiology
33565225	Interim Guidelines on Antiviral Therapy for COVID-19
32955785	Risk of metformin in type 2 diabetes patients with COVID-19: a preliminary retrospective report
35029324	Tocilizumab for severe COVID-19 in solid organ transplant recipients: a matched case-control study
32882767	Use of Darunavir-Cobicistat as a Treatment Option for Critically Ill Patients with SARS-CoV-2 Infection
32888840	Experience of the use of hydroxychloroquine on patients with COVID-19: A perspective on viral load and cytokine kinetics
-	Towards evidence-based Emergency medicine: best BETs from the Manchester Royal Infirmary. BET 2: Hydroxychloroquine in the treatment of COVID-19
-	"Use of Darunavir-Cobicistat as a Treatment Optionfor Critically Ill Patients with SARS-CoV-2 Infection"
35829692	A novel approach to managing COVID-19 patients
32848743	Preliminary Experience With Low Molecular Weight Heparin Strategy in COVID-19 Patients
33665766	Chronic therapeutic anticoagulation is associated with decreased thrombotic complications in SARS‐CoV‐2 infection
35692410	Metformin use is associated with reduced mortality rate from coronavirus disease 2019 (COVID-19)
32828896	A comprehensive strategy for the early treatment of COVID-19 with azithromycin/hydroxychloroquine and/or corticosteroids: results of a retrospective observational study in the French overseas department of Reunion Island
35903614	Corticosteroid Therapy in COVID-19 Disease
32767527	Susceptibility to COVID-19 in patients treated with antimalarials: a population based study in Emilia-Romagna, Northern Italy
32305587	Can post-exposure prophylaxis for COVID-19 be considered as an outbreak response strategy in long-term care hospitals? International Journal of Antimicrobial Agents
35192051	"Effect of Systemic Glucocorticoids on Mortality or Mechanical Ventilation in Patients With COVID-19"
32795898	Oxygen-ozone (O2-O3) immunoceutical therapy for patients with COVID-19. Preliminary evidence reported.
35754519	Risk of QT Interval Prolongation Associated With Use of Hydroxychloroquine With or Without Concomitant Azithromycin Among Hospitalized Patients Testing Positive for Coronavirus Disease 2019 (COVID-19)
32347963	An independent appraisal and re-analysis of hydroxychloroquine treatment trial for COVID-19
35905123	Lopinavir/ritonavir did not shorten the duration of SARS CoV-2 shedding in patients with mild pneumonia in Taiwan
35367460	Mortality of COVID-19 with preadmission metformin use in patients with diabetes: a meta-analysis
32874012	Renin-angiotensin system blockers and outcomes during hydroxychloroquine treatment in patients hospitalized for COVID-19 pneumonia
33443121	Renin-angiotensin system inhibitors improve the clinical outcomes of COVID-19 patients with hypertension
35174897	Therapeutic plasma exchange in patients with COVID-19 pneumonia in intensive care unit: a retrospective study
34631752	Efficacy of tocilizumab treatment in severely ill COVID-19 patients
-	"Argatroban for therapeutic anticoagulation for heparin resistanceassociated with Covid-19 infection"
-	“Toxic erythema” and eosinophilia associated to tocilizumab therapy in a COVID-19 patient
-	Drug-induced vasculitis in a patient with COVID-19
-	Favourable outcome of Coronavirus-19 in a 1-year-old girl with acute myeloid leukaemia and severe treatment-induced immunosuppression
32369612	IL-6 blockade treatment for severe COVID-19 in two patients with multiple myeloma
35776051	A retrospective cohort study of methylprednisolone therapy in severe patients with COVID-19 pneumonia
32333918	Baricitinib therapy in COVID-19: A pilot study on safety and clinical impact
32307653	CD147 as a Target for COVID-19 Treatment: Suggested Effects of Azithromycin and Stem Cell Engagement
35085462	Off-label Use of Tocilizumab in Patients with SARS-CoV-2 Infection
34091065	Attention should be paid to venous thromboembolism prophylaxis in the management of COVID-19
35885517	Safety of hydroxychloroquine for treatment or prevention of SARS‐CoV‐2 infection: A rapid systematic review and meta‐analysis of randomized clinical trials.
-	L’hydroxy-chloroquine pour traiter les patients infectes du ´COVID-19: quelques lec¸ons d’an-thropologie medicale et d’histoire de la m ´ edecine
35904477	Amiodarone in the COVID‑19 Era: Treatment for Symptomatic Patients Only, or Drug to Prevent Infection?
35313385	Adverse events associated with nafamostat mesylate and favipiravir treatment in COVID-19 patients
35572594	An Inactivated Virus Candidate Vaccine to Prevent COVID-19
32728733	No higher risk of respiratory symptoms in Italian rheumatological patients under IL-6R-inhibitor therapy in SARS-CoV-2 pandemic
35899637	The use of dexamethasone in the treatment of COVID-19
32835233	Anakinra in COVID-19: important considerations for clinical trials
32745524	Critical COVID-19 disease, homeostasis, and the “surprise” of effective glucocorticoid therapy
32492105	A Randomized Trial of Convalescent Plasma for COVID-19—Potentially Hopeful Signals
32612616	Potential Treatments for COVID-19 Related Cytokine Storm - Beyond Corticosteroids
-	Effectiveness of Hydroxychloroquine in COVID-19 disease: A done and dusted situation?
32871238	Vitamin D for COVID-19: a case to answer?
32628248	Practical considerations in prevention and treatment of venous thromboembolism in hospitalized patients with COVID-19
35885517	Hydroxychloroquine and Azithromycin as Treatments for COVID-19
-	Rituximab: a safe therapeutic option during the COVID-19 pandemic? Journal of Dermatological Treatment. 22 de julho de 2020
32683322	Hypercoagulable state in COVID-19 with diabetes mellitus and obesity: Is therapeutic-dose or higher-dose anticoagulant thromboprophylaxis necessary?
32698247	The effect of BCG vaccine in the era of COVID-19 pandemic
35905790	How should we treat pregnant women infected with SARS-CoV-2?
35905562	Anakinra for patients with COVID-19
32647045	Hydroxychloroquine and COVID-19: critiquing the impact of disease public profile on policy and clinical decision-making
32654907	Bacillus Calmette–Guérin vaccine, antimalarial, age and gender relation to COVID-19 spread and mortality
32646469	Angiotensin II treatment in COVID-19 patients: more risk than benefit? A single-center experience
-	Is Hydroxychloroquine a possible post-exposure prophylaxis drug to limit the transmission to health care workers exposed to COVID19?
-	Ivermectin and Novel Coronavirus Disease (COVID-19): Keeping Rigor in Times of Urgency
-	Ivermectin and COVID-19: a report in Antiviral Research, widespread interest, an FDA warning, two letters to the editor and the authors' responses
-	New international guidance on quality, safety and efﬁcacy of DNA vaccines
32632377	COVID-19 and the rush for self-medication and self-dosing with ivermectin: A word of caution
33987331	Rapid advice guidelines for management of children with COVID-19
33316396	No evidence of clinical benefits of early treatment of COVID-19 patients with hydroxychloroquine and azithromycin
35545850	Ivermectin: potential candidate for the treatment of Covid 19
-	BCG is a Good Immunotherapeutic Agent for Viral and Autoimmune Diseases: Is it a New Weapon against Coronavirus (COVID-19)?
-	Does zinc improve symptoms of viral upper respiratory tract infection? Evidence-Based Pract
33818952	Accelerating Development of SARS-CoV-2 Vaccines — The Role for Controlled Human Infection Models
35039009	Ensuring Uptake of Vaccines against SARS-CoV-2
32582439	Can early treatment of patients with risk factors contribute to managing the COVID-19 pandemic?
32601063	Covid-19: Oxford team begins vaccine trials in Brazil and South Africa to determine efficacy
35870803	Adrenal Insufficiency and Glucocorticoid Use During the COVID-19 Pandemic.
32546603	COVID-19 in patients with rheumatological diseases treated with anti-TNF.
35632465	Amplifying RNA Vaccine Development.
34011413	Hydroxychloroquine for covid-19: the end of the line?
35896965	Monoclonal Antibodies for Prevention and Treatment of COVID-19.
35904406	Convalescent Plasma and COVID-19.
35906015	COVID-19 vaccines for all?
34955389	Can existing live vaccines prevent COVID-19?
32505245	COVID-19 vaccine development pipeline gears up.
32759267	Treat 2019 novel coronavirus (COVID-19) with IL-6 inhibitor: Are we already that far?
32462717	COVID-19: Consider IL6 receptor antagonist for the therapy of cytokine storm syndrome in SARS-CoV-2 infected patients.
32451259	Hydroxychloroquine as antiviral prophylaxis for exposed caregivers to Covid-19: An urgent appraisal is needed
-	Dermatologic manifestations of hydroxychloroquine therapy: a closer look at the nails
32313848	Precision Medicine in COVID-19: IL-1β a Potential Target
35874956	SARS-CoV-2 and the Use of Chloroquine as an Antiviral Treatment
35645195	Hydroxychloroquine and azithromycin as potential treatments for COVID-19
21592343	Drug vignettes: Azithromycin
-	A recommendation for the use of chloroquine, hydroxychloroquine, primaquine or tafenoquine for prophylaxis againts the 2019 novel coronavirus (COVD-19) with note to the ophthalmic considerations
35845955	Covid‐19 and drug therapy, what we learned
-	The FDA has authorised remdesivir for use in COVID-19 patients: but there’s no good evidence it reduces mortality
32360697	Metformin in COVID-19: A possible role beyond diabetes
35897341	NSAIDs in patients with viral infections, including Covid-19: Victims or perpetrators?
35505633	Emergency Use Authorization of remdesivir by the US Food and Drug Administration
35187603	Can melatonin reduce the severity of COVID-19 pandemic?
35862378	Headache medication and the COVID-19 pandemic
35644101	COVID-19 therapeutic options for patients with kidney disease
32305501	The Potential Role of Th17 Immune Responses in Coronavirus Immunopathology and Vaccine-induced Immune Enhancement
32233753	Coronavirus Disease 2019 (COVID‐19): Do Angiotensin‐Converting Enzyme Inhibitors/Angiotensin Receptor Blockers Have a Biphasic Effect?
32306288	Chloroquine for SARS-CoV-2: Implications of Its Unique Pharmacokinetic and Safety Properties
35885036	Angiotensin Receptor Blockers and 2019-nCoV
35784344	Challenges of Convalescent Plasma Therapy on COVID-19
-	Response to recent commentaries regarding the involvement of angiotensin-converting enzyme 2 (ACE2) and reninangiotensin system blockers in SARS-CoV-2 infections
32304577	Thromboembolic risk and anticoagulant therapy in COVID-19 patients: Emerging evidence and call for action
-	Inaccurate conclusions by Tang and colleagues
32543708	Generalized pustular figurate erythema: A newly delineated severe cutaneous drug reaction linked with hydroxychloroquine
32267301	Driving forces for COVID-19 clinical trials using chloroquine: the need to choose the right research questions and outcomes
32440985	Switch from oral anticoagulants to parenteral heparin in SARS-CoV-2 hospitalized patients
32295789	Role of immunosuppressive therapy in rheumatic diseases concurrent with covid-19
-	Finding Effective Treatments for COVID-19: Scientific Integrity and Public Confidence in a Time of Crisis
32296994	The double burden of disease of COVID-19 in cardiovascular patients: overlapping conditions could lead to overlapping treatments
32295811	EMA advice on renin-angiotensin system medicines during covid-19 pandemic
32272196	"Any possible role of phosphodiesterase type 5 inhibitors in the treatment of severe COVID19 infections? A lesson from urology"
-	"Reply to ""Anticoagulant treatment is associated with decreased mortality in severe coronavirus disease 2019 patients with coagulopathy"
35905562	Could IL-17 represent a new therapeutic target for the treatment and/or management of COVID-19-related respiratory syndrome?
-	Insights from immuno-oncology: the Society for Immunotherapy of Cancer Statement on access to IL-6-targeting therapies for COVID-19
33157292	Potential of Heparin and Nafamostat Combination Therapy for COVID-19
35758352	Amiodarone as a possible therapy for coronavirus infection
-	Ivermectin as a potential COVID-19 treatment from the pharmacokinetic point of view
35905828	Target Virus or Target Ourselves for COVID-19 Drugs Discovery?-Lessons learned from anti-influenzas virus therapies
32296817	Importance of inclusion of pregnant and breastfeeding women in COVID-19 therapeutic trials
32292529	Highlights of traditional Chinese medicine frontline expert advice in the China national guideline for COVID-19
-	Why tocilizumab could be an efective treatment for severe COVID-19?
35528817	Coronavirus Vaccines: Light at the End of the Tunnel
32296012	Potential benefits of precise corticosteroids therapy for severe 2019-nCoV pneumonia
34584656	Hydroxychloroquine prophylaxis for COVID-19 contacts in India
35903922	Chloroquine or hydroxychloroquine for prophylaxis of COVID-19
32283815	Mesenchymal Stromal Cell Secretome for Severe COVID-19 Infections: Premises for the Therapeutic Use
32304640	Hydroxychloroquine in the management of critically ill patients with COVID-19: the need for an evidence base
-	Is There a Role for Tissue Plasminogen Activator (tPA) as a Novel Treatment for Refractory COVID-19 Associated Acute Respiratory Distress Syndrome (ARDS)?
32922463	Thalidomide against Coronavirus Disease 2019 (COVID-19): A Medicine with a Thousand Faces
33528827	Pharmaceutical are of chloroquine phosphate in elderly patients with coronavirus pneumonia (COVID-19)
35902414	Drug Evaluation during the Covid-19 Pandemic
35906084	Hydroxychloroquine and ivermectin: a synergistic combination for COVID-19 chemoprophylaxis and/or treatment?
35894360	Chloroquine and hydroxychloroquine in covid-19.
35359967	Type 1 interferons as a potential treatment against COVID-19
33984571	Recommendations for coronavirus infection in rheumatic diseases treated with biologic therapy
35462191	Therapeutic Potential for Tetracyclines in the Treatment of COVID-19
33482680	Considerations for statin therapy in patients with COVID-19
32278373	Regulators split on antimalarials for COVID-19
35891289	SARS-CoV-2 Vaccines: Status Report
32302703	Considerations for Drug Interactions on QTc in Exploratory COVID-19 (Coronavirus Disease 2019) Treatment
32255489	Towards Optimization of Hydroxychloroquine Dosing in Intensive Care Unit COVID-19 Patients
-	Comunicado a la opinión pública uso de Hidroxicloroquina / Public opinion on the use of Hydroxychloroquine
32249257	Macrolide treatment for COVID-19: Will this be the way forward?
32239799	The versatile heparin in COVID-19. Journal of thrombosis and haemostasis
33361100	Early use of nitazoxanide in mild Covid-19 disease: randomised, placebo-controlled trial.
35891421	Transfusion reactions associated with COVID-19 convalescent plasma therapy for SARS-CoV-2.
33446136	Hydroxychloroquine in the treatment of outpatients with mildly symptomatic COVID-19: a multi-center observational study.
-	Corticosteroid treatment has no efect on hospital mortality in COVID‐19 patients.
33440088	Interim Results of a Phase 1–2a Trial of Ad26.COV2.S Covid-19 Vaccine.
35287602	The use of methylprednisolone in COVID-19 patients: A propensity score matched retrospective cohort study.
33434674	Efficacy Evaluation of Intravenous Immunoglobulin in Non-severe Patients with COVID-19: A Retrospective Cohort Study Based on Propensity Score Matching.
33374333	Convalescent Plasma Transfusion for the Treatment of COVID-19—Experience from Poland: A Multicenter Study.
33416918	Impact of oral anticoagulation on clinical outcomes of COVID‐19: a nationwide cohort study of hospitalized patients in Germany.
35726121	Cardiovascular Comorbidities and Pharmacological Treatments of COVID-19 Patients Not Requiring Hospitalization.
35531306	Matched cohort study on the efficacy of tocilizumab in patients with COVID-19.
34625144	Therapeutic plasma exchange for coronavirus disease-2019 triggered cytokine release syndrome
33078604	A single center cohort of 40 severe COVID-19 patients who were treated with convalescent plasma.
35598856	Remdesivir for the treatment of COVID-19: A systematic review and meta-analysis of randomized controlled trials.
33393643	Clinical outcome, viral response and safety profile of chloroquine in COVID-19 patients—initial experience.
33391531	Treatment of severe acute respiratory syndrome (SARS), Middle East respiratory syndrome (MERS), and coronavirus disease 2019 (COVID-19): a systematic review of in vitro, in vivo, and clinical trials.
35727348	Early corticosteroids are associated with lower mortality in critically ill patients with COVID-19: a cohort study.
35773886	The Role of Vitamin C as Adjuvant Therapy in COVID-19.
33422263	Continuation versus discontinuation of renin–angiotensin system inhibitors in patients admitted to hospital with COVID-19: a prospective, randomised, open-label trial.
33412395	Combination therapy of IFNβ1 with lopinavir–ritonavir, increases oxygenation, survival and discharging of sever COVID-19 infected inpatients.
33356606	Association of ACEI/ARB, inflammatory cytokines, and antiviral drugs with liver dysfunction in patients with hypertension and COVID-19.
34407339	Early High-Titer Plasma Therapy to Prevent Severe Covid-19 in Older Adults.
34227081	Umbilical cord mesenchymal stem cells for COVID-19 acute respiratory distress syndrome: A double-blind, phase 1/2a, randomized controlled trial.
33402839	Systematic Review on the Therapeutic Options for COVID-19: Clinical Evidence of Drug Efficacy and Implications.
33402859	Early Experience With Methylprednisolone on SARS-CoV-2 Infection in the African American Population, a Retrospective Analysis.
33402523	Beneficial Effects of Intermediate Dosage of Anticoagulation Treatment on the Prognosis of Hospitalized COVID-19 Patients: The ETHRA Study.
32623470	Long-term ACE Inhibitor/ARB Use Is Associated With Severe Renal Dysfunction and Acute Kidney Injury in Patients With Severe COVID-19: Results From a Referral Center Cohort in the Northeast of France.
-	Efectividad de los glucocorticoides en pacientes hospitalizados por neumonía grave por SARS-CoV-2.
33390341	Impact of prior statin use on clinical outcomes in COVID-19 patients: data from tertiary referral hospitals during COVID-19 pandemic in Italy.
35793346	Low vitamin D status is associated with coronavirus disease 2019 outcomes: A systematic review and meta-analysis
35898377	Association of metformin with mortality or ARDS in patients with COVID-19 and type 2 diabetes: a retrospective cohort study.
35784292	Efficacy and Safety of the mRNA-1273 SARS-CoV-2 Vaccine.
33392485	Safety and immunogenicity of INO-4800 DNA vaccine against SARS-CoV-2: A preliminary report of an open-label, Phase 1 clinical trial.
34568488	Statins and clinical outcomes with COVID-19: Meta-analyses of observational studies.
33388006	Clinical outcomes after early ambulatory multidrug therapy for high-risk SARS-CoV-2 (COVID-19) infection.
33647553	Comparing ICU Admission Rates of Mild/Moderate COVID-19 Patients Treated with Hydroxychloroquine, Favipiravir, and Hydroxychloroquine plus Favipiravir.
34600589	Tocilizumab in the Management of COVID-19: A Preliminary Report.
34557260	No clinical benefit in mortality associated with hydroxychloroquine treatment in patients with COVID-19.
-	Risk Factors Associated With In-Hospital Mortality in a US National Sample of Patients With COVID-19.
34084113	Safety and Efficacy of Convalescent Plasma for Severe COVID‐19: Interim Report of a Multicenter Phase II Study from Saudi Arabia.
35816896	Effects of Tocilizumab in COVID-19 patients: a cohort study.
35899636	A Neutralizing Monoclonal Antibody for Hospitalized Patients with Covid-19.
33354849	Tetracyclines in COVID-19 patients quarantined at home: Literature evidence supporting Real-World Data from a Multicenter Observational Study Targeting Inflammatory & Infectious Dermatoses.
33354678	Effects of Inhaled Epoprostenol and Prone Positioning in Intubated Coronavirus Disease 2019 Patients With Refractory Hypoxemia.
33342929	Efficacy of early hydroxychloroquine treatment in preventing COVID-19 pneumonia aggravation, the experience from Shanghai
-	Early Clinical Outcomes with Tocilizumab for Severe Covid-19: A Two-Center Retrospective Study.
33063447	QTc prolongation among hydroxychloroquine sulphate-treated COVID-19 patients: An observational study.
33344594	Effect of methylprednisolone in severe and critical COVID-19: Analysis of 102 cases.
35630429	Corticosteroid therapy in critically ill patients with COVID‑19: a multicenter, retrospective study.
35624081	Renin-angiotensin system blockers, risk of SARS-CoV-2 infection and outcomes from CoViD-19: systematic review and meta-analysis.
35892438	A systematic review and meta‑analysis on chloroquine and hydroxychloroquine as monotherapy or combined with azithromycin in COVID‑19 treatment
33338232	Sofosbuvir and daclatasvir for the treatment of COVID-19 outpatients: a double-blind, randomized controlled trial.
35631607	Convalescent plasma may be a possible treatment for COVID-19: A systematic review.
33332778	REGN-COV2, a Neutralizing Antibody Cocktail, in Outpatients with Covid-19.
33333252	Tocilizumab in the Treatment of Critical COVID-19 Pneumonia: A Retrospective Cohort Study of Mechanically Ventilated Patients.
33330530	Thromboprofilaxys With Fondaparinux vs. Enoxaparin in Hospitalized COVID-19 Patients: A Multicenter Italian Observational Study.
33326457	Glucocorticoids with low-dose anti-IL1 anakinra rescue in severe non-ICU COVID-19 infection: A cohort study.
32407459	Risk Factors for Severe Disease and Efficacy of Treatment in Patients Infected With COVID-19: A Systematic Review, Meta-Analysis, and Meta-Regression Analysis.
33323550	Safety and efficacy of convalescent plasma therapy in severely and critically ill patients with COVID-19: A systematic review with meta-analysis.
-	Low 25-Hydroxyvitamin D Levels on Admission to the Intensive Care Unit May Predispose COVID-19 Pneumonia Patients to a Higher 28-Day Mortality Risk: A Pilot Study on a Greek ICU Cohort.
33318314	Coagulation dysfunction in ICU patients with coronavirus disease 2019 in Wuhan, China: A retrospective observational study of 75 fatal cases.
-	Study of the Efficacy and Safety of Topical Ivermectin + Iota-Carrageenan in the Prophylaxis against COVID-19 in Health Personnel.
33289973	Hydroxychloroquine as Postexposure Prophylaxis to Prevent Severe Acute Respiratory Syndrome Coronavirus 2 Infection. A Randomized Trial.
34020215	Effect of Arbidol (Umifenovir) on COVID-19: a randomized controlled trial.
35321649	Impact of renin–angiotensin system inhibitors use on mortality in severe COVID-19 patients with hypertension: a retrospective observational study.
-	Efficacy and safety of transfusing plasma from COVID-19 survivors to COVID-19 victims with severe illness. A double-blinded controlled preliminary study.
33084232	A systematic review and meta-analysis of the use of renin-angiotensin system drugs and COVID-19 clinical outcomes: What is the evidence so far?
-	Ivermectin as Pre-exposure Prophylaxis for COVID-19 among Healthcare Providers in a Selected Tertiary Hospital in Dhaka – An Observational Study.
-	Ivermectin use associated with reduced duration of COVID-19 febrile illness in a community setting.
-	Celebrex Adjuvant Therapy on Coronavirus Disease 2019: An Experimental Study.
33317261	COVID-19 and Acute Respiratory Distress Syndrome. Impact of corticosteroid treatment and predictors of poor outcome.
-	Blockage of interleukin‑1β with canakinumab in patients ith Covid‑19.
34979235	Corticosteroid use in COVID‑19 patients: a systematic review and meta‑analysis on clinical outcomes.
35904437	Angiotensin-Converting Enzyme Inhibitors or Angiotensin Receptor Blockers Use and COVID-19 Infection Among 824,650 Patients with Hypertension from a US integrated Healthcare System.
33307734	Therapeutic dosing of low-molecular-weight heparin may decrease mortality in patients with severe COVID-19 infection.
-	Incidencia de la COVID-19 en pacientes en tratamiento crónico con hidroxicloroquina
33310766	Inactivated trivalent influenza vaccination is associated with lower mortality among patients with COVID-19 in Brazil.
33316235	Corticosteroid therapy is associated with improved outcome in critically ill COVID-19 patients with hyperinflammatory phenotype.
-	Effect of hydroxychloroquine, azithromycin and lopinavir/ritonavir on the QT corrected interval in patients with COVID-19.
33298897	Antihypertensive drugs are associated with reduced fatal outcomes and improved clinical characteristics in elderly COVID-19 patients.
-	Sars-Cov-2 Associated Coagulopathy and Thromboembolism Prophylaxis in Children: a Single Centre Observational Study.
33348222	Safety and efficacy of hydroxychloroquine in 152 outpatients with confirmed COVID-19: A pilot observational study.
34760747	The Role of Hydroxychloroquine in COVID-19 Treatment: A Systematic Review and Meta-Analysis.
33283773	Systematic review and meta-analysis of effectiveness and safety of favipiravir in the management of novel coronavirus (COVID-19) patients.
33322317	High-Dose Cholecalciferol Booster Therapy is Associated with a Reduced Risk of Mortality in Patients with COVID-19: A Cross-Sectional Multi-Centre Observational Study.
35443520	Baricitinib plus Remdesivir for Hospitalized Adults with Covid-19.
33316402	Effect of hydroxychloroquine pre-exposure on infection with SARS-CoV-2 in rheumatic disease patients: A population-based cohort study
-	Evaluating the Efficacy and Safety of the Existing Repurposed Pharmacological Agents for Treating COVID-19: A Meta-analysis and Systemic Review of Clinical Trials.
-	First Report of Tocilizumab Use in a Cohort of Latin American Patients Hospitalized for Severe COVID-19 Pneumonia.
33301514	Efficacy and harms of remdesivir for the treatment of COVID-19: A systematic review and meta-analysis.
-	Corticosteroids in patients hospitalised for COVID-19 pneumonia who require oxygen: observational comparative study using routine care data.
35153098	Association between seasonal flu vaccination and COVID-19 among healthcare workers.
35583911	Anakinra treatment in critically ill COVID‑19 patients: a prospective cohort study.
35888056	Safety and Efficacy of the BNT162b2 mRNA Covid-19 Vaccine.
35088108	Repurposed Tocilizumab in Patients with Severe COVID-19.
33298370	Corticosteroids for Patients With Coronavirus Disease 2019 (COVID-19) With Different Disease Severity: A meta-Analysis of Randomized Clinical Trials.
33296027	Effect of early oseltamivir on outpatients without hypoxia with suspected COVID-19.
35680347	Efficacy and safety of hydroxychloroquine in healthcare professionals with mild SARS-CoV-2 infection: prospective, non-randomized trial.
33275094	Mortality in tocilizumab-treated patients with COVID-19: a systematic review and meta-analysis.
35841979	The dual role of anti-viral therapy in the treatment of Coronavirus disease 2019.
33291194	Investigation of QT Prolongation with Hydroxychloroquine and Azithromycin for the Treatment of COVID‐19.
33497876	Severe COVID-19 pneumonia in Piacenza, Italy – a cohort study of the first pandemic wave.
33330541	Association of Statin Use With the In-Hospital Outcomes of 2019-Coronavirus Disease Patients: A Retrospective Study.
33646835	Safety and efficacy of the ChAdOx1 nCoV-19 vaccine (AZD1222) against SARS-CoV-2: an interim analysis of four randomised controlled trials in Brazil, South Africa, and the UK.
32954492	The role of methylprednisolone on preventing disease progression for hospitalized patients with severe COVID-19.
33621948	COVID-19 Convalescent Plasma Treatment of Moderate and Severe Cases of SARS-CoV-2 Infection: A Multicenter Interventional Study.
33278747	Pentoxifylline decreases serum LDH levels and increases lymphocyte count in COVID-19 patients: Results from an external pilot study.
35400159	Association between statin use and outcomes in patients with coronavirus disease 2019 (COVID-19): a nationwide cohort study.
33278503	Low-dose Whole-lung Irradiation for COVID-19 Pneumonia: Final Results of a Pilot Study.
