ISSN;PERIÓDICO;QUALIS;FI (JCR);H-index;Citações (2019-2022);Citações (média)
14390590;EUROPEAN JOURNAL OF TRAUMA;C;0;0;0;0
22787356;EUROPEAN JOURNAL OF ZOOLOGICAL RESEARCH;C;0;0;0;0
20546181;EUROPEAN MEDICAL JOURNAL. DIABETES;C;0;0;0;0
20534248;EUROPEAN MEDICAL JOURNAL: NEPHROLOGY;C;0;0;0;0
24970107;Revue Europeenne d' Economie et Management des Services;C;0.17;3;12;0
18577431;EUROPEAN SCIENTIFIC JOURNAL;C;0;0;0;0
22350640;European Thyroid Journal;C;1.0;15;631;4
1792085X;EUROPEAN WATER (ONLINE);C;0;0;0;0
18082327;EVIDÊNCIA (ARAXÁ);C;0;0;0;0
18082307;EVIDÊNCIA: OLHARES E PESQUISA EM SABERES EDUCACIONAIS;C;0;0;0;0
20506201;Evolution, Medicine and Public Health;C;1.17;25;235;3
26409690;EVOLUTIONS IN MECHANICAL ENGINEERING;C;0;0;0;0
2578031X;EXAMINES IN MARINE BIOLOGY & OCEANOGRAPHY;C;0;0;0;0
23143894;EXLIBRIS - REVISTA DEL DEPARTAMENTO DE LETRAS;C;0;0;0;0
24471151;EXPERIÊNCIA - REVISTA CIENTÍFICA DE EXTENSÃO;C;0;0;0;0
25267736;EXPERIMENTART;C;0;0;0;0
15169340;EXPRESSÃO (SANTA MARIA);C;0;0;0;0
25261355;EXPRESSÕES DA EXTENSÃO;C;0;0;0;0
19822138;EXTENSÃO CIDADÃ (UFPB);C;0;0;0;0
23587180;EXTENSÃO EM FOCO;C;0;0;0;0
19824432;EXTENSÃO EM FOCO (CURITIBA);C;0;0;0;0
25255347;EXTENSÃO EM REVISTA;C;0;0;0;0
1451740X;FACTA UNIVERSITATIS SERIES PHYSICAL EDUCATION AND SPORT;C;0;0;0;0
24060879;FACTA UNIVERSITATIS, SERIES PHYSICS, CHEMISTRY AND TECHNOLOGY;C;0;0;0;0
16464834;FACTORES DE RISCO;C;0;0;0;0
19004699;FACULDAD DE CIENCIAS BÁSICAS;C;0;0;0;0
20706987;FAO FISHERIES AND AQUACULTURE REPORT;C;0;0;0;0
22195440;FAR EAST JOURNAL OF PSYCHOLOGY AND BUSINESS;C;0;0;0;0
15177858;FAROL (VITÓRIA);C;0;0;0;0
2179510X;FAZENDO GÊNERO 9: DIÁSPORAS, DIVERSIDADES, DESLOCAMENTOS;C;0;0;0;0
08240310;FEDERAL SCIENTIFIC ACTIVITIES (PRINT);C;0;0;0;0
01007254;FEMINA (RIO DE JANEIRO);C;0;0;0;0
09288244;FEMS IMMUNOLOGY AND MEDICAL MICROBIOLOGY (PRINT);C;0;0;0;0
19822162;FEPAM EM REVISTA (ONLINE);C;0;0;0;0
23115637;Fermentation;C;0.72;31;1776;5
1981240X;FERRAMENTAL (CURITIBA);C;0;0;0;0
23588888;FGM NEWS;C;0;0;0;0
23586796;FGV DIREITO SP LAW SCHOOL LEGAL STUDIES RESEARCH PAPER SERIES;C;0;0;0;0
17478200;FIELD BRYOLOGY;C;0;0;0;0
12650692;FIGURES DE L'ART;C;0;0;0;0
0871407X;FILOSOFIA (LISBOA. 1985);C;0;0;0;0
18099238;FILOSOFIA (SÃO PAULO);C;0;0;0;0
21786224;FILOSOFIA E HISTÓRIA DA BIOLOGIA;C;0;0;0;0
25781960;FINANCIAL STATISTICAL JOURNAL;C;0;0;0;0
25324748;FIRE RESEARCH;C;0;0;0;0
1708489X;FIRST PEOPLES CHILD & FAMILY REVIEW;C;0;0;0;0
25945599;FÍSICA EM REVISTA - CADERNOS DE ENSINO DO COLÉGIO PEDRO II;C;0;0;0;0
16761324;FISIOBRASIL;C;0;0;0;0
18093469;FISIOTERAPIA SER;C;0;0;0;0
16765133;FITNESS & PERFORMANCE JOURNAL (ONLINE);C;0;0;0;0
15562670;FLORIDA JOURNAL OF INTERNATIONAL LAW;C;0;0;0;0
18068863;FLOVET;C;0;0;0;0
23115521;Fluids;C;0.41;18;1090;2
16476131;FLUXOS E RISCOS: REVISTA DE ESTUDOS SOCIAIS;C;0;0;0;0
2358209X;FOLHA ACADÊMICA DO CESG;C;0;0;0;0
1415370X;FOLHETIM (RIO DE JANEIRO);C;0;0;0;0
17497140;FOOD;C;0;0;0;0
25757091;FOOD & NUTRITION JOURNAL;C;0;0;0;0
1654661X;Food and Nutrition Research;C;0.58;44;553;3
20598564;FOOD AND NUTRITION REPORT;C;0;0;0;0
2157944X;FOOD AND NUTRITION SCIENCES;C;0;0;0;0
21628440;FOOD AND PUBLIC HEALTH;C;0;0;0;0
2381182X;FOOD PROCESSING & TECHNOLOGY;C;0;0;0;0
23991399;Food Quality and Safety;C;0.69;19;439;5
25502166;Food Research;C;0.23;10;669;1
2573167X;FOOD SCIENCE AND NUTRITION STUDIES;C;0;0;0;0
13446606;Food Science and Technology Research;C;0.23;45;294;1
23048158;Foods;C;0.73;53;15189;5
15474631;FORAGE AND GRAZINGLANDS;C;0;0;0;0
25778307;FORESTRY RESEARCH AND ENGINEERING: INTERNATIONAL JOURNAL;C;0;0;0;0
1082801X;FORMULARY (CLEVELAND, OHIO);C;0;0;0;0
15182509;FÓRUM (RIO DE JANEIRO. 2000);C;0;0;0;0
16788656;FÓRUM DE DIREITO TRIBUTÁRIO;C;0;0;0;0
16766962;FÓRUM DE DIREITO URBANO E AMBIENTAL (IMPRESSO);C;0;0;0;0
21763569;FÓRUM DE ESTUDOS: LEITURAS DE PAULO FREIRE;C;0;0;0;0
15341178;FORUM GEOMETRICORUM;C;0;0;0;0
24471615;FOTOVOLT;C;0;0;0;0
2183511X;FPDD   DESPORTO E ATIVIDADE FÍSICA PARA TODOS;C;0;0;0;0
25043110;Fractal and Fractional;C;0.64;16;535;4
22312536;FREE RADICALS AND ANTIOXIDANTS;C;0;0;0;0
25190709;FREEDOM FROM FEAR;C;0;0;0;0
10260269;FROGLOG;C;0;0;0;0
22974687;Frontiers in Applied Mathematics and Statistics;C;0.33;13;314;2
2624893X;Frontiers in Forests and Global Change;C;1.04;18;991;4
25199587;FRONTIERS IN MANAGEMENT RESEARCH;C;0;0;0;0
2296858X;Frontiers in Medicine;C;1.18;54;8681;5
2296861X;Frontiers in Nutrition;C;1.02;44;4291;7
04297725;FRONTIERS IN PHYSICS;C;0;0;0;0
2571581X;Frontiers in Sustainable Food Systems;C;0.77;24;2360;5
15154467;FUNDAMENTOS EN HUMANIDADES (SAN LUIS);C;0;0;0;0
25893831;Fungal Systematics and Evolution;C;1.49;13;243;4
07167938;GACETA JURÍDICA;C;0;0;0;0
20756305;GACETA PENAL & PROCESAL PENAL;C;0;0;0;0
22367497;GAMEPAD;C;0;0;0;0
23736372;GASTROENTEROLOGY & HEPATOLOGY: OPEN ACCESS;C;0;0;0;0
23580666;GAVAGAI: REVISTA INTERDISCIPLINAR DE HUMANIDADES;C;0;0;0;0
18087167;GAZETA DE ALAGOAS (IMPRESSO);C;0;0;0;0
03673561;GAZETA DE FÍSICA;C;0;0;0;0
23871954;GE - PORTUGUESE JOURNAL OF GASTROENTEROLOGY;C;0;0;0;0
23275146;GENERAL MEDICINE;C;0;0;0;0
24487058;GÉNERO Y SALUD EN CIFRAS;C;0;0;0;0
17490383;GENES, GENOMES & GENOMICS;C;0;0;0;0
23578335;GENIUS;C;0;0;0;0
24464848;GENJURIDICO;C;0;0;0;0
03267237;GEOACTA (ASOCIACION ARGENTINA DE GEOFISICOS Y GEODESTAS);C;0;0;0;0
23528281;GEOCIENCIAS APLICADAS LATINOAMERICANAS;C;0;0;0;0
24927775;GEOCONFLUENCES;C;0;0;0;0
15785157;GEOFOCUS (MADRID);C;0;0;0;0
16685180;GEOGRAFICA DIGITAL;C;0;0;0;0
24469165;GEOGRAPHIA MERIDIONALIS;C;0;0;0;0
23581972;GEOGRAPHIA OPPORTUNO TEMPORE;C;0;0;0;0
00167460;Geographische Rundschau;C;0.18;13;33;0
21731276;GEOGRAPHOS;C;0;0;0;0
23274581;GEOINFORMATICS & GEOSTATISTICS;C;0;0;0;0
24749508;Geology, Ecology, and Landscapes;C;0.64;15;315;4
10297006;GEOPHYSICAL RESEARCH ABSTRACTS;C;0;0;0;0
01617435;GEORGE HERBERT JOURNAL;C;0;0;0;0
1991962X;GEOSCIENTIFIC MODEL DEVELOPMENT DISCUSSIONS;C;0;0;0;0
03799522;GEOTECNIA (LISBOA);C;0;0;0;0
25267523;GEP NEWS (ONLINE);C;0;0;0;0
19842430;GEPROS GESTÃO DA PRODUÇÃO, OPERAÇÕES E SISTEMAS;C;0;0;0;0
01024000;GERAES (UFMG);C;0;0;0;0
23182598;GERAIS: REVISTA DE SAÚDE PÚBLICA DO SUS/MG;C;0;0;0;0
16774841;GERENCIAMENTO COSTEIRO INTEGRADO;C;0;0;0;0
97885746;GERENTE DE CIDADE;C;0;0;0;0
25155555;GERIATRIC MEDICINE AND CARE;C;0;0;0;0
25780093;GERONTOLOGY & GERIATRICS STUDIES;C;0;0;0;0
24471291;GESTÃO & GERENCIAMENTO;C;0;0;0;0
19843097;GESTÃO UNIVERSITÁRIA;C;0;0;0;0
17576288;GETTING THE DEAL THROUGH;C;0;0;0;0
23155094;GLOBAL ADVANCED RESEARCH JOURNAL OF AGRICULTURAL SCIENCE;C;0;0;0;0
15408906;GLOBAL AQUACULTURE ADVOCATE;C;0;0;0;0
20566646;GLOBAL CHALLENGES;C;0;0;0;0
24756687;GLOBAL COMMONS REVIEW;C;0;0;0;0
24756695;GLOBAL COMMONS REVIEW;C;0;0;0;0
20453817;Global Constitutionalism;C;0.41;7;84;1
25198688;GLOBAL DIALOGUE;C;0;0;0;0
22778160;GLOBAL JOURNAL FOR RESEARCH ANALYSIS;C;0;0;0;0
24371858;GLOBAL JOURNAL OF AGRICULTURAL RESEARCH AND REVIEWS;C;0;0;0;0
24558141;GLOBAL JOURNAL OF ALLERGY;C;0;0;0;0
09754172;GLOBAL JOURNAL OF COMPUTER SCIENCE AND TECHNOLOGY;C;0;0;0;0
23773936;GLOBAL JOURNAL OF EDUCATIONAL STUDIES;C;0;0;0;0
24095818;GLOBAL JOURNAL OF ENERGY TECHNOLOGY RESEARCH UPDATES;C;0;0;0;0
23488034;GLOBAL JOURNAL OF ENGINEERING SCIENCE AND RESEARCHES;C;0;0;0;0
24085464;GLOBAL JOURNAL OF FISHERIES AND AQUACULTURE;C;0;0;0;0
09755853;GLOBAL JOURNAL OF MANAGEMENT AND BUSINESS (GJMBR);C;0;0;0;0
09755888;GLOBAL JOURNAL OF MEDICAL RESEARCH;C;0;0;0;0
25732374;GLOBAL JOURNAL OF NANOMEDICINE;C;0;0;0;0
24747556;GLOBAL JOURNAL OF OTOLARYNGOLOGY;C;0;0;0;0
25732250;GLOBAL JOURNAL OF PHARMACY AND PHARMACEUTICAL SCIENCE;C;0;0;0;0
09755896;GLOBAL JOURNAL OF SCIENCE FRONTIER RESEARCH;C;0;0;0;0
19186711;GLOBAL LABOUR JOURNAL;C;0;0;0;0
20544251;GLOBAL MENTAL HEALTH;C;0;0;0;0
19843801;GLOBAL SCIENCE AND TECHNOLOGY;C;0;0;0;0
23967307;GLOBAL SURGERY;C;0;0;0;0
16178351;Glottometrics;C;0.15;4;15;0
13500961;GOOD CLINICAL PRACTICE JOURNAL;C;0;0;0;0
1984588X;GOVERNET. BOLETIM DE CONVÊNIOS E PARCERIAS;C;0;0;0;0
18096654;GOVERNET. BOLETIM DE TRANSFERÊNCIAS VOLUNTÁRIAS;C;0;0;0;0
19843453;GRACILIANO;C;0;0;0;0
14147319;GRANDE SINAL (PETRÓPOLIS);C;0;0;0;0
0367505X;GRANJA (PORTO ALEGRE);C;0;0;0;0
23644966;Granular Computing;C;1.34;36;739;6
97885664;GRATUITA;C;0;0;0;0
21606951;GREEN AND SUSTAINABLE CHEMISTRY;C;0;0;0;0
22767770;GREENER JOURNAL OF AGRICULTURAL SCIENCES;C;0;0;0;0
20439377;GREY SYSTEMS;C;0;0;0;0
10024913;GUOJI SHEHUI KEXUE ZAZHI;C;0;0;0;0
21610932;GYNECOLOGY & OBSTETRICS;C;0;0;0;0
16592379;HABITAR;C;0;0;0;0
21932824;HANDBOOK OF ZOOLOGY (ONLINE);C;0;0;0;0
21794073;HARPIA;C;0;0;0;0
16786770;HEADACHE MEDICINE;C;0;0;0;0
21787468;HEADACHE MEDICINE;C;0;0;0;0
19494998;HEALTH;C;0;0;0;0
25267914;HEALTH AND DIVERSITY;C;0;0;0;0
23297832;HEALTH CARE;C;0;0;0;0
23754273;HEALTH CARE : CURRENT REVIEWS;C;0;0;0;0
14848686;HEALTH ETHICS TODAY;C;0;0;0;0
24523011;HEALTH PROFESSIONS EDUCATION;C;0;0;0;0
1791809X;HEALTH SCIENCE JOURNAL;C;0;0;0;0
23988835;Health Science Reports;C;0.5;11;328;2
2375379X;HEALTH SCIENCES RESEARCH;C;0;0;0;0
22549137;HEALTH SYSTEMS AND POLICY RESEARCH;C;0;0;0;0
22279032;Healthcare (Switzerland);C;0.53;38;2825;3
22817824;HEALTHCARE IN LOW-RESOURCE SETTINGS;C;0;0;0;0
18402291;HEALTHMED;C;0;0;0;0
19868103;HEALTHMED JOURNAL;C;0;0;0;0
16947894;HEART, VESSELS AND TRANSPLANTATION;C;0;0;0;0
21517975;HEAT PIPE SCIENCE AND TECHNOLOGY (IMPRESSO);C;0;0;0;0
15423352;HELIOTROPIA;C;0;0;0;0
25311379;Hematology, Transfusion and Cell Therapy;C;0.4;25;341;1
08983038;HEMISPHERE: A MAGAZINE OF THE AMERICAS;C;0;0;0;0
22366334;HENDU;C;0;0;0;0
2471254X;Hepatology Communications;C;1.76;33;2255;5
23945079;HEPATOMA RESEARCH;C;0;0;0;0
24542520;HEPATOMA RESEARCH;C;0;0;0;0
0338487X;Herodote;C;0.11;9;14;0
23164670;HERPETOLOGIA BRASILEIRA;C;0;0;0;0
18524710;HERRAMIENTA;C;0;0;0;0
24482749;HÍGIA - REVISTA DE CIÊNCIAS DA SAÚDE DO OESTE BAIANO;C;0;0;0;0
01019171;HIGIENE ALIMENTAR;C;0;0;0;0
18094260;HIPERTENSÃO (SÃO PAULO. IMPRESSO);C;0;0;0;0
22603875;HISTOIRE DE LA RECHERCHE CONTEMPORAINE;C;0;0;0;0
19577745;Histoire et Mesure;C;0.13;10;5;0
21782911;HISTÓRIA DA CIÊNCIA E ENSINO: CONSTRUINDO INTERFACES;C;0;0;0;0
03261778;HISTORIA NATURAL;C;0;0;0;0
03273431;HORTICULTURA ARGENTINA;C;0;0;0;0
23117524;Horticulturae;C;0.47;21;765;3
16439171;HORYZONTY WYCHOWANIA;C;0;0;0;0
25764497;HOSPICE AND PALLIATIVE MEDICINE INTERNATIONAL JOURNAL;C;0;0;0;0
18532756;HUELLAS DE LA HISTORIA;C;0;0;0;0
19552068;HUMAN FRONTIER SCIENCE PROGRAM;C;0;0;0;0
19427786;Human Geography(United Kingdom);C;0.56;19;121;2
20542240;HUMAN REMAINS AND VIOLENCE: AN INTERDISCIPLINARY JOURNAL;C;0;0;0;0
23993529;HUMAN REPRODUTION OPEN;C;0;0;0;0
17837014;HUMAN RIGHTS AND INTERNATIONAL LEGAL DISCOURSE;C;0;0;0;0
01029479;HUMANIDADES (BRASÍLIA);C;0;0;0;0
19826931;HUMANIDADES EM DIÁLOGO (IMPRESSO);C;0;0;0;0
17559715;HUMANISING LANGUAGE TEACHING;C;0;0;0;0
23107529;HUMANITARIAN AND PEDAGOGICAL RESEARCH;C;0;0;0;0
23308176;HUMANITIES AND SOCIAL SCIENCES;C;0;0;0;0
21656258;HUMANITIES AND SOCIAL SCIENCES REVIEW;C;0;0;0;0
19802218;HYDRO (SÃO PAULO);C;0;0;0;0
18122116;HYDROLOGY AND EARTH SYSTEM SCIENCES DISCUSSIONS (ONLINE);C;0;0;0;0
25952781;IAÇA ARTES DA CENA;C;0;0;0;0
16457641;IADIS INTERNATIONAL JOURNAL ON WWW/INTERNET;C;0;0;0;0
10114289;IAEA-TECDOC;C;0;0;0;0
00810304;IAU CIRC.;C;0;0;0;0
21820290;IBERIAN JOURNAL OF CLINICAL AND FORENSIC NEUROSCIENCE;C;0;0;0;0
21758018;IBEROAMERICAN JOURNAL OF INDUSTRIAL ENGINEERING;C;0;0;0;0
16462858;IBEROGRAFIAS: REVISTA DE ESTUDOS IBÉRICOS;C;0;0;0;0
21504075;IBUSINESS (PRINT);C;0;0;0;0
18683703;ICHTHYOLOGICAL CONTRIBUTIONS OF PECESCRIOLLOS;C;0;0;0;0
25958097;ICOM;C;0;0;0;0
19422636;ICQMN;C;0;0;0;0
19505701;IDEAS;C;0;0;0;0
23175400;IDIOMA (ONLINE);C;0;0;0;0
10863702;IEEE COMPUTER SOCIETY;C;0;0;0;0
02746638;IEEE GEOSCIENCE AND REMOTE SENSING SOCIETY NEWSLETTER;C;0;0;0;0
23983396;IET Cyber-Physical Systems: Theory and Applications;C;0.65;10;242;3
01033360;IF SERIE REGISTROS;C;0;0;0;0
19825498;IGAPÓ (CEFET-AM);C;0;0;0;0
0103779X;IGREJA LUTERANA;C;0;0;0;0
22272712;IJET: INTERNATIONAL JOURNAL OF ENGINEERING & TECHNOLOGY;C;0;0;0;0
18273726;IL DENTISTA MODERNO;C;0;0;0;0
22841369;IL GIORNALE DELL'ARCHITETTURA;C;0;0;0;0
23168366;ILINX REVISTA CIENTÍFICA DO LUME;C;0;0;0;0
2037609X;ILLUMINAZIONI: RIVISTA DI LINGUA, LETTERATURA E COMUNICAZIONE;C;0;0;0;0
15196283;IMAGEM BRASILEIRA;C;0;0;0;0
22549633;Imago - Revista de Emblematica y Cultura Visual;C;0.13;1;4;0
25737732;IMMUNOHORIZONS;C;0;0;0;0
25544918;IMODEV;C;0;0;0;0
24541362;IMPERIAL JOURNAL OF INTERDISCIPLINARY RESEARCH (IJIR);C;0;0;0;0
16786661;IMPLANTNEWS;C;0;0;0;0
24477567;IMPLANTNEWSPERIO INTERNATIONAL JOURNAL;C;0;0;0;0
18683207;IMPLANTS: INTERNATIONAL MAGAZINE OF ORAL IMPLANTOLOGY;C;0;0;0;0
21939616;IN SILICO PHARMACOLOGY;C;0;0;0;0
24712531;Pain Reports;C;0.99;22;792;3
2317417X;INCANTARE;C;0;0;0;0
21795304;INCAPER EM REVISTA;C;0;0;0;0
00468819;INCHIESTA;C;0;0;0;0
23200898;INDIAN JOURNAL OF ADVANCES IN CHEMICAL SCIENCE;C;0;0;0;0
2249555X;INDIAN JOURNAL OF APPLIED RESEARCH;C;0;0;0;0
02537613;Indian Journal of Pharmacology;C;0.4;62;452;2
09745645;INDIAN JOURNAL OF SCIENCE & TECHNOLOGY;C;0;0;0;0
23387602;Indonesian Journal of International and Comparative Law;C;0.12;2;6;0
23813652;INDRASTRA GLOBAL;C;0;0;0;0
16787250;INDÚSTRIA DE LATICÍNIOS;C;0;0;0;0
21780110;INDUSTRIAL HEATING;C;0;0;0;0
11306084;IN-FAN-CIA (ED. ESPANOLA);C;0;0;0;0
03902420;INFANZIA (FIRENZE);C;0;0;0;0
23189312;INFARMA;C;0;0;0;0
01040219;INFARMA (BRASÍLIA);C;0;0;0;0
24680427;Infectious Disease Modelling;C;2.32;24;1664;15
18074545;INFOCOMP (UFLA. IMPRESSO);C;0;0;0;0
23186380;INFONEIBA (ONLINE);C;0;0;0;0
23115904;INFORMAÇÕES AGRONÔMICAS;C;0;0;0;0
03032493;INFORMATIONEN ZUR RAUMENTWICKLUNG;C;0;0;0;0
0103667X;INFORMATIVO ABRATES;C;0;0;0;0
15198065;INFORMATIVO JURÍDICO CONSULEX;C;0;0;0;0
0100445X;INFORME AGROPECUÁRIO;C;0;0;0;0
21776954;INFORME C3;C;0;0;0;0
15176258;INFORME ECONÔMICO (UFPI);C;0;0;0;0
25256866;INFORME GOIANO;C;0;0;0;0
24123811;Infrastructures;C;0.52;17;744;3
22152652;INGENIERÍA;C;0;0;0;0
18568327;INGENIERÍA INDUSTRIAL. ACTUALIDAD Y NUEVAS TENDENCIAS;C;0;0;0;0
18155944;INGENIERIA MECANICA (ONLINE);C;0;0;0;0
17949165;INGENIERIA Y CIENCIA;C;0;0;0;0
01233033;INGENIERÍA Y COMPETITIVIDAD;C;0;0;0;0
20278284;INGENIERÍA Y COMPETITIVIDAD (ONLINE);C;0;0;0;0
14057743;INGENIERIA, INVESTIGACION Y TECNOLOGIA;C;0;0;0;0
1390860X;INGENIUS;C;0;0;0;0
15181243;INICIAÇÃO CIENTÍFICA - CESUMAR;C;0;0;0;0
21769192;INICIAÇÃO CIENTÍFICA (CESUMAR );C;0;0;0;0
07197500;INNOVARE - REVISTA ELECTRÓNICA DE EDUCACIÓN SUPERIOR;C;0;0;0;0
19585853;INNOVATIONS AGRONOMIQUES;C;0;0;0;0
22774939;INNOVATIVE JOURNAL OF MEDICAL AND HEALTH SCIENCE;C;0;0;0;0
23594691;INOVAÇÃO: REVISTA ELETRÔNICA DE P,D & I;C;0;0;0;0
23166991;INOVAEDUC;C;0;0;0;0
23993421;Insect Systematics and Diversity;C;1.02;12;173;3
2156485X;INSIGHT;C;0;0;0;0
17787807;INSISTANCE;C;0;0;0;0
19516258;INSISTANCE;C;0;0;0;0
24476684;INSURGÊNCIA: REVISTA DE DIREITOS E MOVIMENTOS SOCIAIS;C;0;0;0;0
19974043;INTEGRA EDUCATIVA;C;0;0;0;0
14136147;INTEGRAÇÃO (USJT);C;0;0;0;0
23590645;INTEGRADA REVISTA CIENTÍFICA FACOL/ISEOL;C;0;0;0;0
20564546;INTEGRATIVE CANCER SCIENCE AND THERAPEUTICS;C;0;0;0;0
25150219;INTEGRATIVE CLINICAL MEDICINE;C;0;0;0;0
20568339;INTEGRATIVE FOOD, NUTRITION AND METABOLISM (IFNM);C;0;0;0;0
20568827;INTEGRATIVE OBESITY AND DIABETES;C;0;0;0;0
19812183;INTERAÇÃO (SÃO PAULO);C;0;0;0;0
1929073X;INTERACTIVE JOURNAL OF MEDICAL RESEARCH;C;0;0;0;0
25956647;INTERAMERICAN JOURNAL OF MEDICINE AND HEALTH;C;0;0;0;0
19813775;INTERBIO;C;0;0;0;0
2176669X;INTERCÂMBIO (MONTES CLAROS);C;0;0;0;0
1984431X;INTERDISCIPLINAR: REVISTA ELETRÔNICA DA UNIVAR;C;0;0;0;0
21790094;INTERDISCIPLINARIDADE;C;0;0;0;0
25269844;INTERDISCIPLINARIDADE & ENSINO;C;0;0;0;0
25258001;INTERDISCIPLINARY JOURNAL OF HEALTH EDUCATION;C;0;0;0;0
19800894;INTERFACEHS (ED. PORTUGUÊS);C;0;0;0;0
2348795X;INTERNACIONAL JOURNAL OF RESEARCH;C;0;0;0;0
25151061;INTERNAL MEDICINE AND CARE;C;0;0;0;0
19139004;INTERNATIONAL BUSINESS RESEARCH;C;0;0;0;0
19139012;INTERNATIONAL BUSINESS RESEARCH;C;0;0;0;0
10118829;INTERNATIONAL CATALOGUING AND BIBLIOGRAPHIC CONTROL;C;0;0;0;0
19854668;International Food Research Journal;C;0.3;55;1028;1
22317546;International Food Research Journal;C;0.3;55;1028;1
24570958;INTERNATIONAL INVENTION OF SCIENTIFIC JOURNAL;C;0;0;0;0
19433581;INTERNATIONAL JOURNAL NETWORK PROTOCOLS AND ALGORITHMS;C;0;0;0;0
09744304;INTERNATIONAL JOURNAL OF PHARM TECH RESEARCH;C;0;0;0;0
21623082;INTERNATIONAL JOURNAL OF ACCOUNTING & FINANCIAL REPORTING;C;0;0;0;0
22311548;INTERNATIONAL JOURNAL OF ADVANCED INFORMATION;C;0;0;0;0
23205407;INTERNATIONAL JOURNAL OF ADVANCED RESEARCH;C;0;0;0;0
17435455;INTERNATIONAL JOURNAL OF AERODYNAMICS;C;0;0;0;0
23135069;INTERNATIONAL JOURNAL OF AFRICAN HIGHER EDUCATION;C;0;0;0;0
21522553;INTERNATIONAL JOURNAL OF AGRICULTURAL RESEARCH;C;0;0;0;0
2165882X;INTERNATIONAL JOURNAL OF AGRICULTURE AND FORESTRY;C;0;0;0;0
21658846;INTERNATIONAL JOURNAL OF AGRICULTURE AND FORESTRY;C;0;0;0;0
09753710;INTERNATIONAL JOURNAL OF AGRICULTURE SCIENCES;C;0;0;0;0
09759107;INTERNATIONAL JOURNAL OF AGRICULTURE SCIENCES;C;0;0;0;0
13128868;INTERNATIONAL JOURNAL OF ALGEBRA;C;0;0;0;0
22918639;INTERNATIONAL JOURNAL OF ANALYSIS AND APPLICATIONS;C;0;0;0;0
25727451;INTERNATIONAL JOURNAL OF ANATOMY AND APPLIED PHYSIOLOGY;C;0;0;0;0
23214287;INTERNATIONAL JOURNAL OF ANATOMY AND RESEARCH;C;0;0;0;0
22778543;INTERNATIONAL JOURNAL OF ANATOMY RADIOLOGY & SURGERY;C;0;0;0;0
25727397;INTERNATIONAL JOURNAL OF ANGIOLOGY AND VASCULAR SURGERY;C;0;0;0;0
23223537;INTERNATIONAL JOURNAL OF APPLIED EXERCISE PHYSIOLOGY;C;0;0;0;0
2010362X;INTERNATIONAL JOURNAL OF APPLIED PHYSICS AND MATHEMATICS;C;0;0;0;0
19275773;INTERNATIONAL JOURNAL OF AQUACULTURE;C;0;0;0;0
24558400;INTERNATIONAL JOURNAL OF AQUACULTURE AND FISHERY SCIENCES;C;0;0;0;0
20088019;INTERNATIONAL JOURNAL OF AQUATIC SCIENCE;C;0;0;0;0
25749862;INTERNATIONAL JOURNAL OF AVIAN & WILDLIFE BIOLOGY;C;0;0;0;0
20771223;INTERNATIONAL JOURNAL OF BASIC & APPLIED SCIENCES;C;0;0;0;0
23945820;INTERNATIONAL JOURNAL OF BASIC AND APPLIED BIOLOGY (PRINT);C;0;0;0;0
22275053;INTERNATIONAL JOURNAL OF BASIC AND APPLIED SCIENCES;C;0;0;0;0
23144157;INTERNATIONAL JOURNAL OF BIODIVERSITY;C;0;0;0;0
1916968X;INTERNATIONAL JOURNAL OF BIOLOGY;C;0;0;0;0
21580510;International Journal of Biomedicine;C;0.14;4;58;1
25732838;INTERNATIONAL JOURNAL OF BIOSENSORS & BIOELECTRONICS;C;0;0;0;0
21947511;International Journal of Bipolar Disorders;C;1.28;28;426;4
22417443;INTERNATIONAL JOURNAL OF BRIDGE ENGINEERING (ONLINE);C;0;0;0;0
22196021;INTERNATIONAL JOURNAL OF BUSINESS AND SOCIAL SCIENCE;C;0;0;0;0
24762377;INTERNATIONAL JOURNAL OF CANCER RESEARCH & THERAPY;C;0;0;0;0
25758160;INTERNATIONAL JOURNAL OF CARDIOLOGY AND HEART HEALTH;C;0;0;0;0
24767174;INTERNATIONAL JOURNAL OF CARDIOVASCULAR PRACTICE (PRINT);C;0;0;0;0
23595647;INTERNATIONAL JOURNAL OF CARDIOVASCULAR SCIENCES (ONLINE);C;0;0;0;0
23594802;INTERNATIONAL JOURNAL OF CARDIOVASCULAR SCIENCES (PRINT);C;0;0;0;0
2572102X;INTERNATIONAL JOURNAL OF CASE STUDIES IN CLINICAL RESEARCH;C;0;0;0;0
16878078;International Journal of Chemical Engineering;C;0.4;29;331;2
22272763;INTERNATIONAL JOURNAL OF CIVIL & ENVIRONMENTAL ENGINEERING;C;0;0;0;0
22297790;INTERNATIONAL JOURNAL OF CLINICAL DENTAL SCIENCE;C;0;0;0;0
2158284X;INTERNATIONAL JOURNAL OF CLINICAL MEDICINE;C;0;0;0;0
22533249;INTERNATIONAL JOURNAL OF CLINICAL TRANFUSION MEDICINE;C;0;0;0;0
21664919;INTERNATIONAL JOURNAL OF COMPOSITE MATERIALS (ONLINE);C;0;0;0;0
17938201;INTERNATIONAL JOURNAL OF COMPUTER THEORY AND ENGINEERING;C;0;0;0;0
24708526;INTERNATIONAL JOURNAL OF COMPUTERS IN CLINICAL PRACTICE;C;0;0;0;0
